,Gene_Name,mantis_ml_proba,mantis_ml_perc
0,MICA,0.6483197093009949,100.0
1,ZFPM2,0.6475620985031127,99.99463116074305
2,BET1L,0.6357529819011688,99.9892623214861
3,GLRX,0.6342705070972443,99.98389348222915
4,APOC3,0.6333959519863128,99.97852464297219
5,ALDH3A1,0.6303878664970398,99.97315580371524
6,APOA1,0.6282179534435273,99.96778696445828
7,FUT2,0.6266530871391296,99.96241812520134
8,CXCL6,0.6254414677619934,99.95704928594438
9,HIST1H4G,0.6214872598648071,99.95168044668743
10,UGT1A1,0.6211435824632645,99.94631160743047
11,KCNE2,0.620855274796486,99.94094276817353
12,LY86,0.6153840065002442,99.93557392891657
13,MSMB,0.614380702448352,99.93020508965962
14,KANK2,0.6129816710948944,99.92483625040266
15,MEIG1,0.6127074897289276,99.91946741114572
16,TP53AIP1,0.6119935035705566,99.91409857188876
17,CCL7,0.6104723334312439,99.90872973263181
18,HLA-DPB1,0.6104217529296875,99.90336089337485
19,C9orf16,0.6104122281074524,99.8979920541179
20,COMT,0.6092151224613189,99.89262321486095
21,HEATR1,0.6063096165657044,99.887254375604
22,APOC1,0.6055298954248428,99.88188553634704
23,TFF1,0.6039730727672576,99.8765166970901
24,ICAM1,0.6037775993347168,99.87114785783314
25,LBH,0.6030465841293335,99.86577901857618
26,APOA4,0.602727085351944,99.86041017931923
27,TSGA10,0.5996728539466858,99.85504134006227
28,NDUFA3,0.5994286239147186,99.84967250080533
29,RBP1,0.5994005799293518,99.84430366154837
30,SPOCK3,0.599098414182663,99.83893482229142
31,MT1M,0.5981945693492889,99.83356598303446
32,CCL17,0.5967093080282211,99.82819714377752
33,CADM2,0.5962788879871368,99.82282830452056
34,OBP2B,0.5953326880931854,99.81745946526361
35,PCNT,0.5935617387294769,99.81209062600665
36,SCGB2A2,0.5934890598058701,99.8067217867497
37,AHR,0.5933829009532928,99.80135294749275
38,PF4V1,0.5922129780054093,99.7959841082358
39,TMEM132D,0.5920946359634399,99.79061526897884
40,PROCR,0.5916894346475601,99.7852464297219
41,APOL2,0.5909654378890992,99.77987759046493
42,SERPINA3,0.5901012629270553,99.77450875120799
43,LILRA4,0.5898773908615113,99.76913991195103
44,PLEKHG1,0.5897513598203659,99.76377107269408
45,CPZ,0.589147761464119,99.75840223343712
46,PCSK9,0.5891256690025329,99.75303339418018
47,IFI16,0.5890689969062806,99.74766455492322
48,MSRB3,0.5885921567678452,99.74229571566627
49,ULK4,0.5881717056035995,99.73692687640931
50,CNTN5,0.5872949421405792,99.73155803715237
51,ROR1,0.58551384806633,99.72618919789541
52,MC1R,0.5854814350605011,99.72082035863846
53,CD1E,0.5848143577575684,99.71545151938152
54,CBR3,0.5847597002983094,99.71008268012456
55,ALDH1A2,0.5845462739467621,99.70471384086761
56,PLCE1,0.5842536449432373,99.69934500161065
57,USP50,0.583312013745308,99.6939761623537
58,SPNS3,0.5825349897146225,99.68860732309675
59,RHPN2,0.5823875665664673,99.6832384838398
60,TET2,0.5821176171302795,99.67786964458284
61,FAM90A1,0.5820627570152282,99.6725008053259
62,DUOX2,0.5817909449338913,99.66713196606894
63,TOP1MT,0.5813871711492539,99.66176312681199
64,INO80E,0.5809923052787781,99.65639428755503
65,CDH8,0.5808541148900985,99.65102544829809
66,TF,0.5806491613388062,99.64565660904113
67,ST5,0.5804851979017258,99.64028776978418
68,ZSCAN5A,0.5804848790168762,99.63491893052722
69,UHRF1BP1,0.5798128783702851,99.62955009127027
70,CRLF3,0.5796814918518066,99.62418125201332
71,DPP10,0.5795277029275894,99.61881241275637
72,CD300C,0.5794158607721329,99.61344357349941
73,TACC2,0.5791803508996963,99.60807473424246
74,EPSTI1,0.5782530725002288,99.6027058949855
75,CSPG4,0.5781845659017563,99.59733705572856
76,PI3,0.5781577438116073,99.5919682164716
77,SH3BGRL2,0.5776137351989746,99.58659937721464
78,B3GNTL1,0.5772553831338882,99.5812305379577
79,FETUB,0.5771586686372757,99.57586169870073
80,ARHGAP24,0.5770046442747117,99.57049285944379
81,LDLR,0.5769455105066299,99.56512402018683
82,UQCR10,0.5761790424585342,99.55975518092988
83,FABP2,0.5760718733072281,99.55438634167292
84,IFITM2,0.575652365386486,99.54901750241598
85,IFI27,0.5754863351583481,99.54364866315902
86,MT1H,0.5749438732862473,99.53827982390207
87,TNS1,0.5746771991252899,99.53291098464511
88,BEX5,0.5745240658521652,99.52754214538817
89,PTPN18,0.5743257731199265,99.52217330613121
90,SFTPD,0.5742512971162796,99.51680446687426
91,SCD5,0.5739170044660569,99.5114356276173
92,AKAP6,0.5737295776605607,99.50606678836036
93,GP5,0.5734645187854767,99.5006979491034
94,WDR35,0.5733316510915756,99.49532910984645
95,TYROBP,0.5731810986995697,99.48996027058949
96,EPDR1,0.572725448012352,99.48459143133255
97,CCDC91,0.5726436793804168,99.47922259207559
98,PDIA2,0.5723328441381454,99.47385375281864
99,APOB,0.5716977596282959,99.46848491356168
100,PDE11A,0.5709173738956451,99.46311607430474
101,TCF7L2,0.5705089747905732,99.45774723504778
102,HFE,0.5702092170715332,99.45237839579083
103,KANSL1,0.5701653897762299,99.44700955653387
104,KCNE1,0.5701518977440677,99.44164071727693
105,ST18,0.5694161891937256,99.43627187801998
106,CYP2A6,0.5693938851356506,99.43090303876302
107,SAA1,0.5689006865024566,99.42553419950607
108,IRF8,0.5688364714384079,99.42016536024911
109,CD44,0.5686591804027558,99.41479652099217
110,PLD4,0.5680359214544296,99.40942768173521
111,B4GALNT3,0.5679670631885528,99.40405884247826
