"Rank","GeneSymbol","GeneId","GO: Molecular Function Score","GO: Molecular Function pValue","GO: Biological Process Score","GO: Biological Process pValue","GO: Cellular Component Score","GO: Cellular Component pValue","Human Phenotype Score","Human Phenotype pValue","Mouse Phenotype Score","Mouse Phenotype pValue","Pathway Score","Pathway pValue","Pubmed Score","Pubmed pValue","Interaction Score","Interaction pValue","Coexpression Score","Coexpression pValue","Coexpression Atlas Score","Coexpression Atlas pValue","ToppCell Atlas Score","ToppCell Atlas pValue","Disease Score","Disease pValue","Average Score","Overall pValue"
1934,"ORC1",4998,0.9689258418658296,0.030790085205267236,0.9998763302670949,0.10437645236250968,0.76255591545365,0.14756003098373355,0.9999997790689874,0.014329976762199844,0.023404264480239967,0.1254841208365608,0.0,0.5001936483346243,0.9954934765418015,0.07164988381099922,0.4976120641713522,0.0861735089078234,0.2836739095945983,0.09895429899302866,0.0,0.5098760650658405,0.0,0.5,0.008651141751797379,0.13594113090627422,0.5075299127561427,0.012910426272866649
1935,"PSMB8",5696,0.14630737272335495,0.18880712625871418,0.9999999999999862,0.06584043377226956,0.9537355900612224,0.08694810224632069,0.9999952749961375,0.016072811773818745,0.11971057404434012,0.11793183578621223,0.0,0.5001936483346243,0.9374914581381758,0.12083656080557707,0.4189748985168448,0.09721146398140976,0.6862475101485848,0.025561580170410533,0.0,0.5098760650658405,0.0,0.5,0.11882456352878296,0.11560805577072038,0.5292976503699052,0.012927633369258174
1936,"PTPN3",5774,0.7216690291594421,0.087141750580945,0.9999999701225881,0.06622773044151821,0.44637669510155314,0.20584817970565453,0.9999999998554642,0.014136328427575524,0.12462493335177266,0.11793183578621223,0.0,0.5001936483346243,0.9972223466731229,0.06622773044151821,0.8710717546775834,0.038536018590240126,0.2539552719651886,0.10321456235476376,0.0,0.5098760650658405,0.0,0.5,2.587004984394226E-4,0.13632842757552285,0.5060512956571129,0.012927914115465011
1937,"ACAD9",28976,0.9331607614877366,0.0400852052672347,0.9728574860869973,0.16615027110766847,0.9976231226267495,0.03679318357862122,0.9471671514356798,0.037955073586367155,-1.0,0.0,0.0,0.5001936483346243,0.9999232247407734,0.03969790859798606,0.4061618329393469,0.09876065065840434,5.257341784257205E-4,0.13962044926413633,0.0,0.5098760650658405,0.0,0.5,0.613896606362183,0.0609992254066615,0.5768810245521458,0.012936517236952438
1938,"MRPL52",122704,9.999981353902083E-5,0.22850503485670023,0.9682275360285885,0.16866769945778468,0.9846498011127695,0.06409759876065066,-1.0,0.0,-1.0,0.0,0.0,0.5001936483346243,0.9331324927730559,0.1237412858249419,0.5581320379198856,0.07804027885360186,0.37094671635555587,0.07804027885360186,0.9416893485929606,0.0017428350116189002,0.0,0.5,-1.0,0.0,0.5568878547007866,0.012955150823901862
1939,"STXBP5",134957,0.9404530134688861,0.03969790859798606,0.9999999985103921,0.06584043377226956,0.9999999730424602,0.005034856700232378,0.9999999999999991,0.014136328427575524,0.14308923113541794,0.11793183578621223,-1.0,0.0,0.8938621565701829,0.13594113090627422,9.999980000009995E-5,0.16092176607281178,0.0,0.5739736638264911,0.0,0.5098760650658405,0.0,0.5,0.0,0.5681642137877614,0.48213536267163853,0.012968689647521625
1940,"CRIPT",9419,0.7999170625074146,0.06680867544539117,0.9993350185241988,0.11870642912470952,0.9999143142117402,0.013361735089078234,0.9792867933427524,0.0365995352439969,0.5266269684664615,0.08733539891556932,-1.0,0.0,0.7412293829222162,0.1707978311386522,0.3714937025916972,0.10263361735089079,0.5509869447474968,0.046475600309837335,0.0,0.5098760650658405,0.0,0.5,0.0,0.5681642137877614,0.60279344684499,0.01297619902128988
1941,"AKAP12",9590,0.3159937883124705,0.1663439194422928,0.9999999999987752,0.06584043377226956,0.9829192386225495,0.06506584043377227,-1.0,0.0,0.9974947204431139,0.02149496514329977,0.0,0.5001936483346243,0.9999751141175459,0.034856700232378,0.7837082970473147,0.0505422153369481,0.30401699580086955,0.09721146398140976,0.0,0.5098760650658405,0.0,0.5,0.05873269017504161,0.11967467079783115,0.5439940129508813,0.012982931854030655
1942,"LIPG",9388,0.7055118398600809,0.09120836560805577,0.9999894987670527,0.08113865220759102,0.8821332582804179,0.11134779240898528,-1.0,0.0,0.008028937960075233,0.1349728892331526,0.0,0.5001936483346243,0.9933524114874642,0.0784275755228505,0.050502654691433946,0.15278853601859024,0.3708514116357504,0.07958946553059644,0.16312741805857195,0.016653756777691712,0.0,0.5,0.3065035677362581,0.0906274206041828,0.47070688978493497,0.012983557770178011
1943,"TDP2",51567,0.6644910099371446,0.09643687064291247,0.9999027870730056,0.1036018590240124,0.9503727723925246,0.08907823392718822,0.7985203394539021,0.04376452362509682,0.6434549309017905,0.08036405886909373,0.0,0.5001936483346243,0.9967903325602839,0.06700232378001549,0.28003756429932763,0.11657629744384199,0.3667031761472059,0.08869093725793958,0.0,0.5098760650658405,0.0,0.5,0.8782299405354025,0.033307513555383424,0.6097641858763295,0.012992090441665827
1944,"GGCX",2677,0.2948781873400711,0.1665375677769171,0.7229079489422146,0.2056545313710302,0.8756805874191081,0.11289697908597986,0.9933699904616322,0.033113865220759105,0.7086640050745642,0.07474825716498838,0.0,0.5001936483346243,0.9890162053063306,0.08694810224632069,0.6339290146673318,0.06835786212238575,0.8130855693764809,0.010650658404337723,0.0,0.5098760650658405,0.0,0.5,0.05555871423109361,0.11967467079783115,0.5839197012587457,0.013008325216286809
1945,"DAAM1",23002,0.923907715765143,0.04473276529821844,0.9336615106885452,0.17931835786212239,0.9964248169199323,0.040278853601859024,-1.0,0.0,0.7397140070902195,0.07242447714949651,0.0,0.5001936483346243,0.9998763068991839,0.04240898528272657,0.5574178335898944,0.07804027885360186,0.6448364589976591,0.030015491866769946,0.0,0.5098760650658405,0.0,0.5,2.587446417189201E-4,0.13632842757552285,0.5630190659119396,0.013023250035818279
1946,"IFT172",26160,0.004996015133236599,0.22850503485670023,0.9999999999471342,0.06584043377226956,0.9998532537674307,0.0156855151045701,0.9999999991655985,0.014136328427575524,0.9978840779135498,0.020333075135553835,0.0,0.5001936483346243,0.8774634646946836,0.14175058094500387,0.0,0.5803640588690937,0.14344359187503322,0.11812548412083657,0.0,0.5098760650658405,0.0,0.5,0.15557408859309624,0.11057319907048799,0.4620132164213256,0.013030296416544518
1947,"BCKDHB",594,0.30114696488903153,0.1665375677769171,0.9076905153246704,0.18435321456235476,0.9803383890420448,0.06758326878388846,0.9972657315520109,0.0313710302091402,0.02320560274808955,0.1254841208365608,0.0,0.5001936483346243,0.9779814839500242,0.0983733539891557,0.7014904682374455,0.05945003872966693,0.7797664402936156,0.013361735089078234,0.0,0.5098760650658405,0.0,0.5,0.12119417330789176,0.11425251742835012,0.5497470161982588,0.013032540851316665
1948,"EXO1",9156,0.45698082372990984,0.13226181254841207,0.9998375211148839,0.1063129357087529,0.7029072924477979,0.16944229279628195,-1.0,0.0,0.6427649312804372,0.08036405886909373,0.0,0.5001936483346243,0.9651464431928404,0.10999225406661503,0.5432810809879957,0.07920216886134779,0.5828100506344763,0.04279628195197521,0.16312741805857195,0.016653756777691712,0.0,0.5,2.587004984394226E-4,0.13632842757552285,0.5270514144599316,0.013036364797910704
1949,"KCND2",3751,0.1470762381197054,0.18880712625871418,0.9999607021504606,0.09353214562354764,0.9999996169761043,0.0052285050348567005,-1.0,0.0,0.7328838881682629,0.07261812548412083,0.0,0.5001936483346243,0.9994406606363894,0.05092951200619675,0.36014892839589474,0.10398915569326103,0.15461105771070396,0.11367157242447715,0.0,0.5098760650658405,0.0,0.5,0.43762064292665825,0.07881487219209915,0.5141419704464548,0.013040096865858608
1950,"CIB2",10518,0.5414797737965105,0.11657629744384199,0.9970492985864029,0.13206816421378775,0.9998602022247772,0.0156855151045701,0.9984166101469459,0.03040278853601859,0.9763737768877654,0.03505034856700232,-1.0,0.0,0.8828083834157731,0.1403950426026336,0.0,0.5803640588690937,0.28132758886721526,0.09914794732765299,0.0,0.5098760650658405,0.0,0.5,0.4604984718383863,0.0766847405112316,0.6019221916362715,0.013048044485116761
1951,"EHHADH",1962,0.4818434963479377,0.12683965917893106,0.9999971871469981,0.07358636715724244,0.5160606973078234,0.19732765298218435,0.9999999831931946,0.014136328427575524,0.9728098065602033,0.03679318357862122,0.0,0.5001936483346243,0.9992006093944278,0.054996127033307515,0.09320084993185798,0.15085205267234703,5.257341784257205E-4,0.13962044926413633,0.0,0.5098760650658405,0.0,0.5,0.5587977871448749,0.06642137877614253,0.5376484342152771,0.013077150410664595
1952,"POP1",10940,0.45130401304210854,0.13419829589465532,0.9407127460786526,0.17738187451587917,0.8567685688084186,0.12180480247869868,0.9997039212033151,0.025755228505034856,-1.0,0.0,0.0,0.5001936483346243,0.9999894791618575,0.030983733539891558,0.9861333976638247,0.017815646785437646,0.41537120715924924,0.06700232378001549,0.0,0.5098760650658405,0.0,0.5,0.09634492347364028,0.11618900077459333,0.5714521871722992,0.013077445808990729
1953,"CRHR2",1395,0.8217218919043702,0.06312935708752905,1.0,0.06584043377226956,0.9998777727644089,0.0156855151045701,-1.0,0.0,0.9504732731936079,0.04298993028659954,0.0,0.5001936483346243,0.9963222358522782,0.0687451587916344,0.0,0.5803640588690937,0.4327280485988267,0.06429124709527498,0.0,0.5098760650658405,0.0,0.5,0.7815522383790903,0.04473276529821844,0.5632997682211699,0.013086742102290105
1954,"CHRNB4",1143,0.4314363647928317,0.13903950426026337,0.9999994424968858,0.06932610379550735,0.9989872661026502,0.028466305189775366,-1.0,0.0,0.919693785377933,0.04860573199070488,0.0,0.5001936483346243,0.9138107180881884,0.12993803253292022,0.2086166571010656,0.12877614252517428,0.0,0.5739736638264911,0.0,0.5098760650658405,0.0,0.5,0.9999999562017402,0.002517428350116189,0.5480022008555131,0.013098348094490175
1955,"SYNJ2",8871,0.9318390857959533,0.04124709527498063,0.9979800496021234,0.12858249419054996,0.999999692364407,0.0052285050348567005,-1.0,0.0,0.8247146945322877,0.06293570875290473,0.0,0.5001936483346243,0.9492881154200523,0.1167699457784663,0.048010817190219754,0.15278853601859024,0.09744904652073447,0.13284275755228506,0.0,0.5098760650658405,0.0,0.5,0.44257349616435954,0.07823392718822618,0.529871827049992,0.013113614222151515
1956,"SRCIN1",80725,0.8704446631551238,0.05209140201394268,0.9999999999997669,0.06584043377226956,0.999991604255026,0.0077459333849728895,-1.0,0.0,0.7463933567600216,0.07164988381099922,-1.0,0.0,0.9991768120322392,0.05538342370255616,0.07984408859061014,0.15085205267234703,0.0,0.5739736638264911,0.0,0.5098760650658405,0.0,0.5,0.4363998309146248,0.07900852052672347,0.5739679254821447,0.01311621080232872
1957,"IFT140",9742,8.484491877351615E-4,0.22850503485670023,0.9999998084173537,0.06738962044926414,0.9997522124561435,0.018783888458559255,0.9999999862751981,0.014136328427575524,0.7643222636808656,0.07087529047250193,0.0,0.5001936483346243,0.923111926467134,0.12683965917893106,0.4586187209223989,0.09295120061967467,0.0,0.5739736638264911,0.0,0.5098760650658405,-1.0,0.0,0.3886297978900897,0.08288148721920992,0.560424404202023,0.013133496543076939
1958,"RPGRIP1",57096,8.484491877351615E-4,0.22850503485670023,0.911284905912908,0.1837722695584818,0.9985715188111112,0.031564678543764525,0.9504953906238894,0.037955073586367155,0.6405603132476994,0.08036405886909373,-1.0,0.0,0.9142342490165222,0.12955073586367158,0.017860718038178416,0.15530596436870642,5.257341784257205E-4,0.13962044926413633,0.0,0.5098760650658405,0.0,0.5,0.9907214736126575,0.014329976762199844,0.5312719288087379,0.013137473806455247
1959,"ITGA5",3678,0.8369474510306223,0.05945003872966693,0.9999999995834257,0.06584043377226956,0.9844432147534833,0.06429124709527498,-1.0,0.0,0.8874628291638346,0.054415182029434545,0.0,0.5001936483346243,0.9999944467423354,0.0296281951975213,0.6790513250142032,0.06293570875290473,0.23527289428662826,0.10670023237800155,0.0,0.5098760650658405,0.0,0.5,0.06508191419130666,0.11967467079783115,0.560320468771522,0.013146410049761137
1960,"CACNA2D2",9254,0.01853057782620526,0.22482571649883812,0.9999999060050807,0.06661502711076685,0.3604592590522228,0.2221146398140976,-1.0,0.0,0.9999999999986513,0.004260263361735089,0.0,0.5001936483346243,0.9986160462346225,0.060611928737412855,0.022404556022415926,0.15530596436870642,0.17716320313575357,0.11096049573973664,0.0,0.5098760650658405,0.0,0.5,0.9651742836952091,0.022075910147172733,0.4586454374428828,0.013156201711990057
1961,"DCLK2",166614,0.9911782372584075,0.019364833462432222,0.999994415758396,0.07765298218435321,0.9018802329351829,0.10515104570100697,-1.0,0.0,0.9971808365741615,0.022269558481797055,-1.0,0.0,0.9892900001074229,0.08694810224632069,0.0830877297616979,0.15085205267234703,0.37670892929653627,0.07203718048024788,0.0,0.5098760650658405,0.0,0.5,-1.0,0.0,0.6226037584257144,0.013157562899635766
1962,"XRN1",54464,0.6868569826668904,0.09353214562354764,0.9999999999953983,0.06584043377226956,0.9975910301827987,0.036986831913245546,-1.0,0.0,-1.0,0.0,0.0,0.5001936483346243,0.9999788442995149,0.03427575522850503,0.9879362521071448,0.017428350116189,0.28914500058625986,0.0983733539891557,0.0,0.5098760650658405,0.0,0.5,0.18764462270832302,0.10883036405886909,0.5543832252283923,0.013162122088429484
1963,"PAXIP1",22976,8.484491877351615E-4,0.22850503485670023,0.9999999996620448,0.06584043377226956,0.8066392910816179,0.13652207591014717,-1.0,0.0,0.25351083342607994,0.10398915569326103,0.0,0.5001936483346243,0.9997762720275691,0.045701006971340045,0.9987650436603742,0.011618900077459334,0.21401552698004045,0.1080557707203718,0.0,0.5098760650658405,0.0,0.5,0.9324407820808526,0.026723470178156468,0.509970805272241,0.013165675125618836
1964,"FLVCR1",28982,0.0528193727925925,0.20003872966692487,0.9991357030856295,0.12103020914020139,0.942731908284089,0.09275755228505035,0.9999999995395972,0.014136328427575524,0.5284353666501643,0.08733539891556932,0.0,0.5001936483346243,0.4215935398457715,0.20952749806351664,0.022404556022415926,0.15530596436870642,0.37180970119501894,0.07591014717273431,0.0,0.5098760650658405,-1.0,0.0,0.9583021324646882,0.024012393493415957,0.5524545606363419,0.013184397290245453
1965,"PELI1",57162,0.15694287674669136,0.18880712625871418,0.9999999999958415,0.06584043377226956,0.26525232490665757,0.24670797831138652,-1.0,0.0,0.877847120834871,0.05635166537567777,0.0,0.5001936483346243,0.9999660938312758,0.03582494190549961,0.8327474024415707,0.044926413632842756,0.4861180034112513,0.055964368706429124,0.15937620858970922,0.018977536793183578,0.0,0.5,0.0,0.5681642137877614,0.49146850840894324,0.013188113908502497
1966,"EHD4",30844,0.956603335294861,0.03427575522850503,0.999998556518286,0.07106893880712625,0.9967625105707156,0.03892331525948877,-1.0,0.0,0.557563207168507,0.0853989155693261,0.0,0.5001936483346243,0.9999656779672388,0.03601859024012394,0.6508993322212733,0.06642137877614253,0.37180970119501894,0.07591014717273431,0.0,0.5098760650658405,0.0,0.5,-1.0,0.0,0.5901723108761882,0.013204331669498637
1967,"PIP4K2C",79837,0.9964738865292158,0.012587141750580944,0.9999995514055448,0.0687451587916344,0.9343220318856997,0.09643687064291247,-1.0,0.0,0.5944816260379256,0.08230054221533695,0.0,0.5001936483346243,0.9990098345333454,0.05712625871417506,0.6091250330089724,0.07164988381099922,0.2643148274599846,0.1018590240123935,0.0,0.5098760650658405,0.0,0.5,0.11573487664391928,0.11560805577072038,0.5563957438902086,0.013212267307174841
1968,"SRP72",6731,0.5143955994969557,0.12180480247869868,0.9957049312789785,0.1429124709527498,0.8873849201794224,0.10979860573199071,0.19342479319462869,0.054221533694810226,-1.0,0.0,0.0,0.5001936483346243,0.9999999622254874,0.02517428350116189,0.9914056030884876,0.016266460108443067,0.6432372002460672,0.030596436870642913,0.0,0.5098760650658405,-1.0,0.0,0.0,0.5681642137877614,0.5735811644467392,0.013219470582387371
1969,"GPD2",2820,0.20333021790239067,0.18841982958946554,0.9941816619199204,0.14678543764523624,0.9504533622823813,0.08907823392718822,0.011979814488952885,0.05886909372579396,0.977834933731485,0.03427575522850503,0.0,0.5001936483346243,0.9994025045134701,0.05151045701006971,0.6837712360392979,0.06235476374903176,0.3944812316391487,0.06913245546088304,0.0,0.5098760650658405,0.0,0.5,0.5358406217670972,0.06913245546088304,0.539527686843754,0.01322438236116752
1970,"FBXW8",26259,0.1715284166381412,0.18880712625871418,0.9999999999999991,0.06584043377226956,0.9257691511719514,0.09876065065840434,-1.0,0.0,0.9540215338898524,0.04240898528272657,0.0,0.5001936483346243,0.9998354745824757,0.04395817195972115,0.9184608971600425,0.030596436870642913,0.3706158273898091,0.07958946553059644,0.0,0.5098760650658405,0.0,0.5,0.6153791093912693,0.060611928737412855,0.5878575864235334,0.01330123695810359
1971,"CAPG",822,0.4606350761612181,0.1307126258714175,0.9999989920108192,0.0704879938032533,0.998664946530358,0.03117738187451588,-1.0,0.0,0.014188815913569417,0.1254841208365608,0.0,0.5001936483346243,0.9931061537546991,0.07881487219209915,0.8321081858587552,0.044926413632842756,0.5335506513121665,0.04976762199845081,0.0,0.5098760650658405,0.0,0.5,0.6952061948779344,0.05325329202168862,0.5521129767517419,0.013307179343687192
1972,"LUM",4060,0.0842218345463786,0.19403563129357088,0.9999994119056386,0.06932610379550735,0.9950342096988949,0.04512006196746708,-1.0,0.0,0.9990541736553782,0.01646010844306739,0.0,0.5001936483346243,0.9943029096674955,0.07591014717273431,0.0,0.5803640588690937,0.8263028239289352,0.008520526723470178,0.0,0.5098760650658405,0.0,0.5,0.3042976913850986,0.0906274206041828,0.5147579590677224,0.013327866233149521
1973,"TTF2",8458,0.9958661105738135,0.013361735089078234,0.9909431197810377,0.1522075910147173,0.812570611343195,0.13594113090627422,-1.0,0.0,-1.0,0.0,0.0,0.5001936483346243,0.9943286226273935,0.07591014717273431,0.770208106476896,0.05286599535243997,0.79859059465447,0.011425251742835011,0.0,0.5098760650658405,0.0,0.5,0.062141904126436276,0.11967467079783115,0.5817472775809878,0.013344821546767527
1974,"ELP3",55140,0.9026951042812431,0.04783113865220759,0.999999046345448,0.0704879938032533,0.7432113689755115,0.14852827265685514,-1.0,0.0,0.0526092550018214,0.1254841208365608,0.0,0.5001936483346243,0.9993215442322599,0.053446940356312936,0.5528838789758788,0.0784275755228505,0.6945235996816777,0.02498063516653757,0.0,0.5098760650658405,0.0,0.5,0.7167635045779848,0.051897753679318356,0.575085156380312,0.013348763064842784
1975,"TTC37",9652,8.484491877351615E-4,0.22850503485670023,0.9785318527650141,0.16382649109217662,0.7281685837849112,0.16615027110766847,0.9516493663995688,0.037955073586367155,-1.0,0.0,0.0,0.5001936483346243,0.9966107115707604,0.06777691711851278,0.880957623304454,0.03640588690937258,0.7973972783947609,0.011812548412083656,0.0,0.5098760650658405,-1.0,0.0,0.16496041223280136,0.11057319907048799,0.598764196175053,0.013358742193871342
1976,"ACSL1",2180,0.9956085764327381,0.013749031758326879,0.9999999999999702,0.06584043377226956,0.9973022416933849,0.037180480247869865,-1.0,0.0,0.6867818332290772,0.07610379550735864,0.0,0.5001936483346243,0.9999768977915998,0.03466305189775368,0.28951263135587774,0.1150271107668474,0.4630092909321753,0.0592563903950426,0.0,0.5098760650658405,0.0,0.5,0.0,0.5681642137877614,0.5296583555676607,0.013379191454243822
1977,"MX2",4600,0.992113031865537,0.018590240123934933,0.9999987010163325,0.07087529047250193,0.972393939510617,0.07358636715724244,-1.0,0.0,-1.0,0.0,0.0,0.5001936483346243,0.726600319393105,0.17215336948102247,0.21292788955971723,0.12780790085205268,0.8511247904061732,0.006003098373353989,0.0,0.5098760650658405,0.0,0.5,0.031103890999339134,0.11967467079783115,0.5323490218839938,0.013391164422926205
1978,"CPT2",1376,0.06571124662283,0.20003872966692487,0.9999531163734255,0.09604957397366383,0.9765018669402422,0.07106893880712625,0.9999995415911054,0.014523625096824167,0.3217089250448113,0.10089078233927189,0.0,0.5001936483346243,0.9999997256439546,0.02536793183578621,0.0,0.5803640588690937,0.09697429499263241,0.13381099922540665,0.0,0.5098760650658405,0.0,0.5,0.9727290689348773,0.020139426800929512,0.49124529945855006,0.013393551778364543
1979,"SLC22A5",6584,0.9703113605532665,0.03040278853601859,0.9998799882041627,0.10418280402788536,0.9968020889880344,0.03892331525948877,0.9975597324707982,0.030983733539891558,0.2584698872677145,0.10398915569326103,0.0,0.5001936483346243,0.685157833795401,0.18086754453911696,0.0,0.5803640588690937,0.6632551510779239,0.027498063516653758,0.0,0.5098760650658405,0.0,0.5,0.5271998950509421,0.06932610379550735,0.5589709264027799,0.013399115600928102
1980,"SAMD4A",23034,0.16810103978157553,0.18880712625871418,0.999991325469578,0.08036405886909373,0.9981790626446636,0.03369481022463207,-1.0,0.0,0.999896639676663,0.012780790085205267,-1.0,0.0,0.96193906572102,0.11115414407436096,0.6038227403785305,0.07242447714949651,0.12622748519324836,0.12606506584043378,0.0,0.5098760650658405,0.0,0.5,0.10037319090350917,0.11618900077459333,0.5609929832938959,0.013414272589253207
1981,"ABLIM1",3983,0.34234930984985584,0.162858249419055,0.9999999999961338,0.06584043377226956,0.9995922877437443,0.020139426800929512,-1.0,0.0,9.99998000001E-5,0.1349728892331526,0.0,0.5001936483346243,0.9999999970777812,0.02517428350116189,0.9834063243749112,0.0191711851278079,0.5769965499206766,0.0435708752904725,0.0,0.5098760650658405,0.0,0.5,0.0,0.5681642137877614,0.46941562740608644,0.013435348862555152
1982,"KIAA1109",84162,8.484491877351615E-4,0.22850503485670023,0.9983101187536664,0.12761425251742836,0.7345685247345756,0.16595662277304415,-1.0,0.0,0.19295320897556523,0.11076684740511232,-1.0,0.0,0.9913975054482782,0.08249419054996127,0.0965628946342779,0.15085205267234703,0.18165933669232615,0.11057319907048799,0.16312741805857195,0.016653756777691712,0.0,0.5,0.8901642484448841,0.03214562354763749,0.4919328637793542,0.013437586986906336
1983,"CD38",952,0.4163267625748838,0.1462044926413633,1.0,0.06584043377226956,0.9900237636040315,0.05731990704879938,-1.0,0.0,0.3096385288576956,0.10166537567776918,0.0,0.5001936483346243,0.5766076303371789,0.19229279628195198,0.0,0.5803640588690937,0.8219539045194679,0.009295120061967466,0.0,0.5098760650658405,0.0,0.5,0.9998218687817865,0.006003098373353989,0.5252637803153699,0.013449178231716985
1984,"CACNB2",783,0.8182159876155694,0.06312935708752905,0.9999999995396487,0.06584043377226956,0.8553570008033491,0.12180480247869868,0.7125786947290919,0.04512006196746708,0.9370055462810171,0.04512006196746708,0.0,0.5001936483346243,0.999042618070675,0.05693261037955073,0.18457750388428612,0.13264910921766074,0.15416637398319463,0.11367157242447715,0.0,0.5098760650658405,0.0,0.5,0.30325213211343266,0.09101471727343145,0.5646287149243608,0.013455350944949429
1985,"TMEM59",9528,0.15728404943278668,0.18880712625871418,0.9999979007170189,0.0722308288148722,0.9993468020393591,0.02498063516653757,-1.0,0.0,0.8522848446056419,0.05983733539891557,-1.0,0.0,0.9475949933238574,0.11715724244771494,0.1653830876048529,0.13826491092176607,0.6961536717018729,0.024786986831913247,0.0,0.5098760650658405,0.0,0.5,0.25548666227608463,0.09508133230054222,0.5901189414253893,0.013459909530569192
1986,"PLA2G5",5322,0.874863538977298,0.051897753679318356,0.9999999995066945,0.06584043377226956,0.5887449140636362,0.18357862122385749,0.0023230882703096775,0.05964368706429125,0.266155510486202,0.1036018590240124,0.0,0.5001936483346243,0.7434045851576252,0.1698295894655306,0.0,0.5803640588690937,0.2639278490336784,0.10205267234701781,0.4164166645772061,0.008907823392718823,0.0,0.5,0.05774675800345696,0.11967467079783115,0.4208002579588696,0.013508112436178332
1987,"NUP58",9818,0.888152634628614,0.0505422153369481,0.999999999999948,0.06584043377226956,0.9235060967935498,0.09934159566227731,-1.0,0.0,-1.0,0.0,0.0,0.5001936483346243,0.9968603707418053,0.06680867544539117,0.7271647405270373,0.05731990704879938,0.7774991915384082,0.013361735089078234,0.0,0.5098760650658405,-1.0,0.0,-1.0,0.0,0.6915103915874564,0.013522507137025963
1988,"TMEM108",66000,8.484491877351615E-4,0.22850503485670023,0.999999999981315,0.06584043377226956,0.9999994362232654,0.0052285050348567005,-1.0,0.0,0.9926472727362962,0.0261425251742835,-1.0,0.0,0.8786737799681257,0.14155693261037955,0.0,0.5803640588690937,0.0,0.5739736638264911,0.15937620858970922,0.018977536793183578,0.0,0.5,-1.0,0.0,0.45802232222598227,0.013537803144219263
1989,"WRAP53",55135,0.9029956927380105,0.04783113865220759,0.9999999942883585,0.06584043377226956,0.8598418381746017,0.11986831913245546,0.999772026714724,0.024593338497288925,0.13354920797592423,0.11793183578621223,0.0,0.5001936483346243,0.9991346340589866,0.055964368706429124,0.6056010437284494,0.07242447714949651,5.257341784257205E-4,0.13962044926413633,0.0,0.5098760650658405,0.0,0.5,0.011577689057300266,0.13284275755228506,0.5107308084159891,0.013550146196323887
1990,"IL12A",3592,0.5351408471032673,0.11715724244771494,0.999999999999102,0.06584043377226956,0.9762185934340375,0.0714562354763749,1.0,0.014136328427575524,0.4944154043073991,0.08907823392718822,0.0,0.5001936483346243,0.992977835738311,0.07939581719597212,0.0,0.5803640588690937,0.14299303394665372,0.11890007745933386,0.0,0.5098760650658405,0.0,0.5,0.9656484926676734,0.02188226181254841,0.5454061687742762,0.013597785590227396
1991,"OSBPL1A",114876,0.6222054916533188,0.10379550735863671,0.9955785425485004,0.14310611928737413,0.9204123386109329,0.09992254066615028,0.843556182565191,0.041053446940356314,-1.0,0.0,0.0,0.5001936483346243,0.9937027162006108,0.07726568551510457,0.09040936429501689,0.15085205267234703,0.8768273304951956,0.004260263361735089,0.0,0.5098760650658405,0.0,0.5,0.060955730123676256,0.11967467079783115,0.5532430674879371,0.013609535850428789
1992,"STAC3",246329,0.131521783943412,0.19306738962044925,0.9999958039058232,0.07610379550735864,0.8348961473521872,0.1289697908597986,0.9998442839743721,0.023818745158791635,0.99999996476898,0.004260263361735089,-1.0,0.0,0.9810964636750187,0.09604957397366383,0.0,0.5803640588690937,0.0,0.5739736638264911,0.0,0.5098760650658405,0.0,0.5,0.9094834481060731,0.0296281951975213,0.5654985100863228,0.013638373288862526
1993,"BBX",56987,0.12750464671258252,0.19306738962044925,0.9965449041640222,0.13903950426026337,0.6975871132018249,0.16963594113090627,-1.0,0.0,0.7270871894547117,0.07339271882261812,-1.0,0.0,0.9987390164502501,0.05867544539116964,0.4326635578754464,0.09624322230828815,0.5302557883828913,0.05112316034082107,0.5138207751237677,0.007552285050348567,0.0,0.5,0.0,0.5681642137877614,0.5744481978729689,0.013655152577644158
1994,"PLXNB1",5364,0.7760126667739766,0.07184353214562354,0.9999999999971876,0.06584043377226956,0.43608223102960614,0.20662277304415183,-1.0,0.0,0.9999397235141348,0.010650658404337723,0.0,0.5001936483346243,0.9999324046027247,0.03892331525948877,0.1736929452451012,0.13555383423702555,0.3083185255399483,0.0966305189775368,0.0,0.5098760650658405,0.0,0.5,0.5333745751209459,0.06913245546088304,0.5451482808463204,0.013668849442401654
1995,"MAVS",57506,0.5796113546493183,0.11057319907048799,0.9999999999999996,0.06584043377226956,0.9842377290572082,0.06467854376452363,-1.0,0.0,0.998462159432231,0.018783888458559255,0.0,0.5001936483346243,0.9999999999999996,0.02517428350116189,0.9617807837718443,0.024012393493415957,0.0,0.5739736638264911,0.0,0.5098760650658405,0.0,0.5,0.04462396085745314,0.11967467079783115,0.5404176744026321,0.01367323152706934
1996,"SLC2A2",6514,0.5146338312599308,0.12180480247869868,0.9976442842925975,0.12955073586367158,0.9986351121556242,0.03117738187451588,0.910801313524261,0.03911696359411309,0.9481147861087089,0.043377226955848176,0.0,0.5001936483346243,0.9989293918711633,0.05731990704879938,0.0,0.5803640588690937,0.21558297551531092,0.10786212238574748,0.0,0.5098760650658405,0.0,0.5,0.9212004945776016,0.028272656855151047,0.5682029636343461,0.013674760301965128
