"Rank","GeneSymbol","GeneId","GO: Molecular Function Score","GO: Molecular Function pValue","GO: Biological Process Score","GO: Biological Process pValue","GO: Cellular Component Score","GO: Cellular Component pValue","Human Phenotype Score","Human Phenotype pValue","Mouse Phenotype Score","Mouse Phenotype pValue","Pathway Score","Pathway pValue","Pubmed Score","Pubmed pValue","Interaction Score","Interaction pValue","Gene Family Score","Gene Family pValue","Coexpression Score","Coexpression pValue","Coexpression Atlas Score","Coexpression Atlas pValue","Disease Score","Disease pValue","Average Score","Overall pValue"
52,"SCP2",6342,0.9999997478977654,3.872966692486445E-4,0.9999999999999996,0.11057319907048799,0.9992471399777223,0.037761425251742836,0.9999418877698306,0.04608830364058869,0.9999999999993685,0.06003098373353989,0.25059097513667805,0.06777691711851278,0.8424806582669387,0.197714949651433,0.7604463129550185,0.11289697908597986,-1.0,0.0,0.9999992389377679,0.013942680092951201,0.9165975510012631,0.0906274206041828,0.9862634787111636,0.06235476374903176,0.9500301083356312,2.3252646316418435E-4
53,"HDAC2",3066,0.9999938293262802,0.0019364833462432224,0.9999999999999996,0.11057319907048799,0.9996677602395463,0.03195197521301317,-1.0,0.0,0.9999999999999991,0.06003098373353989,0.9984120269873766,0.007358636715724245,0.8424806582671714,0.197714949651433,0.7609984278766825,0.11289697908597986,0.0,0.5075522850503486,0.9999999616489467,0.012199845081332301,0.9919376524084923,0.0540278853601859,0.9999999992217383,0.023818745158791635,0.9086370111220637,2.332280691824673E-4
54,"VEGFA",7422,0.9993188715892581,0.012587141750580944,0.9999999999999996,0.11057319907048799,0.9998988596675082,0.025755228505034856,-1.0,0.0,0.9999999999999996,0.06003098373353989,0.9994777498434064,0.005034856700232378,0.8424806582671711,0.197714949651433,0.7609256946855807,0.11289697908597986,0.0,0.5075522850503486,0.9999999999948836,0.012199845081332301,0.9999999920862889,0.015104570100697134,0.9999999999999996,0.023818745158791635,0.9090281684678068,2.3342444764817838E-4
55,"ATM",472,0.9996104588249188,0.009295120061967466,0.9999999999999996,0.11057319907048799,0.9946204517520426,0.06351665375677769,0.9999999999999996,0.04124709527498063,0.9999999999999991,0.06003098373353989,0.9955825711586064,0.0087141750580945,0.8424806582671711,0.197714949651433,0.7609984278411283,0.11289697908597986,-1.0,0.0,0.999999999529978,0.012199845081332301,0.986456661547013,0.0592563903950426,0.9999999999999991,0.023818745158791635,0.9989197167414638,2.3385991778201998E-4
56,"COL4A6",1288,0.23099402657267157,0.20681642137877615,0.9999534266056413,0.13613477924089853,0.9999984165484398,0.011812548412083656,0.9999999999886073,0.04124709527498063,0.12322537513692954,0.13807126258714175,0.9999843604357161,0.0034856700232378003,0.8424806582671711,0.197714949651433,0.7606675194651312,0.11289697908597986,0.4882945011155399,0.004453911696359412,0.999819224618,0.03524399690162665,0.8561535563475137,0.1063129357087529,0.9996362041154396,0.039310611928737416,0.8537267811517776,2.3406016837212995E-4
57,"ENO1",2023,0.9999328814651871,0.0056158017041053445,0.9999999999999996,0.11057319907048799,0.9999992948192892,0.010650658404337723,-1.0,0.0,0.9909836916280801,0.09779240898528273,0.9739550479552079,0.011425251742835011,0.8424806582671707,0.197714949651433,0.7609984278766788,0.11289697908597986,-1.0,0.0,0.999999999916497,0.012199845081332301,0.9736348487018571,0.06816421378776143,0.9999999999998876,0.023818745158791635,0.9969078672970708,2.3738971418385546E-4
58,"RELA",5970,0.9999990402533632,5.809450038729666E-4,0.9999999999999996,0.11057319907048799,0.9801894760690221,0.09082106893880712,1.0,0.04124709527498063,0.9999999999999991,0.06003098373353989,0.9999998723049999,0.002517428350116189,0.8424806582671711,0.197714949651433,0.7609984278766825,0.11289697908597986,0.0,0.5075522850503486,0.9993040044330318,0.048218435321456234,0.039452562950434214,0.21649883810999226,0.9999999999999996,0.023818745158791635,0.8490277889487049,2.391714691220015E-4
59,"PTK2",5747,0.9999361030692498,0.005422153369481022,0.9999999999999991,0.11057319907048799,0.9999999913529447,0.008907823392718823,-1.0,0.0,0.9999999999999996,0.06003098373353989,0.9999999981431399,0.002517428350116189,0.8424806582671711,0.197714949651433,0.7609984278616799,0.11289697908597986,0.0,0.5075522850503486,0.9999997794870163,0.012393493415956624,0.07596227886633092,0.21475600309837337,0.9999999996603635,0.023818745158791635,0.8432354329812064,2.4001273802265466E-4
60,"AXL",558,0.999326998449143,0.012587141750580944,1.0,0.11057319907048799,0.9081006169687416,0.1446553059643687,-1.0,0.0,0.9999999999999991,0.06003098373353989,0.19749366006933883,0.06855151045701006,0.8424806582671711,0.197714949651433,0.7510531471801876,0.11444616576297444,0.5069739612795876,0.003292021688613478,0.9999997931655311,0.012393493415956624,0.9997762612274375,0.03195197521301317,0.9999999999703938,0.023818745158791635,0.8997567894388652,2.4039765289152193E-4
61,"COL6A2",1292,0.24171899058128407,0.2054608830364059,0.9999999932866855,0.11057319907048799,0.9864870538008986,0.08210689388071263,0.9999999999999996,0.04124709527498063,0.7952033131929462,0.12277304415182029,0.9893160759176239,0.009876065065840434,0.8424806582658971,0.197714949651433,0.6495639400903135,0.12432223082881487,0.4882945011155399,0.004453911696359412,0.9999999803772847,0.012199845081332301,0.9999998585940216,0.015104570100697134,0.994094707976034,0.055189775367931834,0.8983741983044737,2.404068004854265E-4
62,"VCL",7414,0.7888709937035049,0.1028272656855151,0.9999999999999982,0.11057319907048799,0.9999997631799695,0.009101471727343146,0.9997972054130514,0.04686289697908598,0.9999999999999996,0.06003098373353989,0.9999979767262838,0.003098373353989156,0.8424806582671711,0.197714949651433,0.760998421260809,0.11289697908597986,-1.0,0.0,0.9999996083339311,0.012587141750580944,0.9760352937771621,0.06661502711076685,0.999801309800601,0.03640588690937258,0.9887216252035284,2.4540901899627876E-4
63,"CAT",847,0.9872646351571194,0.04473276529821844,0.9999999999999996,0.11057319907048799,0.9999998782916643,0.009101471727343146,0.9999999999995826,0.04124709527498063,0.9999998084375535,0.060611928737412855,0.7792384306236851,0.025755228505034856,0.8424806582671714,0.197714949651433,0.7609981599125165,0.11289697908597986,-1.0,0.0,0.9999999992030395,0.012199845081332301,0.999655005991391,0.03466305189775368,1.0,0.023818745158791635,0.9887449793034581,2.509349912233061E-4
