Rank,ID,Name,Interactant count,Score
1593,5441,POLR2L,61,5.23E-05
1594,7126,TNFAIP1,53,5.23E-05
1595,2201,FBN2,23,5.23E-05
1596,30844,EHD4,57,5.22E-05
1597,913,CD1E,28,5.21E-05
1598,8022,LHX3,8,5.21E-05
1599,51147,ING4,48,5.21E-05
1600,6278,S100A7,57,5.21E-05
1601,2072,ERCC4,41,5.20E-05
1602,55173,MRPS10,63,5.20E-05
1603,116,ADCYAP1,33,5.20E-05
1604,24149,ZNF318,43,5.20E-05
1605,11235,PDCD10,58,5.19E-05
1606,84549,MAK16,70,5.19E-05
1607,327,APEH,41,5.19E-05
1608,5872,RAB13,39,5.19E-05
1609,5795,PTPRJ,42,5.18E-05
1610,80781,COL18A1,31,5.18E-05
1611,54468,MIOS,47,5.18E-05
1612,9046,DOK2,44,5.17E-05
1613,839,CASP6,43,5.17E-05
1614,9525,VPS4B,54,5.17E-05
1615,6560,SLC12A4,35,5.17E-05
1616,10580,SORBS1,51,5.16E-05
1617,222229,LRWD1,50,5.15E-05
1618,1829,DSG2,48,5.15E-05
1619,2624,GATA2,53,5.15E-05
1620,64083,GOLPH3,46,5.15E-05
1621,64318,NOC3L,64,5.15E-05
1622,54901,CDKAL1,30,5.15E-05
1623,51021,MRPS16,51,5.14E-05
1624,4074,M6PR,26,5.14E-05
1625,602,BCL3,50,5.14E-05
1626,55743,CHFR,54,5.14E-05
1627,55794,DDX28,50,5.13E-05
1628,51162,EGFL7,30,5.13E-05
1629,10767,HBS1L,50,5.13E-05
1630,9183,ZW10,52,5.13E-05
1631,54069,MIS18A,52,5.13E-05
1632,23395,LARS2,37,5.12E-05
1633,55907,CMAS,44,5.11E-05
1634,23215,PRRC2C,56,5.11E-05
1635,8858,PROZ,32,5.10E-05
1636,54961,SSH3,37,5.10E-05
1637,7360,UGP2,54,5.10E-05
1638,2886,GRB7,46,5.10E-05
1639,37,ACADVL,45,5.10E-05
1640,23595,ORC3,52,5.10E-05
1641,9253,NUMBL,46,5.09E-05
1642,84262,PSMG3,53,5.09E-05
1643,4299,AFF1,38,5.09E-05
1644,51388,NIP7,57,5.09E-05
1645,150274,HSCB,10,5.08E-05
1646,23139,MAST2,28,5.08E-05
1647,8744,TNFSF9,34,5.07E-05
1648,79813,EHMT1,57,5.07E-05
1649,56616,DIABLO,52,5.07E-05
1650,27248,ERLEC1,33,5.07E-05
1651,4942,OAT,53,5.06E-05
1652,30,ACAA1,34,5.06E-05
1653,5364,PLXNB1,34,5.05E-05
1654,84132,USP42,42,5.05E-05
1655,79882,ZC3H14,57,5.05E-05
1656,80324,PUS1,51,5.04E-05
1657,4130,MAP1A,43,5.04E-05
1658,4998,ORC1,56,5.04E-05
1659,151188,ARL6IP6,19,5.04E-05
1660,3985,LIMK2,43,5.03E-05
1661,6787,NEK4,37,5.03E-05
1662,51141,INSIG2,38,5.03E-05
1663,79064,TMEM223,30,5.03E-05
1664,7019,TFAM,53,5.03E-05
1665,80012,PHC3,37,5.03E-05
1666,51094,ADIPOR1,25,5.02E-05
1667,2029,ENSA,34,5.02E-05
1668,10562,OLFM4,36,5.01E-05
1669,2042,EPHA3,38,5.01E-05
1670,1951,CELSR3,26,5.01E-05
1671,9722,NOS1AP,54,5.01E-05
1672,58508,KMT2C,38,5.00E-05
1673,79649,MAP7D3,42,5.00E-05
1674,5832,ALDH18A1,55,5.00E-05
1675,79849,PDZD3,19,5.00E-05
1676,92140,MTDH,43,4.99E-05
1677,10471,PFDN6,54,4.99E-05
1678,64327,LMBR1,39,4.98E-05
1679,84148,KAT8,46,4.98E-05
1680,837,CASP4,39,4.98E-05
1681,1514,CTSL,42,4.98E-05
1682,4306,NR3C2,42,4.98E-05
1683,9969,MED13,57,4.98E-05
1684,3621,ING1,53,4.98E-05
1685,3915,LAMC1,42,4.97E-05
1686,79913,ACTR5,46,4.97E-05
1687,23214,XPO6,46,4.97E-05
1688,3757,KCNH2,29,4.97E-05
1689,5927,KDM5A,40,4.96E-05
1690,4647,MYO7A,23,4.96E-05
1691,7286,TUFT1,51,4.95E-05
1692,55715,DOK4,46,4.95E-05
1693,9991,PTBP3,79,4.95E-05
1694,54107,POLE3,53,4.94E-05
1695,135228,CD109,36,4.94E-05
1696,85021,REPS1,45,4.94E-05
1697,84936,ZFYVE19,45,4.94E-05
1698,221120,ALKBH3,50,4.94E-05
1699,261726,TIPRL,50,4.94E-05
1700,8883,NAE1,43,4.94E-05
1701,1562,CYP2C18,10,4.93E-05
1702,916,CD3E,33,4.93E-05
1703,11253,MAN1B1,47,4.92E-05
1704,147339,C18orf25,45,4.92E-05
1705,55971,BAIAP2L1,39,4.92E-05
1706,5587,PRKD1,46,4.92E-05
1707,80028,FBXL18,44,4.92E-05
1708,84946,LTV1,52,4.91E-05
1709,6813,STXBP2,33,4.91E-05
1710,29785,CYP2S1,37,4.91E-05
1711,51441,YTHDF2,50,4.91E-05
1712,11012,KLK11,27,4.90E-05
1713,26762,HAVCR1,24,4.90E-05
1714,6645,SNTB2,47,4.90E-05
1715,140691,TRIM69,41,4.90E-05
1716,22848,AAK1,38,4.89E-05
1717,51545,ZNF581,51,4.89E-05
1718,27183,VPS4A,51,4.88E-05
1719,144100,PLEKHA7,55,4.88E-05
1720,7204,TRIO,42,4.88E-05
1721,12,SERPINA3,43,4.87E-05
1722,202051,SPATA24,43,4.87E-05
1723,140290,TCP10L,44,4.87E-05
1724,27246,RNF115,46,4.86E-05
1725,7136,TNNI2,19,4.86E-05
1726,23190,UBXN4,35,4.85E-05
1727,57019,CIAPIN1,49,4.85E-05
1728,129831,RBM45,44,4.85E-05
1729,1014,CDH16,3,4.85E-05
1730,10137,RBM12,42,4.84E-05
1731,11117,EMILIN1,55,4.84E-05
1732,10677,AVIL,30,4.83E-05
1733,55588,MED29,60,4.83E-05
1734,7358,UGDH,48,4.83E-05
1735,1952,CELSR2,31,4.83E-05
1736,83931,STK40,48,4.82E-05
1737,51510,CHMP5,50,4.82E-05
1738,55052,MRPL20,50,4.82E-05
1739,60313,GPBP1L1,48,4.81E-05
1740,3937,LCP2,44,4.81E-05
1741,7109,TRAPPC10,57,4.81E-05
1742,63892,THADA,45,4.81E-05
1743,9055,PRC1,47,4.80E-05
1744,90624,LYRM7,21,4.80E-05
1745,84146,ZNF644,49,4.80E-05
1746,9208,LRRFIP1,50,4.79E-05
1747,8928,FOXH1,46,4.79E-05
1748,84932,RAB2B,38,4.79E-05
1749,10336,PCGF3,52,4.79E-05
1750,27086,FOXP1,46,4.78E-05
1751,10200,MPHOSPH6,47,4.78E-05
1752,23365,ARHGEF12,44,4.78E-05
1753,3150,HMGN1,36,4.77E-05
1754,8496,PPFIBP1,41,4.77E-05
1755,11193,WBP4,54,4.77E-05
1756,128239,IQGAP3,36,4.76E-05
1757,388697,HRNR,48,4.76E-05
1758,145264,SERPINA12,39,4.76E-05
1759,10143,CLEC3A,42,4.76E-05
1760,91703,ACY3,14,4.76E-05
1761,29074,MRPL18,51,4.75E-05
1762,84464,SLX4,50,4.74E-05
1763,57592,ZNF687,42,4.74E-05
1764,23111,SPART,40,4.74E-05
1765,85439,STON2,40,4.73E-05
1766,3123,HLA-DRB1,36,4.73E-05
1767,79165,LENG1,50,4.73E-05
1768,25932,CLIC4,52,4.73E-05
1769,64928,MRPL14,58,4.72E-05
1770,2799,GNS,31,4.72E-05
1771,54836,BSPRY,26,4.72E-05
1772,10252,SPRY1,43,4.72E-05
1773,55734,ZFP64,33,4.72E-05
1774,2286,FKBP2,49,4.72E-05
1775,26586,CKAP2,41,4.72E-05
1776,91833,WDR20,45,4.72E-05
1777,5007,OSBP,46,4.71E-05
1778,26509,MYOF,30,4.71E-05
1779,51491,NOP16,50,4.71E-05
1780,9495,AKAP5,45,4.71E-05
1781,8767,RIPK2,54,4.71E-05
1782,54596,L1TD1,22,4.71E-05
1783,51808,PHAX,55,4.70E-05
1784,8777,MPDZ,45,4.70E-05
1785,54517,PUS7,47,4.70E-05
1786,113174,SAAL1,46,4.70E-05
1787,55240,STEAP3,35,4.70E-05
1788,51809,GALNT7,29,4.70E-05
1789,6867,TACC1,44,4.69E-05
1790,51191,HERC5,52,4.69E-05
1791,8061,FOSL1,35,4.69E-05
1792,2492,FSHR,39,4.68E-05
1793,114883,OSBPL9,31,4.68E-05
1794,4927,NUP88,47,4.68E-05
1795,55718,POLR3E,53,4.68E-05
1796,29072,SETD2,44,4.68E-05
1797,6277,S100A6,41,4.67E-05
1798,92483,LDHAL6B,35,4.67E-05
1799,79862,ZNF669,26,4.67E-05
1800,84749,USP30,36,4.67E-05
1801,54862,CC2D1A,35,4.67E-05
1802,283489,CHAMP1,48,4.66E-05
1803,9921,RNF10,41,4.66E-05
1804,11222,MRPL3,61,4.66E-05
1805,5372,PMM1,14,4.66E-05
1806,57661,PHRF1,18,4.65E-05
1807,22950,SLC4A1AP,37,4.65E-05
1808,9902,MRC2,27,4.65E-05
1809,5865,RAB3B,37,4.65E-05
1810,359948,IRF2BP2,44,4.65E-05
1811,79035,NABP2,39,4.65E-05
1812,8106,PABPN1,53,4.65E-05
1813,2209,FCGR1A,24,4.64E-05
1814,8751,ADAM15,41,4.64E-05
1815,285605,DTWD2,16,4.64E-05
1816,84125,LRRIQ1,28,4.64E-05
1817,51806,CALML5,53,4.64E-05
1818,2313,FLI1,43,4.64E-05
1819,23155,CLCC1,34,4.63E-05
1820,5527,PPP2R5C,46,4.63E-05
1821,79707,NOL9,53,4.63E-05
1822,5352,PLOD2,49,4.63E-05
1823,55035,NOL8,40,4.62E-05
1824,196513,DCP1B,43,4.62E-05
1825,4878,NPPA,47,4.62E-05
1826,27091,CACNG5,39,4.62E-05
1827,23559,WBP1,37,4.62E-05
1828,51218,GLRX5,27,4.62E-05
1829,200894,ARL13B,28,4.62E-05
1830,4528,MTIF2,41,4.61E-05
1831,2081,ERN1,35,4.60E-05
1832,26127,FGFR1OP2,51,4.60E-05
1833,864,RUNX3,45,4.60E-05
1834,127253,TYW3,25,4.60E-05
1835,83933,HDAC10,41,4.59E-05
1836,151963,MB21D2,28,4.59E-05
1837,51506,UFC1,44,4.59E-05
1838,84318,CCDC77,31,4.58E-05
1839,967,CD63,27,4.58E-05
1840,800,CALD1,47,4.58E-05
1841,3703,STT3A,41,4.58E-05
1842,2803,GOLGA4,41,4.57E-05
1843,2357,FPR1,8,4.57E-05
1844,9847,C2CD5,30,4.57E-05
1845,84726,PRRC2B,44,4.57E-05
1846,54881,TEX10,54,4.56E-05
1847,7111,TMOD1,39,4.56E-05
1848,51256,TBC1D7,38,4.55E-05
1849,80351,TNKS2,37,4.55E-05
1850,253012,HEPACAM2,37,4.55E-05
1851,55827,DCAF6,41,4.55E-05
1852,9053,MAP7,47,4.54E-05
1853,81493,SYNC,44,4.54E-05
1854,64215,DNAJC1,27,4.54E-05
1855,5514,PPP1R10,45,4.54E-05
1856,64855,NIBAN2,41,4.54E-05
1857,51361,HOOK1,38,4.54E-05
1858,9550,ATP6V1G1,38,4.53E-05
1859,4084,MXD1,42,4.53E-05
1860,81704,DOCK8,47,4.53E-05
1861,55239,OGFOD1,45,4.53E-05
1862,23347,SMCHD1,48,4.52E-05
1863,90627,STARD13,44,4.52E-05
1864,9213,XPR1,33,4.52E-05
1865,64798,DEPTOR,26,4.52E-05
1866,1288,COL4A6,17,4.52E-05
1867,9960,USP3,45,4.51E-05
1868,10196,PRMT3,47,4.51E-05
1869,219927,MRPL21,53,4.51E-05
1870,91369,ANKRD40,31,4.50E-05
1871,29102,DROSHA,46,4.50E-05
1872,196528,ARID2,41,4.50E-05
1873,7223,TRPC4,16,4.50E-05
1874,284312,ZSCAN1,49,4.49E-05
1875,79029,SPATA5L1,34,4.49E-05
1876,10623,POLR3C,45,4.49E-05
1877,79009,DDX50,56,4.49E-05
1878,4931,NVL,44,4.48E-05
1879,4753,NELL2,34,4.47E-05
1880,8856,NR1I2,39,4.46E-05
1881,51428,DDX41,51,4.46E-05
1882,427,ASAH1,34,4.46E-05
1883,2266,FGG,30,4.46E-05
1884,5442,POLRMT,46,4.46E-05
1885,3759,KCNJ2,33,4.46E-05
1886,5506,PPP1R3A,47,4.45E-05
1887,167838,TXLNB,41,4.45E-05
1888,55643,BTBD2,43,4.45E-05
1889,260425,MAGI3,32,4.45E-05
1890,440738,MAP1LC3C,30,4.45E-05
1891,51678,MPP6,50,4.44E-05
1892,55002,TMCO3,40,4.44E-05
1893,4013,VWA5A,34,4.43E-05
1894,64759,TNS3,31,4.43E-05
1895,2068,ERCC2,39,4.43E-05
1896,9867,PJA2,43,4.43E-05
1897,388962,BOLA3,18,4.42E-05
1898,4793,NFKBIB,50,4.42E-05
1899,3092,HIP1,40,4.42E-05
1900,197257,LDHD,40,4.42E-05
1901,2268,FGR,39,4.42E-05
1902,7936,NELFE,40,4.42E-05
1903,10629,TAF6L,43,4.42E-05
1904,3990,LIPC,34,4.41E-05
1905,1292,COL6A2,31,4.41E-05
1906,51362,CDC40,56,4.40E-05
1907,84133,ZNRF3,16,4.40E-05
1908,6505,SLC1A1,36,4.40E-05
1909,9875,URB1,42,4.40E-05
1910,1809,DPYSL3,39,4.40E-05
1911,65989,DLK2,30,4.40E-05
1912,8540,AGPS,32,4.40E-05
1913,1390,CREM,39,4.40E-05
1914,203547,VMA21,29,4.40E-05
1915,2321,FLT1,27,4.39E-05
1916,54521,WDR44,41,4.39E-05
1917,11078,TRIOBP,44,4.39E-05
1918,84914,ZNF587,44,4.39E-05
1919,4302,MLLT6,49,4.39E-05
1920,4109,MAGEA10,42,4.39E-05
1921,4801,NFYB,37,4.39E-05
1922,7994,KAT6A,41,4.39E-05
1923,10885,WDR3,47,4.38E-05
1924,3434,IFIT1,49,4.38E-05
1925,130507,UBR3,41,4.38E-05
1926,154810,AMOTL1,44,4.38E-05
1927,5165,PDK3,44,4.36E-05
1928,123722,FSD2,42,4.36E-05
1929,9459,ARHGEF6,44,4.36E-05
1930,283,ANG,10,4.36E-05
1931,10140,TOB1,42,4.35E-05
1932,64854,USP46,39,4.35E-05
1933,29959,NRBP1,29,4.35E-05
1934,3714,JAG2,23,4.35E-05
1935,57038,RARS2,22,4.35E-05
1936,14,AAMP,36,4.35E-05
1937,6663,SOX10,33,4.35E-05
1938,23236,PLCB1,30,4.35E-05
1939,1999,ELF3,33,4.35E-05
1940,55837,EAPP,51,4.33E-05
1941,282809,POC1B,45,4.33E-05
1942,1462,VCAN,28,4.33E-05
1943,129285,PPP1R21,36,4.33E-05
1944,5916,RARG,44,4.33E-05
1945,4437,MSH3,45,4.32E-05
1946,148022,TICAM1,47,4.32E-05
1947,1813,DRD2,35,4.32E-05
1948,5738,PTGFRN,20,4.32E-05
1949,8569,MKNK1,42,4.31E-05
1950,80258,EFHC2,46,4.31E-05
1951,84545,MRPL43,53,4.31E-05
1952,11129,CLASRP,38,4.31E-05
1953,54680,ZNHIT6,43,4.31E-05
1954,9587,MAD2L1BP,32,4.31E-05
1955,51043,ZBTB7B,48,4.31E-05
1956,9156,EXO1,31,4.30E-05
1957,9681,DEPDC5,45,4.30E-05
1958,55540,IL17RB,28,4.30E-05
1959,58190,CTDSP1,27,4.30E-05
1960,55161,TMEM33,42,4.30E-05
1961,26519,TIMM10,23,4.29E-05
1962,54840,APTX,28,4.29E-05
1963,65266,WNK4,15,4.29E-05
1964,10900,RUNDC3A,42,4.29E-05
1965,117145,THEM4,21,4.29E-05
1966,5778,PTPN7,38,4.28E-05
1967,100526737,RBM14-RBM4,32,4.28E-05
1968,2050,EPHB4,36,4.27E-05
1969,3638,INSIG1,22,4.27E-05
1970,987,LRBA,38,4.27E-05
1971,4261,CIITA,42,4.27E-05
1972,80011,FAM192A,40,4.26E-05
1973,4798,NFRKB,44,4.26E-05
1974,9989,PPP4R1,37,4.26E-05
1975,1662,DDX10,53,4.25E-05
1976,51479,ANKFY1,46,4.25E-05
1977,2742,GLRA2,29,4.25E-05
1978,23181,DIP2A,40,4.24E-05
1979,1181,CLCN2,22,4.24E-05
1980,55066,PDPR,34,4.23E-05
1981,283150,FOXR1,40,4.23E-05
1982,23011,RAB21,29,4.23E-05
1983,8624,PSMG1,44,4.23E-05
1984,83692,CD99L2,19,4.23E-05
1985,4081,MAB21L1,12,4.23E-05
1986,81562,LMAN2L,36,4.23E-05
1987,23523,CABIN1,40,4.22E-05
1988,54665,RSBN1,53,4.21E-05
1989,10083,USH1C,23,4.21E-05
1990,4601,MXI1,37,4.21E-05
1991,2912,GRM2,22,4.21E-05
1992,9604,RNF14,37,4.21E-05
1993,51477,ISYNA1,42,4.20E-05
1994,10199,MPHOSPH10,55,4.20E-05
1995,6258,RXRG,38,4.19E-05
1996,492,ATP2B3,36,4.19E-05
1997,90417,KNSTRN,39,4.19E-05
1998,55536,CDCA7L,44,4.18E-05
1999,79834,PEAK1,31,4.18E-05
2000,23581,CASP14,36,4.18E-05
2001,9771,RAPGEF5,33,4.17E-05
2002,4124,MAN2A1,41,4.17E-05
2003,5965,RECQL,42,4.16E-05
2004,124401,ANKS3,13,4.16E-05
2005,9582,APOBEC3B,72,4.16E-05
2006,54442,KCTD5,40,4.16E-05
2007,2273,FHL1,40,4.16E-05
2008,65056,GPBP1,29,4.15E-05
2009,25900,IFFO1,31,4.15E-05
2010,50488,MINK1,36,4.15E-05
2011,51460,SFMBT1,23,4.15E-05
2012,5320,PLA2G2A,32,4.15E-05
2013,713,C1QB,25,4.14E-05
2014,56145,PCDHA3,30,4.14E-05
2015,23708,GSPT2,49,4.14E-05
2016,10313,RTN3,31,4.14E-05
2017,900,CCNG1,43,4.14E-05
2018,254427,PROSER2,34,4.13E-05
2019,29985,SLC39A3,34,4.13E-05
2020,4208,MEF2C,42,4.13E-05
2021,1676,DFFA,45,4.13E-05
2022,51069,MRPL2,55,4.13E-05
2023,22992,KDM2A,42,4.12E-05
2024,2686,GGT7,26,4.12E-05
2025,7301,TYRO3,31,4.12E-05
2026,51056,LAP3,35,4.12E-05
2027,285282,RABL3,31,4.11E-05
2028,112724,RDH13,37,4.11E-05
2029,22937,SCAP,21,4.11E-05
2030,6095,RORA,30,4.11E-05
2031,8625,RFXANK,39,4.10E-05
2032,9825,SPATA2,42,4.10E-05
2033,51203,NUSAP1,38,4.10E-05
2034,8634,RTCA,68,4.09E-05
2035,55591,VEZT,27,4.09E-05
2036,3679,ITGA7,28,4.09E-05
2037,23242,COBL,37,4.09E-05
2038,60492,CCDC90B,31,4.09E-05
2039,79932,KIAA0319L,28,4.09E-05
2040,5140,PDE3B,35,4.08E-05
2041,3911,LAMA5,30,4.08E-05
2042,57594,HOMEZ,40,4.08E-05
2043,9326,ZNHIT3,33,4.08E-05
2044,115948,CCDC151,30,4.07E-05
2045,2906,GRIN2D,36,4.07E-05
2046,56137,PCDHA12,33,4.07E-05
2047,9236,CCPG1,30,4.07E-05
2048,51146,A4GNT,20,4.07E-05
2049,3382,ICA1,13,4.06E-05
2050,56894,AGPAT3,26,4.06E-05
2051,79027,ZNF655,26,4.06E-05
2052,1363,CPE,28,4.06E-05
2053,57143,ADCK1,37,4.05E-05
2054,81889,FAHD1,28,4.05E-05
2055,120939,TMEM52B,34,4.04E-05
2056,9371,KIF3B,33,4.04E-05
2057,10114,HIPK3,40,4.04E-05
2058,5991,RFX3,38,4.04E-05
2059,4597,MVD,36,4.03E-05
2060,54531,MIER2,30,4.03E-05
2061,10465,PPIH,41,4.03E-05
2062,7267,TTC3,27,4.03E-05
2063,51335,NGRN,38,4.02E-05
2064,10079,ATP9A,32,4.02E-05
2065,8560,DEGS1,31,4.02E-05
2066,8568,RRP1,44,4.02E-05
2067,473,RERE,33,4.02E-05
2068,55872,PBK,39,4.01E-05
2069,586,BCAT1,41,4.01E-05
2070,55858,TMEM165,33,4.01E-05
2071,9798,IST1,39,4.00E-05
2072,196527,ANO6,31,4.00E-05
2073,3484,IGFBP1,24,4.00E-05
2074,9124,PDLIM1,40,4.00E-05
2075,8192,CLPP,30,4.00E-05
2076,9637,FEZ2,29,3.99E-05
2077,27067,STAU2,51,3.99E-05
2078,5533,PPP3CC,42,3.99E-05
2079,4624,MYH6,42,3.99E-05
2080,89944,GLB1L2,27,3.99E-05
2081,639,PRDM1,38,3.98E-05
2082,1604,CD55,31,3.98E-05
2083,9275,BCL7B,30,3.98E-05
2084,5423,POLB,42,3.98E-05
2085,6728,SRP19,36,3.98E-05
2086,55102,ATG2B,32,3.97E-05
2087,57472,CNOT6,33,3.97E-05
2088,51082,POLR1D,47,3.97E-05
2089,1889,ECE1,32,3.97E-05
2090,8646,CHRD,29,3.96E-05
2091,8669,EIF3J,44,3.96E-05
2092,27034,ACAD8,22,3.96E-05
2093,5077,PAX3,35,3.96E-05
2094,7464,CORO2A,30,3.95E-05
2095,831,CAST,45,3.95E-05
2096,29760,BLNK,39,3.95E-05
2097,7133,TNFRSF1B,31,3.95E-05
2098,23598,PATZ1,38,3.95E-05
2099,845,CASQ2,48,3.95E-05
2100,11342,RNF13,36,3.94E-05
2101,53335,BCL11A,34,3.94E-05
2102,27097,TAF5L,38,3.93E-05
2103,5557,PRIM1,39,3.93E-05
2104,53353,LRP1B,31,3.93E-05
2105,966,CD59,37,3.93E-05
2106,79890,RIN3,42,3.93E-05
2107,54,ACP5,28,3.93E-05
2108,64421,DCLRE1C,36,3.92E-05
2109,11188,NISCH,39,3.91E-05
2110,10656,KHDRBS3,46,3.91E-05
2111,3992,FADS1,21,3.91E-05
2112,4776,NFATC4,20,3.91E-05
2113,83417,FCRL4,6,3.91E-05
2114,9466,IL27RA,31,3.91E-05
2115,11226,GALNT6,25,3.91E-05
2116,51322,WAC,39,3.90E-05
2117,4669,NAGLU,28,3.90E-05
2118,4700,NDUFA6,29,3.90E-05
2119,7174,TPP2,42,3.89E-05
2120,7456,WIPF1,33,3.89E-05
2121,6249,CLIP1,39,3.88E-05
2122,2872,MKNK2,42,3.88E-05
2123,9778,KIAA0232,34,3.88E-05
2124,1464,CSPG4,23,3.88E-05
2125,1496,CTNNA2,30,3.88E-05
2126,9392,TGFBRAP1,27,3.87E-05
2127,9871,SEC24D,35,3.87E-05
2128,3073,HEXA,36,3.87E-05
2129,5331,PLCB3,30,3.87E-05
2130,2067,ERCC1,42,3.86E-05
2131,317,APAF1,33,3.86E-05
2132,23637,RABGAP1,39,3.85E-05
2133,9546,APBA3,41,3.85E-05
2134,57222,ERGIC1,36,3.85E-05
2135,63875,MRPL17,48,3.85E-05
2136,4799,NFX1,45,3.85E-05
2137,93426,SYCE1,37,3.85E-05
2138,23353,SUN1,31,3.84E-05
2139,91663,MYADM,29,3.83E-05
2140,6894,TARBP1,34,3.83E-05
2141,84066,TEX35,28,3.83E-05
2142,8906,AP1G2,27,3.83E-05
2143,91875,TTC5,37,3.82E-05
2144,54884,RETSAT,26,3.82E-05
2145,10493,VAT1,35,3.82E-05
2146,10848,PPP1R13L,33,3.82E-05
2147,55690,PACS1,30,3.82E-05
2148,10385,BTN2A2,26,3.82E-05
2149,25917,THUMPD3,40,3.81E-05
2150,88455,ANKRD13A,36,3.81E-05
2151,91694,LONRF1,38,3.81E-05
2152,57136,APMAP,33,3.80E-05
2153,148327,CREB3L4,19,3.80E-05
2154,29948,OSGIN1,28,3.79E-05
2155,2242,FES,38,3.79E-05
2156,140809,SRXN1,40,3.79E-05
2157,55319,TMA16,34,3.79E-05
2158,26051,PPP1R16B,38,3.79E-05
2159,8476,CDC42BPA,28,3.79E-05
2160,8468,FKBP6,41,3.79E-05
2161,10367,MICU1,33,3.78E-05
2162,1823,DSC1,40,3.78E-05
2163,9373,PLAA,40,3.78E-05
2164,55048,VPS37C,37,3.78E-05
2165,7051,TGM1,40,3.77E-05
2166,84955,NUDCD1,35,3.77E-05
2167,54780,NSMCE4A,31,3.77E-05
2168,2638,GC,24,3.76E-05
2169,4731,NDUFV3,36,3.76E-05
2170,9796,PHYHIP,34,3.76E-05
2171,2219,FCN1,16,3.75E-05
2172,29765,TMOD4,24,3.75E-05
2173,22847,ZNF507,18,3.74E-05
2174,26035,GLCE,16,3.74E-05
2175,55471,NDUFAF7,29,3.74E-05
2176,29890,RBM15B,38,3.74E-05
2177,146691,TOM1L2,32,3.74E-05
2178,23235,SIK2,36,3.74E-05
2179,23049,SMG1,36,3.74E-05
2180,23014,FBXO21,36,3.74E-05
2181,27349,MCAT,41,3.73E-05
2182,5799,PTPRN2,29,3.72E-05
2183,2588,GALNS,30,3.70E-05
2184,55033,FKBP14,31,3.69E-05
2185,475,ATOX1,15,3.69E-05
2186,64802,NMNAT1,45,3.69E-05
2187,10043,TOM1,40,3.69E-05
2188,122042,RXFP2,2,3.69E-05
2189,84668,FAM126A,15,3.68E-05
2190,26507,CNNM1,25,3.68E-05
2191,23301,EHBP1,30,3.68E-05
2192,256471,MFSD8,22,3.68E-05
2193,345778,MTX3,27,3.67E-05
2194,51399,TRAPPC4,42,3.67E-05
2195,125972,CALR3,11,3.67E-05
2196,796,CALCA,9,3.67E-05
2197,143471,PSMA8,44,3.66E-05
2198,84076,TKTL2,14,3.66E-05
2199,1362,CPD,31,3.66E-05
2200,58509,CACTIN,42,3.66E-05
2201,55904,KMT2E,40,3.66E-05
2202,1356,CP,18,3.66E-05
2203,56926,NCLN,34,3.66E-05
2204,3570,IL6R,21,3.65E-05
2205,114884,OSBPL10,22,3.65E-05
2206,151636,DTX3L,39,3.65E-05
2207,51676,ASB2,37,3.65E-05
2208,10723,SLC12A7,22,3.64E-05
2209,51530,ZC3HC1,34,3.64E-05
2210,1910,EDNRB,31,3.64E-05
2211,63876,PKNOX2,13,3.63E-05
2212,151871,DPPA2,19,3.63E-05
2213,131034,CPNE4,39,3.63E-05
2214,210,ALAD,30,3.63E-05
2215,112,ADCY6,23,3.63E-05
2216,1130,LYST,37,3.63E-05
2217,25897,RNF19A,19,3.62E-05
2218,57466,SCAF4,36,3.62E-05
2219,84188,FAR1,28,3.62E-05
2220,57568,SIPA1L2,32,3.61E-05
2221,9446,GSTO1,36,3.61E-05
2222,79585,CORO7,32,3.61E-05
2223,23764,MAFF,36,3.61E-05
2224,660,BMX,35,3.61E-05
2225,1850,DUSP8,39,3.61E-05
2226,83637,ZMIZ2,27,3.61E-05
2227,27032,ATP2C1,18,3.61E-05
2228,3764,KCNJ8,22,3.61E-05
2229,6837,MED22,44,3.60E-05
2230,4323,MMP14,32,3.60E-05
2231,80313,LRRC27,10,3.60E-05
2232,23087,TRIM35,38,3.60E-05
2233,80347,COASY,37,3.60E-05
2234,23211,ZC3H4,34,3.60E-05
2235,325,APCS,19,3.59E-05
2236,90293,KLHL13,31,3.59E-05
2237,200558,APLF,35,3.59E-05
2238,6251,RSU1,36,3.59E-05
2239,23002,DAAM1,29,3.59E-05
2240,79983,POF1B,42,3.59E-05
2241,60592,SCOC,32,3.58E-05
2242,10007,GNPDA1,37,3.58E-05
2243,10569,SLU7,37,3.58E-05
2244,55698,RADIL,29,3.57E-05
2245,94056,SYAP1,32,3.57E-05
2246,5054,SERPINE1,26,3.57E-05
2247,3936,LCP1,35,3.57E-05
2248,2556,GABRA3,22,3.57E-05
2249,84930,MASTL,35,3.56E-05
2250,8448,DOC2A,11,3.56E-05
2251,6660,SOX5,34,3.56E-05
2252,84899,TMTC4,23,3.55E-05
2253,388324,INCA1,40,3.55E-05
2254,51010,EXOSC3,40,3.54E-05
2255,63979,FIGNL1,32,3.54E-05
2256,8439,NSMAF,36,3.54E-05
2257,5345,SERPINF2,19,3.54E-05
2258,9678,PHF14,31,3.53E-05
2259,23456,ABCB10,26,3.52E-05
2260,66036,MTMR9,29,3.52E-05
2261,4795,NFKBIL1,28,3.52E-05
2262,30846,EHD2,32,3.52E-05
2263,6574,SLC20A1,28,3.52E-05
2264,11009,IL24,26,3.51E-05
