NCOA3,1.2225895158368694E-5
ACAD9,1.6315916918641094E-5
SLC16A2,4.3865070601945E-5
DMD,6.408073351094057E-5
SCN5A,8.242022580784436E-5
PDGFRA,8.362588536448001E-5
MECOM,8.668072475781496E-5
KDM5B,9.580064681191658E-5
ASH1L,9.954330116268562E-5
KMT2A,1.0021987163721935E-4
ACADVL,1.0155920851584455E-4
IGF1R,1.0517158120970649E-4
GRIN3A,1.0698158372546285E-4
KIT,1.2109613325561597E-4
SCN4A,1.345946777995266E-4
ACSL4,1.3641196853420023E-4
KIF1A,1.3989113433576783E-4
KDR,1.4683072622956317E-4
KCNH2,1.470021979385061E-4
SLC8A1,1.4750347611847126E-4
CDH1,1.5137797954911658E-4
PIGZ,1.523918293466764E-4
HADHA,1.654204908684287E-4
SLC27A2,1.69210480421067E-4
MAPT,1.707326687481192E-4
NCOA1,1.710396436345185E-4
HK1,1.763098647939998E-4
CAT,1.7929692338414238E-4
SLC34A1,1.8877656926385988E-4
SLC18A2,1.9317630518411733E-4
FGFR4,1.9573923234128543E-4
NCOA2,2.0223109120953708E-4
MAP1B,2.033372764685959E-4
KCNA5,2.0845106720579487E-4
NTRK3,2.1119143687520214E-4
NDUFAF1,2.196275937502712E-4
APC,2.2814800100035004E-4
LIN7C,2.3391436270736587E-4
RB1,2.4170981163162963E-4
ERCC4,2.4694507575384606E-4
ACTG2,2.536704885381935E-4
GABRA5,2.540420948897726E-4
GNAI2,2.69321603122874E-4
SLC5A7,2.7449235856236154E-4
EPHX2,2.759238314968826E-4
EGFR,2.787851014420806E-4
EHMT2,2.8167970418258026E-4
ATP6V1B1,2.944229293556644E-4
CAV1,2.9446740892269396E-4
LIN7B,2.956644979209555E-4
GRIN2C,3.020762189708259E-4
DCTN1,3.1155553457640206E-4
SLC1A1,3.119812244861686E-4
TP63,3.185918116208608E-4
KIF1B,3.254078926896442E-4
IARS1,3.350072634952239E-4
ERBB4,3.4199264540524243E-4
ALDH6A1,3.534852865549887E-4
FASN,3.653619272907527E-4
AXL,3.670925084146015E-4
DDC,3.848918416949898E-4
SOD1,3.895825948917464E-4
PRKACA,3.931227423599193E-4
ERBB2,4.105909293153909E-4
AKAP9,4.3541345868181036E-4
TH,4.389624287282068E-4
GRIK2,4.399915649573316E-4
VCL,4.411662889723944E-4
CHD3,4.4558488976487176E-4
TUSC3,4.477774699186421E-4
ADD1,4.6253919793592946E-4
ATP6V0A1,4.6830827611865633E-4
NF1,4.69761492787768E-4
LRPPRC,4.714772208754825E-4
F2,4.766333004977419E-4
RPN2,4.7966374538077616E-4
MME,4.799268406735502E-4
HSP90AA1,4.8360325794827297E-4
PROS1,4.883481073501006E-4
SLC12A3,4.899572895445958E-4
NEDD4L,4.918256888301054E-4
SLC5A2,5.014975263406551E-4
IGF2R,5.089885628999369E-4
MPP5,5.093661006506656E-4
KAT5,5.127191770790684E-4
NDUFA6,5.137701907498293E-4
BRCA2,5.171261699079555E-4
SLC4A4,5.190930697357432E-4
ALB,5.422589441038683E-4
FEZ1,5.424955786484942E-4
LRRK2,5.459636934697087E-4
ANK2,5.472807892210607E-4
NDUFB5,5.511693045616717E-4
GALNS,5.553851055016823E-4
CACNA1H,5.554288008574604E-4
JAK2,5.560719594739361E-4
CBL,5.63458919338955E-4
CFTR,5.641440363017836E-4
SLC2A3,5.650040797404721E-4
ERBB3,5.680161095925618E-4
NRG1,5.797168363190774E-4
MAP2K2,5.861187156513958E-4
ALDH1B1,5.956916050214867E-4
CENPJ,5.971269419406955E-4
SLC3A2,6.000985169662965E-4
ATP6V0D2,6.125932393029609E-4
CA2,6.194211771967106E-4
CTSB,6.216017900868565E-4
GRIA1,6.26980010769107E-4
IRS1,6.29031513373568E-4
G6PD,6.30122732179772E-4
CHD4,6.315693305238845E-4
LONP1,6.384344902354844E-4
CHUK,6.385927478753661E-4
GRM1,6.470640714266729E-4
ANK3,6.478877906908043E-4
BLM,6.480056280508961E-4
SLC8A3,6.517733588866648E-4
SETDB1,6.552591979894773E-4
GAS6,6.660542649855605E-4
SPTBN2,6.678274142747354E-4
PCM1,6.703344063835326E-4
PAX8,6.719658329029654E-4
TCF3,6.764692692925456E-4
TAF1,6.769747733318399E-4
DCC,6.774191229340643E-4
CLOCK,6.791894634351481E-4
NLGN3,6.83657795217063E-4
NCOR2,6.836883601277766E-4
ALG12,6.83801065864853E-4
BMPR1A,6.858323511432785E-4
CUL3,6.899128495937434E-4
ABCC2,6.915985475101083E-4
CASP3,7.099329675892552E-4
LCK,7.127991215496454E-4
PSMC2,7.172696869328643E-4
MDM2,7.336431164347568E-4
KL,7.338560120246918E-4
RUVBL2,7.354944650663775E-4
ATXN2,7.355908900682495E-4
EPRS1,7.38121136666825E-4
UCP2,7.382794313123275E-4
BCL2L1,7.383734176195089E-4
IKBKB,7.39813495002184E-4
CREB1,7.421814586900943E-4
SCN3B,7.426832779001691E-4
CHEK2,7.491168408573223E-4
ALDOA,7.58065789667306E-4
CSNK2A1,7.617289298100793E-4
ATP2B2,7.645341411810502E-4
HSPA8,7.653315449756004E-4
PRKCG,7.669518278512477E-4
PTPRF,7.679112464364923E-4
ATP1A1,7.686319107685913E-4
HAP1,7.69124597968629E-4
RFC1,7.780269548073315E-4
STS,7.847185659074496E-4
FUS,7.903989742455986E-4
SHANK1,7.91088351051128E-4
PLD1,7.937632468333344E-4
CDK4,7.975691715649269E-4
DDR1,7.978067799896404E-4
ALDH1A3,7.97926159188278E-4
THBS1,8.048031389923382E-4
CALB1,8.124560721806118E-4
