Gene_Name	essential_mouse_knockout	non_essential_mouse_knockout
MEX3A	N	N
LMNA	N	Y
SEMA4A	N	Y
SLC25A44	N	N
RP11-54H19.8	N	N
PMF1	N	N
BGLAP	N	N
PAQR6	N	N
SMG5	N	N
TMEM79	N	N
C1orf85	N	N
VHLL	N	N
CCT3	Y	N
C1orf182	N	N
RHBG	N	Y
C1orf61	N	N
MEF2D	N	N
IQGAP3	N	N
TTC24	N	N
APOA1BP	N	N
GPATCH4	N	N
HAPLN2	N	Y
BCAN	N	Y
NES	Y	N
CRABP2	N	Y
ISG20L2	N	N
RRNAD1	N	N
MRPL24	N	N
HDGF	N	Y
PRCC	N	N
SH2D2A	N	Y
NTRK1	Y	N
INSRR	N	Y
PEAR1	N	N
LRRC71	N	N
ARHGEF11	N	N
ETV3L	N	N
ETV3	N	N
FCRL5	N	N
FCRL4	N	N
FCRL3	N	N
FCRL2	N	N
FCRL1	N	N
CD5L	N	Y
KIRREL	Y	N
CD1D	N	Y
CD1A	N	N
CD1C	N	N
CD1B	N	N
CD1E	N	N
OR10T2	N	N
OR10K2	N	N
OR10K1	N	N
OR10R2	N	N
OR6Y1	N	N
OR6P1	N	N
OR10X1	N	N
OR10Z1	N	N
SPTA1	Y	N
OR6K2	N	N
OR6K3	N	N
OR6K6	N	N
OR6N1	N	N
OR6N2	N	N
MNDA	N	N
PYHIN1	N	N
IFI16	N	N
AIM2	N	Y
CADM3	N	Y
DARC	N	Y
FCER1A	N	Y
OR10J3	N	N
OR10J1	N	N
OR10J5	N	N
APCS	N	Y
CRP	N	Y
DUSP23	N	N
FCRL6	N	N
SLAMF8	N	N
C1orf204	N	N
VSIG8	N	N
RP11-190A12.7	N	N
CCDC19	N	N
TAGLN2	N	N
IGSF9	N	Y
SLAMF9	N	N
PIGM	N	N
KCNJ10	Y	N
KCNJ9	N	Y
IGSF8	N	N
ATP1A2	Y	N
ATP1A4	N	Y
CASQ1	N	Y
PEA15	N	Y
DCAF8	N	N
RP11-574F21.3	N	N
PEX19	N	N
COPA	N	N
NCSTN	Y	N
NHLH1	N	Y
VANGL2	Y	N
SLAMF6	N	Y
CD84	N	Y
SLAMF1	N	Y
CD48	N	Y
SLAMF7	N	Y
LY9	N	Y
CD244	N	Y
ITLN1	N	N
ITLN2	N	N
F11R	Y	N
TSTD1	N	N
USF1	N	Y
ARHGAP30	N	N
PVRL4	N	N
KLHDC9	N	N
PFDN2	Y	N
NIT1	N	Y
DEDD	N	Y
UFC1	N	N
USP21	N	N
PPOX	N	N
B4GALT3	N	N
ADAMTS4	N	Y
NDUFS2	N	N
FCER1G	N	Y
APOA2	N	Y
TOMM40L	N	N
NR1I3	N	Y
PCP4L1	N	N
MPZ	N	Y
SDHC	N	N
C1orf192	N	N
FCGR2A	N	Y
HSPA6	N	N
FCGR3A	N	N
FCGR2B	N	Y
FCGR3B	N	N
FCRLA	N	Y
FCRLB	N	Y
DUSP12	N	N
ATF6	N	Y
OLFML2B	N	N
NOS1AP	N	N
RP11-565P22.6	N	N
C1orf226	N	N
C1orf111	N	N
SH2D1B	N	Y
UHMK1	N	Y
UAP1	N	N
DDR2	N	Y
HSD17B7	Y	N
C1orf110	N	N
RGS4	Y	N
RGS5	N	Y
NUF2	N	N
PBX1	Y	N
LMX1A	Y	N
RXRG	N	Y
LRRC52	N	N
MGST3	N	N
ALDH9A1	N	N
TMCO1	N	N
UCK2	N	N
FAM78B	N	N
POGK	N	N
TADA1	N	N
ILDR2	N	Y
MAEL	N	Y
GPA33	N	N
DUSP27	N	N
POU2F1	Y	N
CD247	Y	N
CREG1	N	N
RCSD1	N	N
MPZL1	N	N
ADCY10	N	Y
BRP44	N	N
DCAF6	N	N
AL033532.1	N	N
GPR161	N	Y
TIPRL	N	N
SFT2D2	N	N
ANKRD36BP1	N	N
TBX19	N	Y
XCL2	N	N
XCL1	N	Y
DPT	N	Y
ATP1B1	N	Y
NME7	N	Y
BLZF1	N	N
C1orf114	N	N
SLC19A2	N	Y
F5	Y	N
SELP	N	Y
C1orf112	N	N
SELL	N	Y
SELE	N	Y
METTL18	N	N
SCYL3	N	N
KIFAP3	Y	N
METTL11B	N	N
GORAB	N	N
PRRX1	Y	N
C1orf129	N	N
FMO3	N	N
FMO6P	N	N
FMO2	N	N
FMO1	N	N
FMO4	N	N
PRRC2C	N	N
MYOC	N	Y
VAMP4	N	N
METTL13	N	N
DNM3	N	Y
PIGC	N	N
C1orf105	N	N
C1orf9	N	N
FASLG	N	Y
TNFSF18	N	N
TNFSF4	N	Y
PRDX6	N	Y
SLC9C2	N	N
ANKRD45	N	N
BX248409.1	N	N
KLHL20	N	Y
CENPL	N	N
DARS2	N	N
ZBTB37	N	N
SERPINC1	Y	N
RC3H1	N	Y
RABGAP1L	N	Y
GPR52	N	N
CACYBP	N	Y
MRPS14	N	N
TNN	N	N
Z99715.1	N	N
KIAA0040	N	N
TNR	N	Y
RFWD2	N	N
PAPPA2	N	Y
ASTN1	N	Y
FAM5B	N	N
SEC16B	N	N
RASAL2	N	N
C1orf49	N	N
C1orf220	N	N
AL513013.1	N	N
RALGPS2	N	N
ANGPTL1	N	Y
FAM20B	N	N
TOR3A	N	N
ABL2	N	Y
SOAT1	N	Y
AXDND1	N	N
NPHS2	Y	N
TDRD5	N	Y
FAM163A	N	N
TOR1AIP2	N	N
AL359853.2	N	N
TOR1AIP1	Y	N
CEP350	N	N
QSOX1	N	N
LHX4	Y	N
ACBD6	N	N
XPR1	N	Y
KIAA1614	N	N
AL162431.1	N	N
STX6	N	N
MR1	N	Y
IER5	N	N
CACNA1E	N	Y
ZNF648	N	N
GLUL	Y	N
TEDDM1	N	N
RGSL1	N	N
RNASEL	N	Y
RGS16	N	Y
RGS8	N	N
NPL	N	Y
DHX9	Y	N
SHCBP1L	N	N
LAMC1	Y	N
LAMC2	Y	N
NMNAT2	N	N
SMG7	N	N
NCF2	N	N
ARPC5	N	N
RGL1	N	N
APOBEC4	N	N
GLT25D2	N	N
TSEN15	N	N
C1orf21	N	N
EDEM3	N	N
FAM129A	N	Y
RNF2	Y	N
TRMT1L	N	Y
SWT1	N	N
IVNS1ABP	Y	N
HMCN1	N	N
PRG4	N	Y
TPR	N	N
C1orf27	N	N
OCLM	N	N
PDC	N	Y
PTGS2	Y	N
PLA2G4A	N	Y
FAM5C	N	N
RGS18	N	N
RGS21	N	N
RGS1	N	Y
RGS13	N	Y
RGS2	N	Y
UCHL5	Y	N
TROVE2	N	Y
GLRX2	N	N
CDC73	Y	N
B3GALT2	N	Y
KCNT2	N	N
CFH	N	Y
CFHR3	N	N
CFHR1	N	N
CFHR2	N	N
CFHR4	N	N
CFHR5	N	N
F13B	N	N
ASPM	N	Y
ZBTB41	N	N
CRB1	Y	N
DENND1B	N	N
C1orf53	N	N
LHX9	N	Y
NEK7	Y	N
ATP6V1G3	N	N
PTPRC	Y	N
NR5A2	Y	N
C1orf98	N	N
ZNF281	N	N
KIF14	N	N
DDX59	N	N
CAMSAP2	N	N
GPR25	N	N
C1orf106	N	N
KIF21B	N	N
CACNA1S	Y	N
TMEM9	N	N
IGFN1	N	N
PKP1	N	N
TNNT2	Y	N
LAD1	N	N
TNNI1	N	N
PHLDA3	N	N
CSRP1	N	Y
NAV1	N	N
IPO9	Y	N
SHISA4	N	Y
LMOD1	N	N
TIMM17A	N	N
RNPEP	N	N
ELF3	Y	N
GPR37L1	N	Y
ARL8A	N	N
PTPN7	N	Y
LGR6	N	Y
UBE2T	N	N
PPP1R12B	N	N
SYT2	Y	N
KDM5B	N	N
RP11-480I12.4	N	N
RABIF	N	N
KLHL12	N	N
ADIPOR1	N	Y
CYB5R1	N	N
TMEM183A	N	N
PPFIA4	N	N
MYOG	Y	N
ADORA1	N	Y
MYBPH	N	N
CHI3L1	N	Y
CHIT1	N	N
BTG2	N	Y
FMOD	N	Y
PRELP	N	N
OPTC	N	N
ATP2B4	N	Y
LAX1	N	Y
ZC3H11A	N	N
ZBED6	N	N
SNRPE	N	N
SOX13	N	Y
ETNK2	N	Y
REN	Y	N
KISS1	N	Y
GOLT1A	N	N
PLEKHA6	N	N
PPP1R15B	Y	N
PIK3C2B	N	N
MDM4	Y	N
LRRN2	N	N
NFASC	Y	N
CNTN2	N	Y
TMEM81	N	N
RBBP5	N	N
DSTYK	N	N
TMCC2	N	N
NUAK2	Y	N
KLHDC8A	N	N
LEMD1	N	N
CDK18	N	N
MFSD4	N	N
ELK4	N	Y
SLC45A3	N	N
NUCKS1	N	N
RAB7L1	N	N
SLC41A1	N	N
PM20D1	N	N
SLC26A9	N	Y
FAM72A	N	N
AVPR1B	N	Y
C1orf186	N	N
CTSE	N	Y
SRGAP2	N	N
IKBKE	N	Y
C1orf147	N	N
RASSF5	N	Y
EIF2D	N	N
DYRK3	N	Y
MAPKAPK2	N	Y
IL10	N	Y
IL19	N	N
IL20	N	N
IL24	N	N
FAIM3	N	Y
PIGR	N	Y
FCAMR	N	Y
C1orf116	N	N
YOD1	N	N
PFKFB2	N	N
C4BPB	N	N
C4BPA	N	N
CD55	N	Y
CR2	N	Y
CR1	N	N
CR1L	N	N
CD46	N	Y
C1orf132	N	N
CD34	N	Y
PLXNA2	N	Y
CAMK1G	N	Y
LAMB3	Y	N
G0S2	N	N
HSD11B1	N	Y
TRAF3IP3	N	N
C1orf74	N	N
IRF6	Y	N
DIEXF	N	N
SYT14	N	N
C1orf133	N	N
SERTAD4	N	N
HHAT	Y	N
KCNH1	N	N
RCOR3	N	N
TRAF5	N	Y
RD3	N	Y
SLC30A1	Y	N
NEK2	N	N
LPGAT1	N	N
INTS7	N	N
DTL	Y	N
PPP2R5A	N	N
TMEM206	N	N
NENF	N	N
ATF3	N	Y
FAM71A	N	N
BATF3	N	Y
NSL1	N	N
TATDN3	N	N
C1orf227	N	N
FLVCR1	Y	N
VASH2	N	Y
ANGEL2	N	N
RPS6KC1	N	N
PROX1	Y	N
SMYD2	N	N
PTPN14	N	Y
CENPF	N	N
KCNK2	N	Y
KCTD3	N	N
USH2A	N	Y
ESRRG	Y	N
GPATCH2	N	N
SPATA17	N	N
RRP15	N	N
TGFB2	Y	N
C1orf143	N	N
LYPLAL1	N	N
SLC30A10	N	N
EPRS	N	N
BPNT1	N	N
IARS2	N	N
RAB3GAP2	N	N
AC096644.1	N	N
MARK1	N	N
C1orf115	N	N
02-Mar	N	N
01-Mar	N	N
HLX	Y	N
DUSP10	N	Y
HHIPL2	N	N
TAF1A	N	N
MIA3	N	N
AIDA	N	N
BROX	N	N
FAM177B	N	N
DISP1	N	N
TLR5	N	Y
SUSD4	N	N
C1orf65	N	N
CAPN8	N	Y
CAPN2	Y	N
TP53BP2	Y	N
FBXO28	N	N
DEGS1	N	N
NVL	N	N
CNIH4	N	N
WDR26	N	N
CNIH3	N	N
DNAH14	N	N
LBR	Y	N
AC092811.1	N	N
ENAH	N	Y
SRP9	N	N
EPHX1	N	Y
TMEM63A	N	N
LEFTY1	Y	N
RP4-559A3.7	N	N
PYCR2	N	N
LEFTY2	Y	N
C1orf55	N	N
H3F3A	Y	N
ACBD3	N	N
MIXL1	Y	N
LIN9	Y	N
PARP1	Y	N
C1orf95	N	N
ITPKB	N	Y
PSEN2	N	Y
ADCK3	N	N
CDC42BPA	N	N
ZNF678	N	N
SNAP47	N	N
JMJD4	N	N
PRSS38	N	N
WNT9A	Y	N
WNT3A	Y	N
ARF1	N	N
C1orf35	N	N
MRPL55	N	N
GUK1	N	N
GJC2	N	Y
C1orf148	N	N
IBA57	N	N
C1orf145	N	N
OBSCN	N	Y
TRIM11	N	N
TRIM17	N	N
HIST3H3	N	N
HIST3H2A	N	N
HIST3H2BB	N	N
RNF187	N	N
BTNL10	N	N
RHOU	N	N
TMEM78	N	N
RAB4A	N	N
SPHAR	N	N
CCSAP	N	N
ACTA1	Y	N
NUP133	Y	N
ABCB10	N	N
TAF5L	N	N
URB2	N	N
GALNT2	N	N
PGBD5	N	N
COG2	N	N
AGT	Y	N
CAPN9	N	Y
C1orf198	N	N
TTC13	N	N
ARV1	N	N
FAM89A	N	N
TRIM67	N	N
C1orf131	N	N
GNPAT	N	Y
EXOC8	N	N
SPRTN	N	N
EGLN1	Y	N
TSNAX	N	N
DISC1	N	Y
SIPA1L2	N	N
KIAA1383	N	N
NTPCR	N	N
PCNXL2	N	N
RP5-862P8.2	N	N
KCNK1	N	N
SLC35F3	N	N
C1orf31	N	N
TARBP1	N	N
IRF2BP2	N	N
TOMM20	N	N
RBM34	N	N
ARID4B	Y	N
GGPS1	N	N
TBCE	N	Y
B3GALNT2	N	N
GNG4	N	N
LYST	N	Y
NID1	N	Y
GPR137B	N	N
ERO1LB	N	Y
EDARADD	Y	N
LGALS8	N	Y
HEATR1	N	N
ACTN2	N	N
MTR	Y	N
RYR2	Y	N
ZP4	N	N
CHRM3	N	Y
FMN2	N	Y
GREM2	N	N
RGS7	N	Y
FH	Y	N
KMO	N	N
OPN3	N	N
CHML	N	N
WDR64	N	N
EXO1	N	Y
MAP1LC3C	N	N
PLD5	N	N
CEP170	N	N
SDCCAG8	N	N
AKT3	N	Y
ZNF238	Y	N
C1orf100	N	N
ADSS	N	N
C1orf101	N	N
DESI2	N	N
COX20	N	N
HNRNPU	Y	N
EFCAB2	N	N
KIF26B	Y	N
SMYD3	N	N
TFB2M	N	N
CNST	N	N
SCCPDH	N	N
RP11-439E19.8	N	N
AHCTF1	Y	N
ZNF695	N	N
ZNF670	N	N
ZNF669	N	N
C1orf229	N	N
ZNF124	N	N
ZNF496	N	N
NLRP3	N	Y
OR2B11	N	N
C1orf150	N	N
OR2C3	N	N
OR2G2	N	N
OR2G3	N	N
OR13G1	N	N
OR6F1	N	N
OR14A2	N	N
OR14K1	N	N
OR1C1	N	N
OR14A16	N	N
OR11L1	N	N
TRIM58	N	N
OR2W3	N	N
OR2T8	N	N
OR2AJ1	N	N
OR2L13	N	N
OR2L8	N	N
OR2AK2	N	N
OR2L5	N	N
OR2L2	N	N
OR2L3	N	N
OR2M5	N	N
OR2M2	N	N
OR2M3	N	N
OR2M4	N	N
OR2T33	N	N
OR2T12	N	N
OR2M7	N	N
OR14C36	N	N
OR2T4	N	N
OR2T6	N	N
OR2T1	N	N
OR2T2	N	N
OR2T3	N	N
OR2T5	N	N
OR2G6	N	N
OR2T29	N	N
OR2T34	N	N
OR2T10	N	N
OR2T11	N	N
OR2T35	N	N
OR2T27	N	N
OR14I1	N	N
SH3BP5L	N	N
ZNF672	N	N
ZNF692	N	N
PGBD2	N	N
FAM110C	N	N
SH3YL1	N	N
ACP1	N	N
FAM150B	N	N
TMEM18	N	N
SNTG2	N	N
TPO	N	Y
PXDN	N	N
MYT1L	N	N
TSSC1	N	N
TRAPPC12	N	N
ADI1	N	N
RP13-512J5.1	N	N
RNASEH1	Y	N
RPS7	N	N
COLEC11	N	N
ALLC	N	N
DCDC2C	N	N
SOX11	Y	N
CMPK2	N	N
RSAD2	N	Y
RNF144A	N	N
ID2	Y	N
KIDINS220	Y	N
MBOAT2	N	N
ASAP2	N	N
ITGB1BP1	Y	N
CPSF3	N	N
IAH1	N	N
ADAM17	Y	N
YWHAQ	Y	N
TAF1B	N	N
GRHL1	N	Y
KLF11	N	Y
CYS1	Y	N
AC104794.4	N	N
RRM2	N	N
C2orf48	N	N
HPCAL1	N	N
ODC1	Y	N
NOL10	N	N
ATP6V1C2	N	N
PDIA6	N	N
AC092687.4	N	N
KCNF1	N	N
C2orf50	N	N
PQLC3	N	N
ROCK2	Y	N
E2F6	N	Y
GREB1	N	N
NTSR2	N	Y
LPIN1	Y	N
TRIB2	N	Y
FAM84A	N	N
AC011897.1	N	N
NBAS	N	N
DDX1	N	N
AC008271.1	N	N
MYCN	Y	N
FAM49A	N	N
RAD51AP2	N	N
VSNL1	N	N
SMC6	N	N
GEN1	N	N
MSGN1	Y	N
KCNS3	N	N
RDH14	N	N
NT5C1B-RDH14	N	N
NT5C1B	N	N
OSR1	Y	N
TTC32	N	N
WDR35	N	N
MATN3	N	Y
LAPTM4A	N	N
SDC1	N	Y
PUM2	N	Y
RHOB	N	Y
HS1BP3	N	N
GDF7	N	Y
C2orf43	N	N
APOB	Y	N
AC010872.2	N	N
KLHL29	N	N
AC011239.1	N	N
ATAD2B	N	Y
UBXN2A	N	N
MFSD2B	N	N
C2orf44	N	N
FKBP1B	N	Y
AC008073.5	N	N
AC008073.6	N	N
TP53I3	N	N
PFN4	N	N
RP11-507M3.1	N	N
C2orf84	N	N
ITSN2	N	N
NCOA1	N	Y
PTRHD1	N	N
CENPO	N	N
ADCY3	Y	N
DNAJC27	N	N
EFR3B	N	N
POMC	Y	N
DNMT3A	Y	N
DTNB	N	Y
ASXL2	Y	N
KIF3C	N	Y
RAB10	N	N
FAM59B	N	N
HADHA	Y	N
HADHB	N	Y
GPR113	N	N
EPT1	N	N
CCDC164	N	N
OTOF	N	Y
C2orf70	N	N
CIB4	N	N
KCNK3	N	Y
C2orf18	N	N
CENPA	Y	N
DPYSL5	N	Y
MAPRE3	N	N
TMEM214	N	N
AGBL5	N	N
OST4	N	N
EMILIN1	N	Y
KHK	N	N
CGREF1	N	N
ABHD1	N	N
PREB	N	N
C2orf53	N	N
TCF23	N	N
SLC5A6	N	N
C2orf28	N	N
CAD	N	N
SLC30A3	N	Y
DNAJC5G	N	N
TRIM54	N	Y
UCN	N	Y
MPV17	N	Y
GTF3C2	N	N
EIF2B4	N	N
SNX17	N	N
ZNF513	N	N
PPM1G	Y	N
NRBP1	N	N
KRTCAP3	N	N
IFT172	Y	N
FNDC4	N	N
GCKR	N	Y
AC109829.1	N	N
C2orf16	N	N
ZNF512	N	N
CCDC121	N	N
GPN1	N	N
SUPT7L	N	N
SLC4A1AP	N	N
AC074091.13	N	N
MRPL33	N	N
RBKS	N	N
BRE	N	N
FOSL2	Y	N
PLB1	N	N
PPP1CB	Y	N
SPDYA	N	N
TRMT61B	N	N
WDR43	N	N
FAM179A	N	N
C2orf71	N	N
CLIP4	N	N
ALK	N	N
YPEL5	N	N
LBH	N	N
LCLAT1	N	Y
CAPN13	N	N
GALNT14	N	N
CAPN14	N	N
EHD3	N	Y
XDH	Y	N
MEMO1	N	N
DPY30	N	N
SPAST	N	Y
SLC30A6	N	N
NLRC4	N	Y
YIPF4	N	N
BIRC6	Y	N
TTC27	N	N
LTBP1	Y	N
RASGRP3	N	Y
FAM98A	N	N
CRIM1	Y	N
AC007401.2	N	N
FEZ2	N	N
VIT	N	N
STRN	N	N
HEATR5B	N	N
CCDC75	N	N
EIF2AK2	N	Y
SULT6B1	N	N
AC007390.5	N	N
CEBPZ	N	N
C2orf56	N	N
PRKD3	N	Y
QPCT	N	N
CDC42EP3	N	N
FAM82A1	N	N
CYP1B1	N	Y
ATL2	N	N
HNRPLL	N	Y
GALM	N	N
SRSF7	N	N
GEMIN6	N	N
DHX57	N	N
MORN2	N	N
ARHGEF33	N	N
SOS1	Y	N
CDKL4	N	N
MAP4K3	N	Y
TMEM178	N	N
THUMPD2	N	N
SLC8A1	Y	N
C2orf91	N	N
PKDCC	Y	N
EML4	N	N
COX7A2L	N	N
KCNG3	N	N
MTA3	N	N
OXER1	N	N
HAAO	N	N
THADA	N	N
ZFP36L2	Y	N
PLEKHH2	N	N
DYNC2LI1	Y	N
ABCG5	N	Y
ABCG8	N	Y
LRPPRC	N	N
PPM1B	Y	N
SLC3A1	N	Y
PREPL	N	N
CAMKMT	N	N
SIX3	Y	N
SIX2	Y	N
SRBD1	N	N
PRKCE	N	Y
EPAS1	Y	N
TMEM247	N	N
ATP6V1E2	N	N
RHOQ	N	N
PIGF	N	N
CRIPT	Y	N
SOCS5	N	Y
AC016722.1	N	N
AC016722.2	N	N
MCFD2	N	N
TTC7A	Y	N
CALM2	N	N
C2orf61	N	N
EPCAM	Y	N
MSH2	N	Y
KCNK12	N	N
MSH6	N	Y
FBXO11	Y	N
FOXN2	N	N
PPP1R21	N	N
STON1	N	N
AC073082.1	N	N
STON1-GTF2A1L	N	N
GTF2A1L	N	N
LHCGR	N	Y
FSHR	Y	N
NRXN1	N	Y
ASB3	N	N
CHAC2	N	N
ERLEC1	N	N
GPR75	N	N
PSME4	N	Y
ACYP2	N	N
TSPYL6	N	N
C2orf73	N	N
SPTBN1	Y	N
EML6	N	N
RTN4	Y	N
C2orf63	N	N
RPS27A	N	N
MTIF2	N	N
CCDC88A	N	Y
CCDC104	N	N
SMEK2	N	N
PNPT1	Y	N
EFEMP1	N	Y
CCDC85A	N	N
VRK2	N	N
FANCL	Y	N
BCL11A	Y	N
PAPOLG	N	N
REL	N	Y
PUS10	N	N
PEX13	Y	N
KIAA1841	N	N
C2orf74	N	N
AHSA2	N	N
USP34	N	N
XPO1	N	N
FAM161A	N	N
CCT4	N	N
COMMD1	Y	N
B3GNT2	N	Y
TMEM17	N	N
EHBP1	N	N
OTX1	Y	N
WDPCP	N	N
MDH1	Y	N
UGP2	N	N
VPS54	Y	N
PELI1	N	Y
LGALSL	N	N
AFTPH	N	N
SERTAD2	N	N
SLC1A4	N	N
CEP68	N	N
RAB1A	N	N
ACTR2	N	N
SPRED2	N	Y
MEIS1	Y	N
ETAA1	N	N
C1D	N	N
WDR92	N	N
PPP3R1	Y	N
PNO1	N	N
CNRIP1	N	N
PLEK	N	Y
FBXO48	N	N
APLF	N	Y
PROKR1	N	Y
ARHGAP25	N	N
BMP10	Y	N
GKN2	N	N
GKN1	N	N
ANTXR1	N	Y
GFPT1	N	N
NFU1	N	N
AC114772.1	N	N
AAK1	N	N
ANXA4	N	Y
GMCL1	N	Y
SNRNP27	N	N
MXD1	N	Y
ASPRV1	N	Y
PCBP1	N	N
C2orf42	N	N
TIA1	Y	N
PCYOX1	N	Y
SNRPG	N	N
FAM136A	N	N
TGFA	N	Y
ADD2	N	Y
FIGLA	N	Y
CLEC4F	N	N
CD207	N	Y
VAX2	N	Y
ATP6V1B1	N	N
ANKRD53	N	N
TEX261	N	N
NAGK	N	Y
MCEE	N	N
MPHOSPH10	N	N
PAIP2B	N	N
ZNF638	N	N
DYSF	N	Y
CYP26B1	Y	N
EXOC6B	N	N
SPR	Y	N
EMX1	N	Y
SFXN5	N	N
RAB11FIP5	N	N
NOTO	Y	N
SMYD5	N	N
PRADC1	N	N
CCT7	N	N
FBXO41	N	N
EGR4	N	Y
ALMS1	N	Y
NAT8	N	N
TPRKB	N	N
DUSP11	N	N
C2orf78	N	N
STAMBP	Y	N
ACTG2	N	N
DGUOK	N	N
TET3	N	N
AC073263.1	N	N
BOLA3	N	N
MOB1A	N	N
MTHFD2	Y	N
RP11-287D1.3	N	N
SLC4A5	N	N
DCTN1	Y	N
C2orf81	N	N
WDR54	N	N
RTKN	N	N
INO80B	N	N
WBP1	N	N
MOGS	N	N
MRPL53	N	N
CCDC142	N	N
TTC31	N	N
LBX2	N	N
PCGF1	N	N
TLX2	Y	N
DQX1	N	N
AUP1	N	N
HTRA2	N	Y
LOXL3	N	N
DOK1	N	Y
C2orf65	N	N
SEMA4F	N	N
HK2	Y	N
POLE4	N	N
TACR1	N	Y
FAM176A	N	N
MRPL19	N	N
GCFC2	N	N
LRRTM4	N	N
REG3G	N	N
REG1B	N	Y
REG1A	N	Y
REG3A	N	N
CTNNA2	Y	N
LRRTM1	N	Y
SUCLG1	N	N
DNAH6	N	N
C2orf89	N	N
TMSB10	N	N
KCMF1	Y	N
TCF7L1	Y	N
TGOLN2	N	N
RETSAT	N	N
ELMOD3	N	N
CAPG	N	Y
SH2D6	N	N
MAT2A	N	N
GGCX	Y	N
VAMP8	Y	N
VAMP5	N	N
RNF181	N	N
TMEM150A	N	N
USP39	N	N
C2orf68	N	N
SFTPB	Y	N
GNLY	N	N
ATOH8	Y	N
ST3GAL5	N	Y
POLR1A	N	N
PTCD3	N	N
IMMT	N	N
MRPL35	N	N
REEP1	N	N
KDM3A	N	Y
CHMP3	N	N
RNF103-CHMP3	N	N
RNF103	N	Y
RMND5A	N	N
CD8A	N	Y
CD8B	N	Y
AC111200.1	N	N
RGPD1	N	N
PLGLB1	N	N
PLGLB2	N	N
RGPD2	N	N
KRCC1	N	N
SMYD1	Y	N
FABP1	N	Y
THNSL2	N	N
C2orf51	N	N
EIF2AK3	Y	N
RPIA	N	N
AC233263.1	N	N
TEKT4	N	Y
MAL	N	Y
MRPS5	N	N
ZNF514	N	N
ZNF2	N	N
PROM2	N	N
KCNIP3	N	Y
FAHD2A	N	N
AC009237.1	N	N
TRIM43	N	N
ANKRD36C	N	N
GPAT2	N	N
ADRA2B	Y	N
ASTL	N	N
DUSP2	N	Y
STARD7	N	N
TMEM127	N	N
CIAO1	N	N
SNRNP200	Y	N
ITPRIPL1	N	N
NCAPH	N	N
ARID5A	N	N
KANSL3	N	N
LMAN2L	N	N
CNNM4	N	N
CNNM3	N	N
ANKRD23	N	N
ANKRD39	N	N
SEMA4C	Y	N
FAM178B	N	N
FAHD2B	N	N
ANKRD36	N	N
COX5B	N	N
ACTR1B	N	N
ZAP70	N	Y
TMEM131	N	N
VWA3B	N	N
AC092675.3	N	N
CNGA3	N	Y
INPP4A	Y	N
COA5	N	N
UNC50	N	N
MGAT4A	N	Y
C2orf55	N	N
TSGA10	N	N
C2orf15	N	N
LIPT1	N	N
MRPL30	N	N
MITD1	N	N
LYG2	N	N
LYG1	N	N
TXNDC9	N	N
EIF5B	N	N
REV1	Y	N
AFF3	N	N
LONRF2	N	N
CHST10	N	Y
NMS	N	N
PDCL3	N	N
NPAS2	N	Y
RPL31	N	N
TBC1D8	N	N
C2orf29	N	N
RNF149	N	N
CREG2	N	N
RFX8	N	N
MAP4K4	Y	N
AC005035.1	N	N
IL1R2	N	N
IL1R1	N	Y
IL1RL2	N	Y
IL1RL1	N	Y
IL18R1	N	Y
IL18RAP	N	Y
SLC9A4	N	Y
SLC9A2	N	Y
MFSD9	N	N
TMEM182	N	N
POU3F3	Y	N
MRPS9	N	N
GPR45	N	N
TGFBRAP1	N	N
C2orf49	N	N
FHL2	N	Y
NCK2	N	Y
C2orf40	N	N
UXS1	N	N
RGPD3	N	N
ST6GAL2	N	N
RGPD4	N	N
SLC5A7	Y	N
SULT1C3	N	N
SULT1C2	N	N
SULT1C4	N	N
GCC2	N	N
LIMS1	Y	N
RANBP2	Y	N
CCDC138	N	N
EDAR	Y	N
SH3RF3	N	N
10-Sep	N	N
SOWAHC	N	N
RGPD5	N	N
LIMS3	N	N
MALL	N	N
NPHP1	N	Y
AC108938.5	N	N
LIMS3L	N	N
RGPD6	N	N
BUB1	Y	N
ACOXL	N	N
BCL2L11	Y	N
AC108463.3	N	N
ANAPC1	N	N
MERTK	N	Y
TMEM87B	N	N
FBLN7	N	N
ZC3H8	N	N
ZC3H6	N	N
RGPD8	N	N
TTL	Y	N
POLR1B	Y	N
CHCHD5	N	N
SLC20A1	Y	N
NT5DC4	N	N
CKAP2L	N	N
IL1A	N	Y
IL1B	N	Y
IL37	N	N
IL36G	N	N
IL36A	N	N
IL36B	N	N
IL36RN	N	Y
IL1F10	N	N
IL1RN	N	Y
PSD4	N	N
PAX8	Y	N
CBWD2	N	N
AC016745.1	N	N
FOXD4L1	N	N
RABL2A	N	N
SLC35F5	N	N
ACTR3	Y	N
DPP10	N	N
DDX18	N	N
CCDC93	N	N
INSIG2	N	N
EN1	Y	N
MARCO	N	Y
C1QL2	N	N
STEAP3	N	Y
C2orf76	N	N
DBI	Y	N
TMEM37	N	N
SCTR	N	Y
AC069154.2	N	N
TMEM177	N	N
PTPN4	N	Y
EPB41L5	Y	N
TMEM185B	N	N
RALB	N	N
INHBB	Y	N
GLI2	Y	N
TFCP2L1	Y	N
CLASP1	N	N
MKI67IP	N	N
TSN	N	Y
CNTNAP5	N	N
GYPC	N	N
AC114783.1	N	N
