Gene_Name	essential_mouse_knockout	non_essential_mouse_knockout
PNPLA7	0	0
MRPL41	0	1
WDR85	0	0
ZMYND19	0	0
ARRDC1	0	0
C9orf37	0	0
EHMT1	1	0
AL772363.1	0	0
CACNA1B	1	0
TUBB8	0	0
ZMYND11	0	0
AL589988.1	0	0
DIP2C	0	0
C10orf108	0	0
LARP4B	0	0
AL359878.1	0	0
GTPBP4	0	0
IDI2	0	0
IDI1	0	0
WDR37	0	0
ADARB2	0	0
PFKP	0	0
PITRM1	0	0
KLF6	1	0
AKR1E2	0	0
AKR1C1	0	0
AKR1C2	0	0
AKR1C3	0	1
AKR1CL1	0	0
AKR1C4	0	0
UCN3	0	1
TUBAL3	0	0
NET1	0	0
CALML5	0	0
CALML3	0	0
ASB13	0	0
FAM208B	0	0
GDI2	0	0
ANKRD16	0	0
FBXO18	0	0
IL15RA	0	1
IL2RA	0	1
RBM17	0	0
PFKFB3	1	0
AL137145.2	0	0
AL137145.1	0	0
PRKCQ	0	1
SFMBT2	0	0
ITIH5	0	0
ITIH2	0	0
KIN	0	0
ATP5C1	0	0
TAF3	0	0
GATA3	1	0
CELF2	0	0
C10orf31	0	0
USP6NL	0	0
ECHDC3	0	0
C10orf47	0	0
UPF2	1	0
DHTKD1	0	0
SEC61A2	0	0
NUDT5	0	0
CDC123	0	0
CAMK1D	0	0
CCDC3	0	0
OPTN	0	0
MCM10	1	0
UCMA	0	0
PHYH	0	1
AL138764.1	0	0
SEPHS1	0	0
BEND7	0	0
PRPF18	0	0
FRMD4A	0	0
FAM107B	0	0
CDNF	0	0
HSPA14	0	0
SUV39H2	0	1
DCLRE1C	0	1
MEIG1	0	1
OLAH	0	0
ACBD7	0	0
C10orf111	0	0
RPP38	0	0
NMT2	0	0
FAM171A1	0	0
ITGA8	1	0
FAM188A	0	0
PTER	0	0
C1QL3	0	0
RSU1	0	0
CUBN	1	0
TRDMT1	0	1
VIM	0	1
ST8SIA6	0	0
PTPLA	0	0
STAM	0	1
TMEM236	0	0
MRC1L1	0	0
FAM23B	0	0
MRC1	1	0
SLC39A12	0	0
CACNB2	1	0
NSUN6	0	0
ARL5B	0	0
C10orf112	0	0
PLXDC2	0	0
NEBL	0	0
C10orf113	0	0
C10orf114	0	0
SKIDA1	0	0
MLLT10	0	0
DNAJC1	0	0
COMMD3	0	0
BMI1	1	0
SPAG6	0	1
PIP4K2A	0	0
ARMC3	0	0
MSRB2	0	0
PTF1A	1	0
C10orf115	0	0
C10orf67	0	0
OTUD1	0	0
KIAA1217	0	1
ARHGAP21	0	0
PRTFDC1	0	0
ENKUR	0	0
THNSL1	0	0
GPR158	0	0
MYO3A	0	1
GAD2	0	1
APBB1IP	0	0
PDSS1	0	0
ABI1	1	0
ANKRD26	0	1
YME1L1	0	0
MASTL	0	0
ACBD5	0	0
PTCHD3	0	0
RAB18	0	0
MKX	0	1
ARMC4	0	0
MPP7	0	0
WAC	0	0
BAMBI	0	1
C10orf126	0	0
LYZL1	0	0
SVIL	0	0
KIAA1462	0	0
MTPAP	0	0
MAP3K8	1	0
LYZL2	0	0
ZNF438	0	0
ZEB1	1	0
AL117340.1	0	0
ARHGAP12	0	0
KIF5B	1	0
EPC1	1	0
CCDC7	0	0
C10orf68	0	0
ITGB1	1	0
NRP1	1	0
PARD3	1	0
CUL2	0	0
CREM	0	1
CCNY	0	0
GJD4	0	1
FZD8	0	1
NAMPTL	0	0
ANKRD30A	0	0
MTRNR2L7	0	0
ZNF248	0	0
ZNF25	0	0
ZNF33A	0	0
ZNF37A	0	0
SEPT7L	0	0
CCNYL2	0	0
ZNF33B	0	0
BMS1	0	0
RET	1	0
CSGALNACT2	0	0
RASGEF1A	0	0
FXYD4	0	1
HNRNPF	0	0
ZNF487P	0	0
ZNF239	0	0
ZNF485	0	0
ZNF32	0	0
C10orf136	0	0
CXCL12	1	0
TMEM72	0	0
RASSF4	0	0
C10orf10	0	1
C10orf25	0	0
ZNF22	0	0
OR13A1	0	0
ALOX5	0	1
08-Mar	0	0
ZFAND4	0	0
FAM21C	0	0
FAM25E	0	0
AGAP4	0	0
PTPN20A	0	0
FAM35B	0	0
SYT15	0	0
GPRIN2	0	0
PPYR1	0	1
AL391137.1	0	0
ANXA8L1	0	0
FAM25B	0	0
AGAP10	0	0
ANTXRL	0	0
ANXA8L2	0	0
AL603965.1	0	0
FAM21B	0	0
ASAH2C	0	0
AGAP9	0	0
FAM25G	0	0
ANXA8	0	0
AL591684.1	0	0
ZNF488	0	0
RBP3	0	1
GDF2	0	0
GDF10	0	1
PTPN20B	0	0
FAM25C	0	0
PTPN20C	0	0
FRMPD2	0	0
MAPK8	0	1
ARHGAP22	0	0
WDFY4	0	0
LRRC18	0	0
VSTM4	0	0
FAM170B	0	0
C10orf128	0	0
C10orf71	0	0
DRGX	1	0
ERCC6	0	1
PGBD3	0	0
RP11-123B3.6	0	0
CHAT	1	0
SLC18A3	1	0
C10orf53	0	0
OGDHL	0	0
PARG	1	0
FAM21D	0	0
AGAP8	0	0
TIMM23B	0	0
AGAP7	0	0
MSMB	0	1
NCOA4	0	0
TIMM23	1	0
AGAP6	0	0
FAM21A	0	0
ASAH2	0	1
SGMS1	0	1
ASAH2B	0	0
A1CF	1	0
PRKG1	1	0
CSTF2T	0	1
DKK1	1	0
MBL2	0	0
PCDH15	0	1
MTRNR2L5	0	0
ZWINT	0	0
IPMK	1	0
CISD1	0	1
UBE2D1	0	0
TFAM	1	0
BICC1	1	0
PHYHIPL	0	0
FAM13C	0	0
SLC16A9	0	0
CCDC6	0	0
C10orf40	0	0
ANK3	0	1
CDK1	1	0
RHOBTB1	0	0
TMEM26	0	0
C10orf107	0	0
ARID5B	1	0
RTKN2	0	0
ZNF365	0	0
ADO	0	0
EGR2	1	0
NRBF2	0	0
JMJD1C	0	0
REEP3	0	0
CTNNA3	0	0
LRRTM3	0	0
DNAJC12	0	0
SIRT1	1	0
HERC4	0	1
MYPN	0	0
ATOH7	0	1
PBLD	0	0
HNRNPH3	0	0
RUFY2	0	0
DNA2	0	0
SLC25A16	0	0
TET1	0	1
CCAR1	0	0
STOX1	0	0
DDX50	0	0
DDX21	0	0
KIAA1279	0	0
SRGN	0	1
VPS26A	1	0
SUPV3L1	1	0
HKDC1	0	0
HK1	0	1
TACR2	0	0
TSPAN15	0	0
NEUROG3	1	0
C10orf35	0	0
COL13A1	0	1
H2AFY2	0	0
AIFM2	0	1
TYSND1	0	0
SAR1A	0	0
PPA1	0	0
NPFFR1	0	0
LRRC20	0	0
EIF4EBP2	0	1
NODAL	1	0
AC022532.1	0	0
KIAA1274	0	0
PRF1	0	1
ADAMTS14	0	0
TBATA	0	1
SGPL1	0	1
PCBD1	0	1
UNC5B	1	0
SLC29A3	0	0
CDH23	0	1
C10orf105	0	0
C10orf54	0	0
PSAP	1	0
CHST3	0	1
SPOCK2	0	0
ASCC1	0	0
ANAPC16	0	0
DDIT4	0	1
DNAJB12	0	0
MICU1	0	0
MCU	0	0
OIT3	0	0
PLA2G12B	0	0
P4HA1	1	0
NUDT13	0	0
ECD	1	0
FAM149B1	0	0
DNAJC9	0	0
MRPS16	0	0
DNAJC9-AS1	0	0
TTC18	0	0
ANXA7	1	0
MSS51	0	0
PPP3CB	0	1
USP54	0	0
MYOZ1	0	1
SYNPO2L	0	0
AGAP5	0	0
SEC24C	0	0
FUT11	0	0
CHCHD1	0	0
KIAA0913	0	0
NDST2	0	1
CAMK2G	0	1
PLAU	0	1
C10orf55	0	0
VCL	1	0
AP3M1	0	0
ADK	1	0
KAT6B	1	0
DUPD1	0	0
DUSP13	0	0
SAMD8	0	0
VDAC2	0	0
COMTD1	0	0
ZNF503	0	0
AC010997.1	0	0
ZNF503-AS2	0	0
C10orf11	0	0
KCNMA1	0	1
DLG5	0	1
AL391421.1	0	0
POLR3A	0	0
RPS24	0	0
ZMIZ1	1	0
PPIF	0	1
ZCCHC24	0	0
EIF5AL1	0	0
SFTPA2	0	0
SFTPA1	0	0
FAM22B	0	0
FAM22E	0	0
SFTPD	0	1
C10orf57	0	0
PLAC9	0	0
ANXA11	0	0
AL359195.1	0	0
MAT1A	0	1
DYDC1	0	0
DYDC2	0	0
FAM213A	0	0
TSPAN14	0	0
SH2D4B	0	0
NRG3	0	1
GHITM	0	0
C10orf99	0	0
CDHR1	0	1
LRIT2	0	0
LRIT1	0	0
RGR	0	1
FAM190B	0	0
GRID1	0	1
WAPAL	0	0
OPN4	0	1
LDB3	1	0
BMPR1A	1	0
MMRN2	0	0
SNCG	0	1
C10orf116	0	0
FAM25A	0	0
GLUD1	0	1
FAM35A	0	0
FAM22A	0	0
FAM22D	0	0
MINPP1	0	1
PAPSS2	0	1
ATAD1	0	1
KLLN	0	0
PTEN	1	0
RNLS	0	0
LIPJ	0	0
LIPF	0	0
LIPK	0	0
LIPN	0	0
LIPM	0	0
ANKRD22	0	0
STAMBPL1	0	0
ACTA2	0	1
FAS	0	1
CH25H	0	1
LIPA	0	1
IFIT2	0	0
IFIT3	0	0
IFIT1B	0	0
IFIT1	0	0
IFIT5	0	0
SLC16A12	0	0
PANK1	0	1
KIF20B	0	0
HTR7	0	1
RPP30	0	0
ANKRD1	0	0
PCGF5	0	0
HECTD2	0	0
PPP1R3C	1	0
TNKS2	1	0
FGFBP3	0	1
BTAF1	0	1
CPEB3	0	0
05-Mar	0	0
IDE	0	1
KIF11	1	0
HHEX	1	0
EXOC6	1	0
CYP26C1	0	1
CYP26A1	1	0
MYOF	0	1
CEP55	0	0
O3FAR1	0	1
RBP4	0	1
PDE6C	0	1
FRA10AC1	0	0
LGI1	0	1
SLC35G1	0	0
PLCE1	0	1
NOC3L	0	0
TBC1D12	0	0
HELLS	1	0
CYP2C18	0	0
CYP2C19	0	0
CYP2C9	0	0
CYP2C8	0	0
C10orf129	0	0
PDLIM1	0	0
SORBS1	0	1
RP11-476E15.3	0	0
ALDH18A1	0	0
TCTN3	0	0
ENTPD1	0	1
C10orf131	0	0
CC2D2B	0	0
CCNJ	0	0
BLNK	0	1
DNTT	0	1
OPALIN	0	0
TLL2	0	1
TM9SF3	0	0
PIK3AP1	0	1
LCOR	0	0
C10orf12	0	0
ARHGAP19	0	1
SLIT1	0	0
FRAT1	0	1
FRAT2	0	1
RRP12	0	0
AL355490.1	0	0
PGAM1	0	0
EXOSC1	0	0
ZDHHC16	0	0
MMS19	0	0
UBTD1	0	0
ANKRD2	0	0
HOGA1	0	0
PI4K2A	0	1
RP11-548K23.11	0	0
C10orf62	0	0
MORN4	0	0
AVPI1	0	0
MARVELD1	0	0
ZFYVE27	0	0
SFRP5	0	1
GOLGA7B	0	0
CRTAC1	0	1
R3HCC1L	0	0
LOXL4	0	0
PYROXD2	0	0
HPS1	0	1
HPSE2	0	0
CNNM1	0	0
GOT1	0	0
NKX2-3	1	0
SLC25A28	0	0
ENTPD7	0	0
CUTC	0	0
COX15	1	0
ABCC2	0	1
DNMBP	0	0
CPN1	0	1
ERLIN1	0	0
CHUK	1	0
CWF19L1	0	0
BLOC1S2	0	0
PKD2L1	0	1
SCD	1	0
WNT8B	0	0
SEC31B	0	0
RP11-411B6.6	0	0
NDUFB8	0	0
HIF1AN	0	1
PAX2	1	0
FAM178A	0	0
MRPL43	0	0
SEMA4G	0	1
C10orf2	0	0
LZTS2	0	0
PDZD7	0	0
SFXN3	0	0
KAZALD1	0	0
TLX1	0	1
LBX1	1	0
BTRC	0	1
DPCD	0	0
POLL	1	0
FBXW4	0	1
FGF8	1	0
NPM3	0	0
MGEA5	0	0
KCNIP2	0	1
C10orf76	0	0
HPS6	0	1
LDB1	1	0
PPRC1	0	0
NOLC1	0	0
ELOVL3	0	1
PITX3	0	1
GBF1	0	0
NFKB2	0	1
PSD	0	0
FBXL15	0	0
CUEDC2	0	0
C10orf95	0	0
TMEM180	0	0
ACTR1A	0	0
SUFU	1	0
TRIM8	0	0
ARL3	1	0
SFXN2	0	0
WBP1L	0	0
CYP17A1	1	0
C10orf32	0	0
AS3MT	0	1
CNNM2	0	0
NT5C2	0	0
INA	0	1
PCGF6	0	0
TAF5	0	0
USMG5	0	0
PDCD11	0	0
CALHM2	0	0
CALHM1	0	0
CALHM3	0	0
NEURL	0	1
SH3PXD2A	0	0
OBFC1	0	0
SLK	0	0
COL17A1	1	0
SFR1	0	0
WDR96	0	0
GSTO1	0	0
GSTO2	0	0
ITPRIP	0	1
CCDC147	0	0
SORCS3	0	0
SORCS1	0	1
XPNPEP1	0	0
RP11-451M19.3	0	0
ADD3	0	1
MXI1	0	1
SMNDC1	0	0
DUSP5	0	0
SMC3	0	0
RBM20	0	0
PDCD4	0	1
BBIP1	0	0
SHOC2	1	0
ADRA2A	0	1
GPAM	0	1
TECTB	0	1
ACSL5	0	0
ZDHHC6	0	0
VTI1A	0	1
TCF7L2	1	0
HABP2	0	0
NRAP	0	0
CASP7	0	1
PLEKHS1	0	0
DCLRE1A	0	1
NHLRC2	0	0
AL162407.1	0	0
ADRB1	1	0
C10orf118	0	0
TDRD1	0	1
VWA2	0	0
AFAP1L2	0	0
ABLIM1	0	1
FAM160B1	0	0
TRUB1	0	0
ATRNL1	0	0
GFRA1	1	0
CCDC172	0	0
PNLIPRP3	0	0
PNLIP	0	1
PNLIPRP1	0	0
C10orf82	0	0
HSPA12A	0	0
ENO4	0	0
KIAA1598	0	0
VAX1	1	0
KCNK18	0	1
SLC18A2	1	0
PDZD8	0	0
EMX2	1	0
RAB11FIP2	0	0
FAM204A	0	0
PRLHR	0	1
CACUL1	0	0
NANOS1	0	1
EIF3A	0	0
FAM45A	0	0
SFXN4	0	0
PRDX3	0	1
GRK5	0	1
RGS10	1	0
TIAL1	1	0
BAG3	1	0
INPP5F	0	1
MCMBP	0	0
SEC23IP	0	1
PPAPDC1A	0	0
C10orf85	0	0
WDR11	0	0
FGFR2	1	0
ATE1	1	0
NSMCE4A	0	0
TACC2	0	1
BTBD16	0	0
PLEKHA1	1	0
ARMS2	0	0
HTRA1	0	0
DMBT1	1	0
C10orf120	0	0
CUZD1	0	1
FAM24B	0	0
FAM24A	0	0
C10orf88	0	0
PSTK	0	0
IKZF5	0	0
ACADSB	0	0
HMX3	1	0
HMX2	1	0
BUB3	1	0
GPR26	0	0
CPXM2	0	0
CHST15	0	1
OAT	1	0
NKX1-2	0	0
LHPP	0	0
RP11-12J10.3	0	0
FAM53B	0	0
METTL10	0	0
FAM175B	0	0
ZRANB1	0	0
CTBP2	1	0
C10orf122	0	0
C10orf137	0	0
AL158835.1	0	0
MMP21	0	0
UROS	1	0
BCCIP	0	0
DHX32	0	0
FANK1	0	0
ADAM12	1	0
C10orf90	0	0
DOCK1	1	0
FAM196A	0	0
NPS	0	0
FOXI2	0	0
CLRN3	0	0
PTPRE	0	1
MKI67	0	0
MGMT	0	1
EBF3	1	0
GLRX3	1	0
TCERG1L	0	0
AL450307.1	0	0
PPP2R2D	0	0
BNIP3	0	1
JAKMIP3	0	0
DPYSL4	0	1
STK32C	0	0
LRRC27	0	0
PWWP2B	0	0
C10orf91	0	0
INPP5A	1	0
NKX6-2	0	1
TTC40	0	0
GPR123	0	0
KNDC1	0	1
UTF1	0	0
VENTX	0	0
ADAM8	0	1
TUBGCP2	0	0
ZNF511	0	0
CALY	0	1
PRAP1	0	0
C10orf125	0	0
ECHS1	0	0
PAOX	0	0
MTG1	0	0
SPRN	0	0
RP11-108K14.4	0	0
CYP2E1	0	1
SYCE1	0	1
AL161645.1	0	0
FRG2B	0	0
BET1L	0	0
SCGB1C1	0	0
ODF3	0	0
RIC8A	1	0
SIRT3	0	1
PSMD13	0	0
NLRP6	0	1
ATHL1	0	0
IFITM5	0	0
IFITM2	0	0
IFITM1	0	0
IFITM3	0	0
B4GALNT4	0	0
PKP3	0	1
SIGIRR	0	1
ANO9	0	0
PTDSS2	0	1
RNH1	0	0
HRAS	0	1
LRRC56	0	0
C11orf35	0	0
RASSF7	0	0
PHRF1	0	0
IRF7	0	1
CDHR5	0	0
SCT	0	1
DRD4	0	1
DEAF1	1	0
EPS8L2	0	0
TMEM80	0	0
TALDO1	0	1
PDDC1	0	0
AP006621.5	0	0
CEND1	0	1
SLC25A22	0	0
PIDD	0	1
RPLP2	0	0
PNPLA2	0	1
EFCAB4A	0	0
CD151	0	1
POLR2L	0	0
TSPAN4	0	0
CHID1	0	0
AP2A2	0	0
MUC6	0	0
MUC2	0	1
MUC5AC	0	1
MUC5B	0	0
TOLLIP	0	1
BRSK2	0	1
MOB2	0	0
DUSP8	0	0
KRTAP5-1	0	0
KRTAP5-2	0	0
KRTAP5-3	0	0
KRTAP5-4	0	0
KRTAP5-5	0	0
KRTAP5-6	0	0
IFITM10	0	0
RP11-295K3.1	0	0
CTSD	0	1
SYT8	0	0
TNNI2	0	0
LSP1	0	1
C11orf89	0	0
TNNT3	0	0
MRPL23	0	0
IGF2	1	0
INS-IGF2	0	0
IGF2-AS	0	0
INS	1	0
TH	1	0
ASCL2	1	0
C11orf21	0	0
TSPAN32	0	1
CD81	0	1
TSSC4	0	0
TRPM5	0	1
KCNQ1	0	1
CDKN1C	1	0
SLC22A18AS	0	0
SLC22A18	0	0
PHLDA2	0	1
NAP1L4	0	0
AC131971.1	0	0
CARS	0	0
OSBPL5	0	0
MRGPRG	0	0
C11orf36	0	0
MRGPRE	0	0
ZNF195	0	0
ART5	0	0
ART1	0	0
CHRNA10	0	1
NUP98	1	0
PGAP2	0	0
RHOG	0	1
STIM1	1	0
RRM1	0	0
OR52B4	0	0
TRIM21	0	1
OR52K2	0	0
OR52K1	0	0
OR52M1	0	0
C11orf40	0	0
OR52I2	0	0
OR52I1	0	0
TRIM68	0	0
OR51D1	0	0
OR51E1	0	0
OR51E2	0	1
OR51C1P	0	0
MMP26	0	0
AC103710.1	0	0
OR51F1	0	0
OR52R1	0	0
OR51F2	0	0
OR51S1	0	0
OR51H1P	0	0
OR51T1	0	0
OR51A7	0	0
OR51G2	0	0
OR51G1	0	0
OR51A4	0	0
OR51A2	0	0
OR51L1	0	0
OR52J3	0	0
OR52E2	0	0
OR52A5	0	0
OR52A1	0	0
OR51V1	0	0
HBB	0	0
HBD	0	0
HBG1	0	0
HBG2	0	0
HBE1	0	0
OR51B4	0	0
OR51B2	0	0
OR51B5	0	0
OR51B6	0	0
OR51M1	0	0
OR51J1	0	0
OR51Q1	0	0
OR51I1	0	0
OR51I2	0	0
OR52D1	0	0
UBQLN3	0	0
UBQLNL	0	0
OR52H1	0	0
OR52B6	0	0
TRIM6	0	0
TRIM34	0	0
TRIM6-TRIM34	0	0
TRIM5	0	0
TRIM22	0	0
OR56B1	0	0
OR52N4	0	0
OR52N5	0	0
OR52N1	0	0
OR52N2	0	0
OR52E6	0	0
OR52E8	0	0
OR52E4	0	0
OR56A3	0	0
OR52L1	0	0
OR56A4	0	0
OR56A1	0	0
OR56B4	0	0
AC111177.1	0	0
AC022762.1	0	0
OR52B2	0	0
OR52W1	0	0
C11orf42	0	0
FAM160A2	0	0
CNGA4	0	1
CCKBR	0	1
PRKCDBP	0	0
SMPD1	0	1
APBB1	0	1
HPX	0	1
TRIM3	0	1
ARFIP2	0	0
FXC1	0	0
CTD-2010I16.2	0	0
DNHD1	0	0
RRP8	0	0
ILK	1	0
TAF10	1	0
TPP1	1	0
DCHS1	1	0
MRPL17	0	0
OR2AG2	0	0
OR2AG1	0	0
OR6A2	0	0
OR10A5	0	1
OR10A2	0	1
OR10A4	0	1
OR2D2	0	0
OR2D3	0	0
ZNF215	0	0
ZNF214	0	0
NLRP14	0	0
RBMXL2	0	0
SYT9	0	0
OLFML1	0	0
PPFIBP2	0	0
CYB5R2	0	0
OR10AB1P	0	0
OR5P2	0	0
OR5P3	0	0
OR10A6	0	0
OR10A3	0	0
NLRP10	0	0
EIF3F	0	0
TUB	0	1
RIC3	0	0
LMO1	0	1
STK33	0	0
TRIM66	0	0
RPL27A	1	0
ST5	0	0
AKIP1	0	0
C11orf16	0	0
ASCL3	0	1
TMEM9B	0	0
NRIP3	0	0
SCUBE2	0	0
DENND5A	0	0
TMEM41B	0	0
IPO7	0	0
ZNF143	0	1
WEE1	1	0
SWAP70	0	1
SBF2	0	1
ADM	1	0
AMPD3	0	0
MTRNR2L8	0	0
RNF141	0	0
LYVE1	0	1
MRVI1	0	1
CTR9	0	0
EIF4G2	1	0
ZBED5	0	0
GALNTL4	0	0
USP47	0	1
DKK3	0	1
MICAL2	0	0
MICALCL	0	0
PARVA	1	0
TEAD1	1	0
ARNTL	0	1
BTBD10	0	0
PTH	0	1
FAR1	0	0
RRAS2	0	1
COPB1	0	0
RP11-140L24.4	0	0
PSMA1	0	0
PDE3B	0	1
CYP2R1	0	0
CALCB	0	0
CALCA	0	1
INSC	0	0
SOX6	1	0
C11orf58	0	0
PLEKHA7	0	0
RPS13	0	0
PIK3C2A	0	1
NUCB2	0	1
NCR3LG1	0	0
KCNJ11	0	1
ABCC8	0	1
USH1C	0	1
OTOG	0	1
MYOD1	0	1
KCNC1	0	0
SERGEF	0	0
TPH1	0	1
SAAL1	0	0
MRGPRX3	0	0
RP11-113D6.6	0	0
MRGPRX4	0	0
RP11-113D6.10	0	0
SAA4	0	0
SAA2	1	0
SAA1	0	1
HPS5	0	1
GTF2H1	0	0
LDHA	1	0
LDHC	0	1
LDHAL6A	0	0
TSG101	1	0
UEVLD	0	0
SPTY2D1	0	0
TMEM86A	0	0
IGSF22	0	0
PTPN5	0	0
MRGPRX1	0	0
MRGPRX2	0	0
ZDHHC13	0	1
CSRP3	1	0
E2F8	0	1
NAV2	0	1
DBX1	1	0
HTATIP2	0	1
PRMT3	0	1
SLC6A5	1	0
NELL1	1	0
ANO5	0	0
SLC17A6	1	0
FANCF	0	0
AC103801.2	0	0
GAS2	0	0
SVIP	0	0
RP11-17A1.2	0	0
LUZP2	0	1
ANO3	0	0
MUC15	0	0
SLC5A12	0	0
FIBIN	0	0
BBOX1	0	0
CCDC34	0	0
LGR4	1	0
LIN7C	0	1
BDNF	1	0
KIF18A	0	0
METTL15	0	0
KCNA4	0	1
FSHB	0	1
C11orf46	0	0
MPPED2	0	0
DCDC5	0	0
DCDC1	0	0
DNAJC24	1	0
IMMP1L	0	0
ELP4	0	0
PAX6	1	0
RCN1	0	0
WT1	1	0
EIF3M	0	0
CCDC73	0	0
PRRG4	0	0
QSER1	0	0
DEPDC7	0	0
TCP11L1	0	0
CSTF3	0	0
HIPK3	0	0
C11orf41	0	0
C11orf91	0	0
CD59	0	1
FBXO3	0	0
LMO2	1	0
AC132216.1	0	0
CAPRIN1	1	0
NAT10	0	0
ABTB2	0	0
CAT	0	1
ELF5	1	0
EHF	0	0
APIP	0	0
PDHX	0	0
CD44	0	1
SLC1A2	1	0
PAMR1	0	0
FJX1	0	1
TRIM44	0	0
LDLRAD3	0	0
LINC00610	0	0
COMMD9	0	0
PRR5L	0	0
TRAF6	1	0
RAG1	0	1
RAG2	0	1
C11orf74	0	0
LRRC4C	0	0
API5	0	0
TTC17	0	0
HSD17B12	1	0
ALKBH3	0	1
C11orf96	0	0
ACCSL	0	0
ACCS	0	0
EXT2	1	0
ALX4	1	0
CD82	0	0
TSPAN18	0	0
TP53I11	0	0
PRDM11	0	0
AC103681.1	0	0
SYT13	0	0
CHST1	0	0
CTD-2210P24.4	0	0
SLC35C1	1	0
CRY2	0	1
MAPK8IP1	1	0
C11orf94	0	0
PEX16	0	0
GYLTL1B	0	0
PHF21A	1	0
CREB3L1	0	1
DGKZ	0	1
MDK	0	1
CHRM4	0	1
AMBRA1	1	0
HARBI1	0	0
ATG13	0	0
ARHGAP1	1	0
ZNF408	0	0
F2	1	0
CKAP5	0	1
LRP4	1	0
C11orf49	0	0
ARFGAP2	0	0
PACSIN3	0	0
DDB2	0	1
ACP2	0	1
NR1H3	0	1
MADD	1	0
MYBPC3	0	1
SPI1	1	0
SLC39A13	0	1
PSMC3	1	0
RAPSN	1	0
CELF1	1	0
NDUFS3	0	0
PTPMT1	1	0
KBTBD4	0	0
AC104942.1	0	0
FAM180B	0	0
C1QTNF4	0	0
MTCH2	0	0
AGBL2	0	0
FNBP4	0	0
NUP160	0	0
PTPRJ	1	0
OR4B1	0	0
OR4X2	0	0
OR4X1	0	0
OR4S1	0	0
OR4C3	0	0
OR4C5	0	0
OR4A47	0	0
TRIM49B	0	0
TRIM64C	0	0
FOLH1	0	1
OR4C13	0	0
OR4C12	0	0
OR4A5	0	0
OR4C46	0	0
TRIM48	0	0
OR4A16	0	0
OR4A15	0	0
OR4C15	0	0
OR4C16	0	0
OR4C11	0	0
OR4P4	0	0
OR4S2	0	0
OR4C6	0	0
OR5D13	0	0
OR5D14	0	0
OR5L1	0	0
OR5D18	0	0
OR5L2	0	0
OR5D16	0	0
TRIM51	0	0
OR5W2	0	0
OR5I1	0	0
OR10AG1	0	0
OR5F1	0	0
OR5AS1	0	0
OR8I2	0	0
OR8H2	0	0
OR8H3	0	0
OR8J3	0	0
OR8K5	0	0
OR5J2	0	0
OR5T2	0	0
OR5T3	0	0
OR5T1	0	0
OR8H1	0	0
OR8K3	0	0
OR8K1	0	0
OR8J1	0	0
OR8U1	0	0
OR5R1	0	0
OR5M9	0	0
OR5M3	0	0
OR5M8	0	0
OR5M11	0	0
OR5M10	0	0
OR5M1	0	0
OR5AP2	0	0
OR5AR1	0	0
OR9G1	0	0
OR9G4	0	0
OR5AK2	0	0
LRRC55	0	0
APLNR	1	0
TNKS1BP1	0	0
SSRP1	1	0
P2RX3	0	1
PRG3	0	0
PRG2	0	1
RP11-872D17.8	0	0
SLC43A3	0	0
RTN4RL2	0	1
SLC43A1	0	0
TIMM10	0	0
SMTNL1	0	1
UBE2L6	0	0
SERPING1	0	1
YPEL4	0	0
CLP1	0	0
ZDHHC5	0	0
MED19	0	0
TMX2	0	0
TMX2-CTNND1	0	0
C11orf31	0	0
RP11-691N7.6	0	0
BTBD18	0	0
CTNND1	0	1
OR9Q1	0	0
OR6Q1	0	0
OR9I1	0	0
OR9Q2	0	0
OR1S2	0	0
OR1S1	0	0
OR10Q1	0	0
OR10W1	0	0
OR5B17	0	0
OR5B3	0	0
OR5B2	0	0
OR5B12	0	0
OR5B21	0	0
LPXN	0	0
ZFP91	0	0
ZFP91-CNTF	0	0
CNTF	1	0
GLYAT	0	0
GLYATL2	0	0
GLYATL1	0	0
AP001652.1	0	0
FAM111B	0	0
FAM111A	0	0
DTX4	0	0
MPEG1	0	0
OR5AN1	0	0
OR5A2	0	0
OR5A1	0	0
OR4D6	0	0
OR4D10	0	0
OR4D11	0	0
OR4D9	0	0
OSBP	0	0
PATL1	0	0
OR10V1	0	0
STX3	0	0
MRPL16	0	0
GIF	0	0
TCN1	0	0
AP000790.1	0	0
PLAC1L	0	0
MS4A3	0	0
MS4A2	0	1
MS4A6A	0	0
MS4A4E	0	0
MS4A4A	0	0
MS4A6E	0	0
MS4A7	0	0
MS4A14	0	0
MS4A5	0	0
MS4A1	0	1
MS4A12	0	0
MS4A13	0	0
MS4A8B	0	0
MS4A18	0	0
MS4A15	0	0
MS4A10	0	0
CCDC86	1	0
PTGDR2	0	1
ZP1	0	1
PRPF19	1	0
TMEM109	0	1
TMEM132A	0	0
SLC15A3	0	0
CD6	0	0
CD5	0	1
VPS37C	0	0
PGA3	0	0
PGA4	0	0
PGA5	0	0
VWCE	0	0
DDB1	1	0
DAK	0	0
CYBASC3	0	0
TMEM138	0	0
TMEM216	0	0
CPSF7	0	0
RP11-286N22.8	0	0
SDHAF2	0	0
PPP1R32	0	0
LRRC10B	0	0
SYT7	0	1
DAGLA	0	1
C11orf9	0	0
AP002380.1	0	0
C11orf10	0	0
FEN1	1	0
FADS2	0	1
FADS1	0	0
FADS3	0	0
RAB3IL1	0	0
BEST1	0	1
FTH1	1	0
