Rank,ID,Name,Interactant count,Score
1,2100,ESR2,2292,2.87E-03
2,4914,NTRK1,1971,2.86E-03
3,2177,FANCD2,1662,1.96E-03
4,1956,EGFR,1281,1.65E-03
5,4343,MOV10,1033,1.61E-03
6,7157,TP53,1183,1.44E-03
7,9343,EFTUD2,1304,1.29E-03
8,63891,RNF123,779,1.22E-03
9,672,BRCA1,1089,1.19E-03
10,84708,LNX1,389,1.10E-03
11,1080,CFTR,770,1.01E-03
12,10614,HEXIM1,853,1.01E-03
13,4171,MCM2,978,9.64E-04
14,2033,EP300,581,9.55E-04
15,10551,AGR2,833,9.36E-04
16,51574,LARP7,982,9.16E-04
17,821,CANX,561,8.13E-04
18,83987,CCDC8,554,8.12E-04
19,26270,FBXO6,624,7.74E-04
20,2335,FN1,785,7.67E-04
21,1540,CYLD,638,7.54E-04
22,3309,HSPA5,572,7.51E-04
23,2146,EZH2,745,7.46E-04
24,2130,EWSR1,688,7.31E-04
25,1499,CTNNB1,696,7.24E-04
26,23043,TNIK,287,7.21E-04
27,9820,CUL7,660,6.82E-04
28,988,CDC5L,629,6.79E-04
29,3192,HNRNPU,577,6.67E-04
30,23363,OBSL1,645,6.51E-04
31,2932,GSK3B,387,6.40E-04
32,6714,SRC,419,6.19E-04
33,54542,RC3H2,602,5.85E-04
34,213,ALB,222,5.77E-04
35,5728,PTEN,348,5.75E-04
36,10618,TGOLN2,461,5.75E-04
37,26123,TCTN3,318,5.74E-04
38,1025,CDK9,553,5.67E-04
39,1108,CHD4,668,5.66E-04
40,9448,MAP4K4,71,5.63E-04
41,149041,RC3H1,597,5.55E-04
42,25793,FBXO7,522,5.49E-04
43,1915,EEF1A1,460,5.48E-04
44,6117,RPA1,521,5.42E-04
45,3676,ITGA4,519,5.40E-04
46,7158,TP53BP1,412,5.22E-04
47,28960,DCPS,374,5.12E-04
48,8945,BTRC,407,5.08E-04
49,3065,HDAC1,604,5.05E-04
50,3315,HSPB1,450,5.02E-04
51,9512,PMPCB,86,4.99E-04
52,5597,MAPK6,444,4.97E-04
53,3326,HSP90AB1,435,4.85E-04
54,1191,CLU,154,4.79E-04
55,5163,PDK1,289,4.72E-04
56,3428,IFI16,370,4.61E-04
57,5727,PTCH1,188,4.48E-04
58,3064,HTT,267,4.41E-04
59,6119,RPA3,418,4.40E-04
60,7112,TMPO,387,4.39E-04
61,7434,VIPR2,97,4.34E-04
62,10492,SYNCRIP,428,4.32E-04
63,5518,PPP2R1A,405,4.27E-04
64,7430,EZR,333,4.27E-04
65,29079,MED4,370,4.26E-04
66,2064,ERBB2,298,4.26E-04
67,1387,CREBBP,400,4.24E-04
68,7431,VIM,352,4.22E-04
69,4831,NME2,101,4.21E-04
70,1738,DLD,387,4.17E-04
71,57520,HECW2,303,4.12E-04
72,9659,PDE4DIP,297,4.10E-04
73,83732,RIOK1,472,4.07E-04
74,4627,MYH9,376,4.03E-04
75,3187,HNRNPH1,302,3.96E-04
76,399687,MYO18A,176,3.96E-04
77,8826,IQGAP1,334,3.90E-04
78,3837,KPNB1,300,3.90E-04
79,5430,POLR2A,347,3.87E-04
80,9229,DLGAP1,167,3.83E-04
81,5295,PIK3R1,317,3.82E-04
82,9924,PAN2,368,3.81E-04
83,23136,EPB41L3,120,3.76E-04
84,9657,IQCB1,318,3.75E-04
85,4670,HNRNPM,379,3.75E-04
86,79922,MRM1,268,3.74E-04
87,4802,NFYC,67,3.73E-04
88,55006,TRMT61B,240,3.71E-04
89,367,AR,334,3.69E-04
90,708,C1QBP,336,3.67E-04
91,51084,CRYL1,48,3.65E-04
92,23028,KDM1A,414,3.60E-04
93,9656,MDC1,320,3.59E-04
94,867,CBL,299,3.55E-04
95,79084,WDR77,278,3.53E-04
96,2023,ENO1,332,3.51E-04
97,120892,LRRK2,265,3.47E-04
98,145508,CEP128,277,3.45E-04
99,4734,NEDD4,324,3.42E-04
100,23390,ZDHHC17,245,3.41E-04
101,7314,UBB,244,3.39E-04
102,26136,TES,287,3.36E-04
103,79867,TCTN2,276,3.34E-04
104,3066,HDAC2,395,3.33E-04
105,5108,PCM1,278,3.28E-04
106,57542,KLHL42,42,3.27E-04
107,55072,RNF31,319,3.27E-04
108,154,ADRB2,262,3.25E-04
109,1653,DDX1,251,3.25E-04
110,286,ANK1,32,3.21E-04
111,81609,SNX27,86,3.20E-04
112,1655,DDX5,283,3.19E-04
113,6389,SDHA,243,3.13E-04
114,2065,ERBB3,203,3.12E-04
115,4646,MYO6,211,3.11E-04
116,51555,PEX5L,44,3.09E-04
117,6929,TCF3,276,3.08E-04
118,5595,MAPK3,277,3.07E-04
119,26986,PABPC1,302,3.06E-04
120,2944,GSTM1,9,3.03E-04
121,10488,CREB3,221,3.03E-04
122,3611,ILK,244,3.00E-04
123,7013,TERF1,318,3.00E-04
124,830,CAPZA2,277,2.98E-04
125,57122,NUP107,119,2.97E-04
126,56993,TOMM22,185,2.97E-04
127,4641,MYO1C,217,2.95E-04
128,3185,HNRNPF,302,2.90E-04
129,8626,TP63,281,2.88E-04
130,1432,MAPK14,272,2.88E-04
131,7448,VTN,133,2.86E-04
132,4771,NF2,260,2.86E-04
133,23322,RPGRIP1L,204,2.85E-04
134,23411,SIRT1,270,2.84E-04
135,1654,DDX3X,276,2.82E-04
136,4089,SMAD4,264,2.82E-04
137,142,PARP1,311,2.80E-04
138,155061,ZNF746,294,2.78E-04
139,991,CDC20,177,2.77E-04
140,10524,KAT5,260,2.75E-04
141,6050,RNH1,56,2.75E-04
142,1355,COX15,200,2.75E-04
143,2103,ESRRB,251,2.74E-04
144,2058,EPRS1,237,2.73E-04
145,26260,FBXO25,193,2.72E-04
146,10059,DNM1L,219,2.70E-04
147,6059,ABCE1,254,2.68E-04
148,5371,PML,268,2.67E-04
149,23426,GRIP1,60,2.67E-04
150,57142,RTN4,129,2.67E-04
151,6597,SMARCA4,291,2.66E-04
152,10956,OS9,113,2.64E-04
153,22976,PAXIP1,268,2.63E-04
154,71,ACTG1,200,2.63E-04
155,26524,LATS2,213,2.61E-04
156,4851,NOTCH1,247,2.61E-04
157,1938,EEF2,258,2.57E-04
158,10528,NOP56,294,2.56E-04
159,580,BARD1,283,2.56E-04
160,10419,PRMT5,253,2.54E-04
161,5538,PPT1,226,2.54E-04
162,51520,LARS1,206,2.54E-04
163,5048,PAFAH1B1,110,2.53E-04
164,10128,LRPPRC,228,2.53E-04
165,6711,SPTBN1,198,2.52E-04
166,26227,PHGDH,159,2.50E-04
167,5315,PKM,223,2.50E-04
168,5859,QARS1,215,2.50E-04
169,9146,HGS,257,2.49E-04
170,200576,PIKFYVE,19,2.49E-04
171,324,APC,234,2.47E-04
172,84790,TUBA1C,242,2.46E-04
173,94081,SFXN1,203,2.46E-04
174,56339,METTL3,232,2.45E-04
175,10808,HSPH1,147,2.45E-04
176,7248,TSC1,195,2.45E-04
177,51474,LIMA1,274,2.44E-04
178,5925,RB1,272,2.44E-04
179,54908,SPDL1,275,2.44E-04
180,221154,MICU2,33,2.43E-04
181,3939,LDHA,187,2.41E-04
182,112724,RDH13,37,2.41E-04
183,7525,YES1,139,2.41E-04
184,221830,TWISTNB,23,2.39E-04
185,6997,TDGF1,44,2.38E-04
186,117178,SSX2IP,237,2.37E-04
187,841,CASP8,182,2.37E-04
188,22981,NINL,218,2.37E-04
189,3376,IARS1,212,2.36E-04
190,6199,RPS6KB2,230,2.35E-04
191,8997,KALRN,72,2.35E-04
192,5978,REST,259,2.34E-04
193,9439,MED23,216,2.34E-04
194,261734,NPHP4,228,2.34E-04
195,57521,RPTOR,239,2.34E-04
196,94097,SFXN5,24,2.33E-04
197,6184,RPN1,210,2.33E-04
198,51377,UCHL5,226,2.32E-04
199,79600,TCTN1,125,2.28E-04
200,7185,TRAF1,234,2.27E-04
201,2869,GRK5,177,2.27E-04
202,7086,TKT,189,2.26E-04
203,9611,NCOR1,220,2.26E-04
204,4287,ATXN3,149,2.26E-04
205,10521,DDX17,194,2.25E-04
206,9636,ISG15,191,2.24E-04
207,7266,DNAJC7,136,2.23E-04
208,23212,RRS1,180,2.22E-04
209,55366,LGR4,214,2.21E-04
210,23281,MTUS2,210,2.20E-04
211,38,ACAT1,87,2.20E-04
212,813,CALU,144,2.20E-04
213,4522,MTHFD1,106,2.19E-04
214,7059,THBS3,69,2.18E-04
215,8631,SKAP1,97,2.17E-04
216,64241,ABCG8,13,2.17E-04
217,51073,MRPL4,144,2.16E-04
218,1616,DAXX,175,2.15E-04
219,10992,SF3B2,245,2.15E-04
220,80184,CEP290,125,2.15E-04
221,9919,SEC16A,194,2.14E-04
222,7284,TUFM,220,2.14E-04
223,9869,SETDB1,151,2.14E-04
224,11190,CEP250,242,2.14E-04
225,11116,FGFR1OP,152,2.13E-04
226,4361,MRE11,149,2.13E-04
227,81565,NDEL1,130,2.13E-04
228,3872,KRT17,187,2.12E-04
229,3958,LGALS3,203,2.12E-04
230,8480,RAE1,146,2.11E-04
231,1936,EEF1D,167,2.11E-04
232,1615,DARS1,197,2.10E-04
233,9150,CTDP1,161,2.10E-04
234,10180,RBM6,31,2.09E-04
235,57511,COG6,79,2.09E-04
236,8239,USP9X,188,2.09E-04
237,9967,THRAP3,176,2.08E-04
238,26747,NUFIP1,116,2.08E-04
239,23327,NEDD4L,215,2.08E-04
240,5936,RBM4,233,2.07E-04
241,5580,PRKCD,176,2.06E-04
242,3055,HCK,97,2.04E-04
243,7251,TSG101,185,2.03E-04
244,56852,RAD18,198,2.02E-04
245,476,ATP1A1,192,2.02E-04
246,57017,COQ9,180,2.02E-04
247,54386,TERF2IP,157,2.01E-04
248,23673,STX12,107,2.01E-04
249,23317,DNAJC13,61,2.01E-04
250,55660,PRPF40A,209,2.01E-04
251,8648,NCOA1,116,1.99E-04
252,79968,WDR76,211,1.99E-04
253,5777,PTPN6,182,1.99E-04
254,2267,FGL1,70,1.99E-04
255,3113,HLA-DPA1,94,1.98E-04
256,990,CDC6,81,1.98E-04
257,9093,DNAJA3,115,1.98E-04
258,4736,RPL10A,220,1.98E-04
259,8761,PABPC4,180,1.97E-04
260,3735,KARS1,182,1.97E-04
261,1543,CYP1A1,71,1.95E-04
262,2358,FPR2,72,1.95E-04
263,84292,WDR83,139,1.94E-04
264,6646,SOAT1,172,1.93E-04
265,55626,AMBRA1,197,1.93E-04
266,6925,TCF4,233,1.93E-04
267,29896,TRA2A,224,1.93E-04
268,79677,SMC6,55,1.92E-04
269,3685,ITGAV,81,1.92E-04
270,3661,IRF3,95,1.92E-04
271,4176,MCM7,216,1.92E-04
272,3710,ITPR3,58,1.92E-04
273,25953,PNKD,101,1.92E-04
274,22985,ACIN1,136,1.91E-04
275,22914,KLRK1,8,1.91E-04
276,4928,NUP98,97,1.90E-04
277,29763,PACSIN3,65,1.90E-04
278,960,CD44,143,1.90E-04
279,790,CAD,181,1.89E-04
280,10459,MAD2L2,140,1.89E-04
281,5704,PSMC4,174,1.89E-04
282,26046,LTN1,128,1.89E-04
283,1891,ECH1,141,1.89E-04
284,4141,MARS1,177,1.89E-04
285,4843,NOS2,168,1.89E-04
286,8737,RIPK1,94,1.89E-04
287,472,ATM,210,1.88E-04
288,132320,SCLT1,154,1.87E-04
289,539,ATP5PO,138,1.87E-04
290,9101,USP8,90,1.86E-04
291,2060,EPS15,156,1.86E-04
292,6576,SLC25A1,136,1.85E-04
293,10383,TUBB4B,195,1.85E-04
294,6158,RPL28,187,1.85E-04
295,29091,STXBP6,16,1.84E-04
296,10514,MYBBP1A,172,1.84E-04
297,10454,TAB1,156,1.84E-04
298,5052,PRDX1,170,1.83E-04
299,11060,WWP2,202,1.83E-04
300,525,ATP6V1B1,108,1.82E-04
301,5770,PTPN1,175,1.82E-04
302,5717,PSMD11,176,1.82E-04
303,51548,SIRT6,184,1.81E-04
304,6601,SMARCC2,184,1.81E-04
305,93185,IGSF8,196,1.81E-04
306,345651,ACTBL2,185,1.81E-04
307,3956,LGALS1,113,1.80E-04
308,116840,CNTROB,123,1.80E-04
309,58477,SRPRB,154,1.80E-04
310,11064,CNTRL,161,1.80E-04
311,3866,KRT15,138,1.79E-04
312,1111,CHEK1,168,1.79E-04
313,4543,MTNR1A,159,1.79E-04
314,719,C3AR1,94,1.77E-04
315,81929,SEH1L,85,1.77E-04
316,9968,MED12,132,1.75E-04
317,64210,MMS19,202,1.75E-04
318,5917,RARS1,164,1.75E-04
319,3959,LGALS3BP,175,1.75E-04
320,10342,TFG,138,1.74E-04
321,2975,GTF3C1,107,1.74E-04
322,11252,PACSIN2,55,1.74E-04
323,3384,ICAM2,20,1.74E-04
324,202559,KHDRBS2,103,1.73E-04
325,3881,KRT31,209,1.73E-04
326,293,SLC25A6,146,1.73E-04
327,10871,CD300C,8,1.73E-04
328,7905,REEP5,77,1.73E-04
329,2189,FANCG,75,1.71E-04
330,54443,ANLN,154,1.70E-04
331,1147,CHUK,165,1.70E-04
332,163786,SASS6,78,1.70E-04
333,9126,SMC3,177,1.70E-04
334,1856,DVL2,185,1.70E-04
335,10445,MCRS1,78,1.70E-04
336,5903,RANBP2,158,1.70E-04
337,1454,CSNK1E,177,1.69E-04
338,4867,NPHP1,123,1.69E-04
339,55737,VPS35,85,1.69E-04
340,10250,SRRM1,178,1.69E-04
341,57062,DDX24,185,1.69E-04
342,5562,PRKAA1,147,1.69E-04
343,1716,DGUOK,72,1.67E-04
344,1407,CRY1,145,1.67E-04
345,81631,MAP1LC3B,115,1.67E-04
346,5335,PLCG1,172,1.67E-04
347,55746,NUP133,65,1.67E-04
348,9733,SART3,193,1.67E-04
349,4644,MYO5A,88,1.66E-04
350,11017,SNRNP27,117,1.66E-04
351,51651,PTRH2,142,1.65E-04
352,27185,DISC1,140,1.65E-04
353,29127,RACGAP1,105,1.65E-04
354,3383,ICAM1,182,1.65E-04
355,405,ARNT,178,1.65E-04
356,3106,HLA-B,88,1.65E-04
357,55165,CEP55,117,1.64E-04
358,81559,TRIM11,82,1.64E-04
359,5296,PIK3R2,137,1.63E-04
360,4544,MTNR1B,133,1.63E-04
361,9738,CCP110,73,1.63E-04
362,23054,NCOA6,87,1.63E-04
363,7249,TSC2,111,1.62E-04
364,4172,MCM3,170,1.62E-04
365,4291,MLF1,63,1.62E-04
366,823,CAPN1,136,1.61E-04
367,3359,HTR3A,99,1.61E-04
368,5984,RFC4,117,1.61E-04
369,27,ABL2,45,1.61E-04
370,894,CCND2,142,1.60E-04
371,51421,AMOTL2,89,1.60E-04
372,348995,NUP43,72,1.60E-04
373,386676,KRTAP10-9,166,1.59E-04
374,79902,NUP85,69,1.59E-04
375,5798,PTPRN,89,1.59E-04
376,56829,ZC3HAV1,174,1.59E-04
377,4436,MSH2,161,1.59E-04
378,11100,HNRNPUL1,150,1.59E-04
379,1832,DSP,133,1.59E-04
380,321,APBA2,34,1.58E-04
381,310,ANXA7,144,1.58E-04
382,23352,UBR4,141,1.58E-04
383,29121,CLEC2D,75,1.58E-04
384,23193,GANAB,128,1.58E-04
385,11335,CBX3,186,1.57E-04
386,3643,INSR,125,1.57E-04
387,1003,CDH5,94,1.57E-04
388,1739,DLG1,115,1.57E-04
389,581,BAX,99,1.56E-04
390,10097,ACTR2,154,1.56E-04
391,9181,ARHGEF2,111,1.56E-04
392,1780,DYNC1I1,64,1.56E-04
393,10484,SEC23A,114,1.55E-04
394,5297,PI4KA,93,1.55E-04
395,4724,NDUFS4,86,1.55E-04
396,1195,CLK1,173,1.55E-04
397,131450,CD200R1,9,1.55E-04
398,226,ALDOA,147,1.54E-04
399,150684,COMMD1,74,1.54E-04
400,8848,TSC22D1,89,1.54E-04
401,55031,USP47,92,1.54E-04
402,488,ATP2A2,124,1.54E-04
403,54464,XRN1,121,1.54E-04
404,5789,PTPRD,72,1.53E-04
405,9631,NUP155,72,1.53E-04
406,5536,PPP5C,127,1.53E-04
407,5339,PLEC,159,1.52E-04
408,9817,KEAP1,144,1.52E-04
409,23607,CD2AP,116,1.52E-04
410,57410,SCYL1,57,1.52E-04
411,10111,RAD50,131,1.52E-04
412,8302,KLRC4,5,1.52E-04
413,1024,CDK8,185,1.51E-04
414,140885,SIRPA,78,1.51E-04
415,24144,TFIP11,178,1.51E-04
416,6993,DYNLT1,130,1.49E-04
417,85302,FBF1,146,1.49E-04
418,83878,USHBP1,131,1.49E-04
419,7170,TPM3,158,1.49E-04
420,23439,ATP1B4,38,1.49E-04
421,55577,NAGK,97,1.49E-04
422,440,ASNS,97,1.49E-04
423,80273,GRPEL1,73,1.49E-04
424,51199,NIN,125,1.49E-04
425,57120,GOPC,136,1.49E-04
426,4035,LRP1,140,1.48E-04
427,9330,GTF3C3,89,1.48E-04
428,5431,POLR2B,144,1.48E-04
429,92609,TIMM50,125,1.48E-04
430,267,AMFR,130,1.48E-04
431,8089,YEATS4,144,1.47E-04
432,121441,NEDD1,143,1.47E-04
433,51133,KCTD3,130,1.47E-04
434,7517,XRCC3,157,1.47E-04
435,7082,TJP1,138,1.47E-04
436,22872,SEC31A,119,1.47E-04
437,4683,NBN,105,1.47E-04
438,3965,LGALS9,80,1.46E-04
439,7372,UMPS,55,1.46E-04
440,84078,KBTBD7,148,1.46E-04
441,3981,LIG4,134,1.46E-04
442,55093,WDYHV1,153,1.46E-04
443,2317,FLNB,122,1.46E-04
444,10131,TRAP1,144,1.46E-04
445,2185,PTK2B,99,1.46E-04
446,9260,PDLIM7,157,1.46E-04
447,80817,CEP44,141,1.45E-04
448,5585,PKN1,66,1.45E-04
449,5962,RDX,90,1.45E-04
450,3823,KLRC3,3,1.45E-04
451,3030,HADHA,130,1.45E-04
452,10919,EHMT2,168,1.44E-04
453,2274,FHL2,156,1.44E-04
454,3799,KIF5B,135,1.44E-04
455,9255,AIMP1,128,1.44E-04
456,6904,TBCD,62,1.44E-04
457,10397,NDRG1,133,1.44E-04
458,4723,NDUFV1,98,1.43E-04
459,79959,CEP76,159,1.43E-04
460,8202,NCOA3,157,1.43E-04
461,5905,RANGAP1,148,1.43E-04
462,2011,MARK2,117,1.43E-04
463,5434,POLR2E,141,1.42E-04
464,9412,MED21,126,1.42E-04
465,7153,TOP2A,143,1.42E-04
466,2778,GNAS,108,1.42E-04
467,1022,CDK7,142,1.42E-04
468,7171,TPM4,110,1.42E-04
469,9258,MFHAS1,95,1.42E-04
470,4605,MYBL2,60,1.42E-04
471,7414,VCL,131,1.42E-04
472,1647,GADD45A,88,1.41E-04
473,495,ATP4A,91,1.41E-04
474,7871,SLMAP,65,1.41E-04
475,57506,MAVS,111,1.41E-04
476,148066,ZNRF4,81,1.41E-04
477,3665,IRF7,51,1.40E-04
478,1894,ECT2,158,1.40E-04
479,10326,SIRPB1,5,1.40E-04
480,55835,CENPJ,149,1.40E-04
481,5329,PLAUR,114,1.40E-04
482,2263,FGFR2,106,1.39E-04
483,2780,GNAT2,15,1.39E-04
484,51512,GTSE1,147,1.39E-04
485,9731,CEP104,75,1.38E-04
486,55759,WDR12,74,1.38E-04
487,29966,STRN3,90,1.38E-04
488,11243,PMF1,79,1.38E-04
489,8829,NRP1,71,1.38E-04
490,55327,LIN7C,56,1.38E-04
491,2,A2M,122,1.37E-04
492,4926,NUMA1,127,1.37E-04
493,26528,DAZAP1,113,1.37E-04
494,25776,CBY1,152,1.37E-04
495,23582,CCNDBP1,95,1.37E-04
496,22995,CEP152,124,1.37E-04
497,54487,DGCR8,138,1.37E-04
498,9118,INA,59,1.37E-04
499,1500,CTNND1,104,1.37E-04
500,114548,NLRP3,54,1.37E-04
501,23304,UBR2,66,1.37E-04
502,9798,IST1,39,1.37E-04
503,9436,NCR2,2,1.37E-04
504,7265,TTC1,91,1.36E-04
505,7169,TPM2,122,1.36E-04
506,27074,LAMP3,64,1.36E-04
507,79026,AHNAK,131,1.36E-04
508,8887,TAX1BP1,83,1.36E-04
509,6741,SSB,139,1.36E-04
510,10318,TNIP1,104,1.35E-04
511,871,SERPINH1,126,1.35E-04
512,64750,SMURF2,144,1.35E-04
513,51602,NOP58,150,1.35E-04
514,10644,IGF2BP2,125,1.35E-04
515,6497,SKI,128,1.35E-04
516,84062,DTNBP1,137,1.35E-04
517,3843,IPO5,138,1.35E-04
518,5688,PSMA7,138,1.35E-04
519,93436,ARMC6,70,1.34E-04
520,9688,NUP93,108,1.34E-04
521,7088,TLE1,119,1.34E-04
522,23367,LARP1,156,1.34E-04
523,84365,NIFK,171,1.34E-04
524,301,ANXA1,118,1.33E-04
525,6871,TADA2A,150,1.33E-04
526,10973,ASCC3,66,1.33E-04
527,4957,ODF2,131,1.33E-04
528,4615,MYD88,85,1.33E-04
529,170506,DHX36,132,1.33E-04
530,6341,SCO1,123,1.32E-04
531,10527,IPO7,129,1.32E-04
532,163,AP2B1,132,1.32E-04
533,9221,NOLC1,144,1.32E-04
534,23521,RPL13A,158,1.31E-04
535,51663,ZFR,132,1.31E-04
536,889,KRIT1,18,1.31E-04
537,8216,LZTR1,81,1.31E-04
538,1981,EIF4G1,140,1.31E-04
539,4702,NDUFA8,99,1.31E-04
540,23190,UBXN4,35,1.30E-04
541,7884,SLBP,40,1.30E-04
542,5579,PRKCB,124,1.30E-04
543,51614,ERGIC3,67,1.30E-04
544,9612,NCOR2,139,1.30E-04
545,573,BAG1,92,1.30E-04
546,11186,RASSF1,96,1.30E-04
547,80321,CEP70,149,1.30E-04
548,2773,GNAI3,119,1.29E-04
549,3636,INPPL1,115,1.29E-04
550,5495,PPM1B,104,1.29E-04
551,8650,NUMB,76,1.29E-04
552,22984,PDCD11,138,1.29E-04
553,170572,HTR3C,81,1.29E-04
554,79784,MYH14,67,1.29E-04
555,54903,MKS1,112,1.29E-04
556,10049,DNAJB6,78,1.29E-04
557,221120,ALKBH3,50,1.29E-04
558,2318,FLNC,117,1.29E-04
559,7168,TPM1,132,1.29E-04
560,5436,POLR2G,96,1.29E-04
561,9589,WTAP,137,1.29E-04
562,1410,CRYAB,120,1.28E-04
563,374383,NCR3LG1,38,1.28E-04
564,115106,HAUS1,129,1.28E-04
565,6293,VPS52,78,1.28E-04
566,7159,TP53BP2,133,1.28E-04
567,114928,GPRASP2,69,1.28E-04
568,641,BLM,143,1.28E-04
569,54888,NSUN2,107,1.27E-04
570,11059,WWP1,114,1.27E-04
571,10628,TXNIP,132,1.27E-04
572,54880,BCOR,145,1.27E-04
573,1650,DDOST,113,1.27E-04
574,51203,NUSAP1,38,1.27E-04
575,6272,SORT1,140,1.27E-04
576,3646,EIF3E,140,1.27E-04
577,23019,CNOT1,134,1.26E-04
578,55699,IARS2,71,1.26E-04
579,55720,TSR1,139,1.26E-04
580,4905,NSF,117,1.26E-04
581,7827,NPHS2,63,1.26E-04
582,445,ASS1,91,1.26E-04
583,11034,DSTN,113,1.26E-04
584,7791,ZYX,115,1.26E-04
585,3693,ITGB5,60,1.26E-04
586,2300,FOXL1,126,1.25E-04
587,57705,WDFY4,136,1.25E-04
588,3717,JAK2,131,1.25E-04
589,64927,TTC23,128,1.25E-04
590,8312,AXIN1,132,1.25E-04
591,7297,TYK2,114,1.25E-04
592,3993,LLGL2,98,1.25E-04
593,6737,TRIM21,121,1.25E-04
594,56916,SMARCAD1,144,1.25E-04
595,7175,TPR,109,1.25E-04
596,545,ATR,131,1.25E-04
597,8777,MPDZ,45,1.25E-04
598,10421,CD2BP2,148,1.24E-04
599,51077,FCF1,64,1.24E-04
600,2108,ETFA,104,1.24E-04
601,3615,IMPDH2,126,1.24E-04
602,9802,DAZAP2,104,1.24E-04
603,9533,POLR1C,127,1.24E-04
604,55210,ATAD3A,126,1.24E-04
605,8295,TRRAP,148,1.24E-04
606,5394,EXOSC10,93,1.24E-04
607,154810,AMOTL1,44,1.23E-04
608,11130,ZWINT,109,1.23E-04
609,9440,MED17,102,1.23E-04
610,847,CAT,117,1.23E-04
611,9883,POM121,60,1.23E-04
612,4719,NDUFS1,119,1.23E-04
613,11200,CHEK2,126,1.23E-04
614,4140,MARK3,90,1.22E-04
615,51138,COPS4,128,1.22E-04
616,64398,MPP5,39,1.21E-04
617,10483,SEC23B,104,1.21E-04
618,50,ACO2,125,1.21E-04
619,3716,JAK1,127,1.21E-04
620,57162,PELI1,31,1.21E-04
621,8503,PIK3R3,126,1.21E-04
622,84959,UBASH3B,115,1.21E-04
623,51807,TUBA8,47,1.21E-04
624,23350,U2SURP,129,1.21E-04
625,2264,FGFR4,99,1.21E-04
626,55930,MYO5C,100,1.20E-04
627,5424,POLD1,122,1.20E-04
628,5411,PNN,133,1.20E-04
629,3105,HLA-A,101,1.20E-04
630,274,BIN1,79,1.20E-04
631,7375,USP4,114,1.20E-04
632,60491,NIF3L1,126,1.20E-04
633,3667,IRS1,116,1.20E-04
634,2034,EPAS1,127,1.19E-04
635,5479,PPIB,118,1.19E-04
636,7179,TPTE,103,1.19E-04
637,6453,ITSN1,122,1.19E-04
638,25831,HECTD1,126,1.19E-04
639,3846,KRTAP5-9,108,1.19E-04
640,57085,AGTRAP,86,1.19E-04
641,80254,CEP63,124,1.19E-04
642,25929,GEMIN5,119,1.18E-04
643,1063,CENPF,55,1.18E-04
644,11151,CORO1A,63,1.18E-04
645,5586,PKN2,94,1.18E-04
646,5519,PPP2R1B,112,1.18E-04
647,10693,CCT6B,117,1.18E-04
648,392,ARHGAP1,60,1.18E-04
649,64781,CERK,46,1.18E-04
650,132884,EVC2,85,1.17E-04
651,6897,TARS1,93,1.17E-04
652,85440,DOCK7,101,1.17E-04
653,6840,SVIL,118,1.17E-04
654,9308,CD83,44,1.17E-04
655,4751,NEK2,110,1.17E-04
656,7267,TTC3,27,1.17E-04
657,10007,GNPDA1,37,1.17E-04
658,6788,STK3,97,1.17E-04
659,4093,SMAD9,136,1.17E-04
660,27076,LYPD3,119,1.16E-04
661,5159,PDGFRB,118,1.16E-04
662,7052,TGM2,110,1.16E-04
663,1488,CTBP2,132,1.16E-04
664,167691,LCA5,117,1.16E-04
665,5824,PEX19,124,1.16E-04
666,54475,NLE1,38,1.16E-04
667,347688,TUBB8,105,1.16E-04
668,159195,USP54,44,1.16E-04
669,995,CDC25C,112,1.15E-04
670,840,CASP7,78,1.15E-04
671,283459,GATC,24,1.15E-04
672,1207,CLNS1A,110,1.15E-04
673,23404,EXOSC2,92,1.15E-04
674,4628,MYH10,118,1.15E-04
675,1315,COPB1,117,1.15E-04
676,5432,POLR2C,117,1.14E-04
677,10940,POP1,111,1.14E-04
678,54106,TLR9,51,1.14E-04
679,51806,CALML5,53,1.14E-04
680,23029,RBM34,154,1.14E-04
681,11113,CIT,70,1.13E-04
682,4142,MAS1,68,1.13E-04
683,7410,VAV2,78,1.13E-04
684,10617,STAMBP,69,1.13E-04
685,23155,CLCC1,34,1.13E-04
686,5105,PCK1,81,1.12E-04
687,8636,SSNA1,22,1.12E-04
688,81493,SYNC,44,1.12E-04
689,4763,NF1,125,1.12E-04
690,5954,RCN1,110,1.12E-04
691,9851,KIAA0753,108,1.12E-04
692,1152,CKB,101,1.12E-04
693,6595,SMARCA2,135,1.12E-04
694,6491,STIL,97,1.12E-04
695,29894,CPSF1,117,1.12E-04
696,5351,PLOD1,117,1.12E-04
697,9821,RB1CC1,87,1.12E-04
698,1786,DNMT1,133,1.12E-04
699,51207,DUSP13,80,1.12E-04
700,328,APEX1,114,1.12E-04
701,6811,STX5,79,1.12E-04
702,22894,DIS3,78,1.12E-04
703,3964,LGALS8,115,1.12E-04
704,961,CD47,34,1.11E-04
705,92667,MGME1,22,1.11E-04
706,3107,HLA-C,90,1.11E-04
707,84902,CEP89,90,1.11E-04
708,55283,MCOLN3,57,1.11E-04
709,64965,MRPS9,131,1.11E-04
710,6317,SERPINB3,49,1.11E-04
711,221184,CPNE2,60,1.11E-04
712,2805,GOT1,63,1.11E-04
713,9246,UBE2L6,97,1.11E-04
