,Gene_Name,mantis_ml_proba,mantis_ml_perc
0,FLT1,0.666370689868927,100.0
1,ANK2,0.6559778690338135,99.99463116074305
2,PTPRS,0.6475019335746766,99.9892623214861
3,FRYL,0.6469617664813996,99.98389348222915
4,NAV2,0.6468249284465548,99.97852464297219
5,DST,0.6458350777626037,99.97315580371524
6,KIF21B,0.6391957104206085,99.96778696445828
7,NOS1,0.6383756756782532,99.96241812520134
8,ZCCHC11,0.6356128931045533,99.95704928594438
9,SETD5,0.6354967474937439,99.95168044668743
10,BIRC6,0.6348583608865738,99.94631160743047
11,MAPK8IP3,0.6319269657135009,99.94094276817353
12,TANC2,0.6291366159915924,99.93557392891657
13,UBE3C,0.6285139441490173,99.93020508965962
14,RIMS1,0.6267551222017833,99.92483625040266
15,PLXNA2,0.626298975944519,99.91946741114572
16,CELSR3,0.6251250863075256,99.91409857188876
17,CDC42BPB,0.6243342161178589,99.90872973263181
18,MAP3K1,0.6209469377994538,99.90336089337485
19,BPTF,0.620633864402771,99.8979920541179
20,RELN,0.6203849792480469,99.89262321486095
21,IQGAP1,0.6200961172580719,99.887254375604
22,PCDH1,0.6197816431522369,99.88188553634704
23,RAPGEF1,0.619607788324356,99.8765166970901
24,EP400,0.6185087859630585,99.87114785783314
25,CIC,0.6183597862720489,99.86577901857618
26,IPO9,0.616900509595871,99.86041017931923
27,PRKDC,0.6158464252948761,99.85504134006227
28,ATP2B3,0.6156110167503357,99.84967250080533
29,ITSN1,0.6154061257839203,99.84430366154837
30,AFF3,0.6142393976449967,99.83893482229142
31,CIT,0.6136295991284507,99.83356598303446
32,IGF2R,0.6132746338844299,99.82819714377752
33,DSCAML1,0.6125747919082641,99.82282830452056
34,AFF2,0.6125705808401107,99.81745946526361
35,MOCS2,0.6125224709510804,99.81209062600665
36,IPO5,0.6122144222259521,99.8067217867497
37,SUPT6H,0.6121013879776,99.80135294749275
38,EPHB1,0.6114336222410202,99.7959841082358
39,ASH1L,0.611368602514267,99.79061526897884
40,SIPA1L1,0.6105881750583648,99.7852464297219
41,TLN1,0.6102738916873932,99.77987759046493
42,UBR2,0.6098175406455993,99.77450875120799
43,UBR4,0.6097670733928681,99.76913991195103
44,PLXNA1,0.6088174134492874,99.76377107269408
45,COL1A1,0.607652547955513,99.75840223343712
46,TRIM2,0.6069865703582764,99.75303339418018
47,NFRKB,0.6064231991767883,99.74766455492322
48,GRIK2,0.6061256468296051,99.74229571566627
49,RYR2,0.6057855993509292,99.73692687640931
50,SOS1,0.6056851446628571,99.73155803715237
51,KMT2A,0.6055819660425186,99.72618919789541
52,SART3,0.6027370512485504,99.72082035863846
53,CKAP5,0.6027107027129851,99.71545151938152
54,KDM5B,0.6024834305047989,99.71008268012456
55,RICTOR,0.6023315191268921,99.70471384086761
56,RAPGEF2,0.6016424745321274,99.69934500161065
57,STXBP5L,0.6016397655010224,99.6939761623537
58,UBR1,0.6015951305627822,99.68860732309675
59,ANK3,0.601447582244873,99.6832384838398
60,ANKHD1,0.6005879819393158,99.67786964458284
61,ANK1,0.6005046010017395,99.6725008053259
62,CUX1,0.6002304375171661,99.66713196606894
63,CUX2,0.600157618522644,99.66176312681199
64,KIF13B,0.6001049876213074,99.65639428755503
65,NTRK3,0.5992455512285233,99.65102544829809
66,TTC3,0.5992439180612564,99.64565660904113
67,TTC17,0.5989274471998215,99.64028776978418
68,BRWD1,0.5988922864198685,99.63491893052722
69,KALRN,0.5987846404314041,99.62955009127027
70,DIDO1,0.5985733389854431,99.62418125201332
71,ITPR3,0.5984006822109222,99.61881241275637
72,TENM2,0.5978793442249298,99.61344357349941
73,EIF4ENIF1,0.5976178526878357,99.60807473424246
74,TRIO,0.5975849002599716,99.6027058949855
75,SRGAP3,0.5969032436609268,99.59733705572856
76,ATP2B2,0.5963466942310334,99.5919682164716
77,SMC4,0.5959941148757935,99.58659937721464
78,FGFR2,0.5955718904733658,99.5812305379577
79,MAP3K4,0.5954876910481188,99.57586169870073
80,MYO5A,0.5954003707654234,99.57049285944379
81,CAMSAP2,0.5952552258968353,99.56512402018683
82,ITPR1,0.5950316786766052,99.55975518092988
83,FGFBP3,0.5943538665771484,99.55438634167292
84,RNF40,0.594076144695282,99.54901750241598
85,FRMD4A,0.5940670102834702,99.54364866315902
86,UNC79,0.5940313816070557,99.53827982390207
87,PIK3CB,0.5935708254575729,99.53291098464511
88,HECW2,0.5935328841209412,99.52754214538817
89,DIP2B,0.5932192862033844,99.52217330613121
90,HELZ,0.5930618673563004,99.51680446687426
91,ARHGAP21,0.5929655313491822,99.5114356276173
92,CNKSR2,0.5927295506000518,99.50606678836036
93,CHD5,0.5921141654253006,99.5006979491034
94,NCOR1,0.5919539481401443,99.49532910984645
95,ABCC8,0.5917269349098205,99.48996027058949
96,SBF1,0.5916110396385192,99.48459143133255
97,MLLT10,0.5911745190620422,99.47922259207559
98,KIAA1429,0.590946301817894,99.47385375281864
99,MON2,0.590297278341831,99.46848491356168
100,PTPRD,0.5902365709280039,99.46311607430474
101,MED13,0.5894762575626373,99.45774723504778
102,ADCY5,0.5886105298995972,99.45237839579083
103,NUP160,0.5885653167963028,99.44700955653387
104,CAMSAP1,0.5884837746620178,99.44164071727693
105,REXO1,0.5879528224468231,99.43627187801998
106,FLNC,0.5878793388605118,99.43090303876302
107,MYH10,0.5877221286296844,99.42553419950607
108,CACNA1G,0.5869577407836915,99.42016536024911
109,AFF4,0.5865260779857635,99.41479652099217
110,PC,0.5849289685487747,99.40942768173521
111,SHANK2,0.5848552922268847,99.40405884247826
