"Rank","GeneSymbol","GeneId","GO: Molecular Function Score","GO: Molecular Function pValue","GO: Biological Process Score","GO: Biological Process pValue","GO: Cellular Component Score","GO: Cellular Component pValue","Human Phenotype Score","Human Phenotype pValue","Mouse Phenotype Score","Mouse Phenotype pValue","Pathway Score","Pathway pValue","Pubmed Score","Pubmed pValue","Interaction Score","Interaction pValue","Gene Family Score","Gene Family pValue","Coexpression Score","Coexpression pValue","Coexpression Atlas Score","Coexpression Atlas pValue","Disease Score","Disease pValue","Average Score","Overall pValue"
16,"ACSL4",2182,0.9100212280484975,0.09314484895429899,1.0,0.11057319907048799,0.9999985170009823,0.011618900077459334,0.9999999998909033,0.03524399690162665,0.999999087617685,0.046475600309837335,0.8229317694534095,0.024593338497288925,0.9553102433964634,0.17041053446940357,0.9817824636585827,0.04434546862896979,0.4015950748410982,0.010844306738962044,0.9999999989877839,0.05790085205267235,0.9709414477087439,0.0261425251742835,0.9979416860666291,0.0383423702556158,0.9432049684014238,1.3641196853420023E-4
17,"KIF1A",547,0.9165764438919674,0.09178931061192874,0.9999999973294145,0.11057319907048799,0.9999998204412478,0.010844306738962044,0.9999999999999991,0.03524399690162665,0.9999999998759872,0.04512006196746708,0.0,0.5426026336173508,0.9553103418980095,0.17041053446940357,0.9344711438016827,0.06467854376452363,0.4882945011155399,0.007358636715724245,0.9976081771973716,0.133423702556158,0.9999952266819481,0.0011618900077459333,0.9999922706920307,0.020526723470178157,0.8711104878927514,1.3989113433576783E-4
18,"KDR",3791,0.9171950591615687,0.09178931061192874,0.9999999999999996,0.11057319907048799,0.99992479745682,0.02420604182804028,0.942649466889248,0.05305964368706429,0.9999999999999991,0.04512006196746708,0.9007756066651416,0.01994577846630519,0.9553109312001662,0.17041053446940357,0.9993600855283529,0.021107668474051124,0.5069739612795876,0.005034856700232378,0.9999998795250393,0.05886909372579396,0.380613196995099,0.13226181254841207,1.0,0.016847405112316034,0.9236479163535917,1.4683072622956317E-4
19,"KCNH2",3757,0.9174115010350212,0.09178931061192874,0.9999999999999996,0.11057319907048799,0.9995201008679868,0.034856700232378,0.9464714033723667,0.05305964368706429,0.9999367638109281,0.05983733539891557,0.9200617120936537,0.0191711851278079,0.9553109236624788,0.17041053446940357,0.9907446508646065,0.03756777691711851,0.5069739612795876,0.005034856700232378,0.999672150689256,0.10999225406661503,0.9843978014629173,0.020333075135553835,0.9999990841664008,0.01800929512006197,0.9555757078247523,1.470021979385061E-4
20,"SLC8A1",6546,0.916754635551928,0.09178931061192874,1.0,0.11057319907048799,0.9999999972664771,0.010457010069713401,0.17653567997919548,0.06680867544539117,0.9999999999999956,0.04512006196746708,0.9200877625064717,0.0191711851278079,0.9553109311999766,0.17041053446940357,0.5223071350756016,0.13284275755228506,0.2009100863017742,0.013361735089078234,0.9998271898076071,0.10592563903950426,0.9994687075065423,0.008520526723470178,0.9999999990257944,0.016847405112316034,0.861921338956437,1.4750347611847126E-4
21,"CDH1",999,0.8661137811570654,0.10689388071262587,0.9999999999999991,0.11057319907048799,0.9999999999868723,0.010457010069713401,0.9999999999999831,0.03524399690162665,0.9999999999999991,0.04512006196746708,0.908088129162041,0.019364833462432222,0.9553109312001662,0.17041053446940357,0.9999999999999996,0.009682416731216111,0.0,0.5094887683965917,0.9999999999999982,0.05790085205267235,0.9990391474577784,0.009682416731216111,0.9999999999999996,0.016847405112316034,0.9137170480242102,1.5137797954911658E-4
22,"PIGZ",80235,0.9090780242212693,0.09314484895429899,0.9999999974964712,0.11057319907048799,0.8769788278142465,0.1314872192099148,-1.0,0.0,-1.0,0.0,0.3210615041945525,0.05906274206041828,0.8155939021975146,0.2002323780015492,-1.0,0.0,0.940253441317265,1.0E-6,0.7559231910555667,0.20507358636715725,0.9970401334033889,0.012780790085205267,-1.0,0.0,0.9068529460339849,1.523918293466764E-4
23,"HADHA",3030,0.9174010371355362,0.09178931061192874,0.9999999310467975,0.11134779240898528,0.998546404777841,0.0470565453137103,0.9999999999864304,0.03524399690162665,0.9999999974938093,0.04512006196746708,0.9201302770263962,0.0191711851278079,0.9553109312001666,0.17041053446940357,0.9999999968571903,0.009682416731216111,-1.0,0.0,0.9999996411982484,0.06022463206816421,0.9997448080172775,0.006196746707978312,0.9999485544867088,0.02420604182804028,0.9999203727127864,1.654204908684287E-4
24,"SLC27A2",11001,0.9173100489107697,0.09178931061192874,0.9999999999999996,0.11057319907048799,0.9999999049595965,0.010457010069713401,-1.0,0.0,0.045737447022533316,0.1367157242447715,0.7139053380799235,0.029240898528272656,0.9553088865464651,0.17041053446940357,0.9221466809207204,0.06835786212238575,0.2009100863017742,0.013361735089078234,0.9999999978137607,0.05790085205267235,0.999999666104088,5.809450038729666E-4,0.7672943075915439,0.10437645236250968,0.8301636607132177,1.69210480421067E-4
25,"MAPT",4137,0.9170576160115522,0.09178931061192874,0.9999999999999996,0.11057319907048799,0.9999999999994418,0.010457010069713401,1.0,0.03524399690162665,1.0,0.04512006196746708,0.7793112452509116,0.02691711851278079,0.9553109312001662,0.17041053446940357,0.9999999998678617,0.009682416731216111,0.0,0.5094887683965917,0.9999997597893123,0.05964368706429125,0.9984303352075141,0.010844306738962044,0.9999999999999996,0.016847405112316034,0.9099445934160258,1.707326687481192E-4
26,"NCOA1",8648,0.9173220396558688,0.09178931061192874,1.0,0.11057319907048799,0.9693261103209372,0.09217660728117738,-1.0,0.0,0.9999999999538528,0.04512006196746708,0.6249366055232053,0.03543764523625097,0.9553109312001671,0.17041053446940357,0.9999942032493443,0.012393493415956624,0.6213354301095291,0.0023237800154918666,0.9999999992405602,0.05790085205267235,0.9965593547264023,0.013168086754453912,0.9966441619471269,0.042602633617350893,0.9478691727109065,1.710396436345185E-4
27,"HK1",3098,0.9174125679059966,0.09178931061192874,1.0,0.11057319907048799,0.999999415585981,0.011425251742835011,0.9999999816052224,0.03524399690162665,0.9992889103960136,0.07029434546862896,0.9192231715135624,0.0191711851278079,0.9553109312001624,0.17041053446940357,0.9999913766310824,0.012587141750580944,-1.0,0.0,0.999999999558637,0.05790085205267235,0.9947553303276903,0.014329976762199844,0.9998896438160698,0.026336173508907823,0.9996797054947482,1.763098647939998E-4
28,"CAT",847,0.9166150023988903,0.09178931061192874,0.9999999999999996,0.11057319907048799,0.9999998554445,0.010844306738962044,0.9999999772843561,0.03524399690162665,0.9998265701607523,0.06293570875290473,0.8727758680937164,0.02188226181254841,0.9553109312001662,0.17041053446940357,0.9999999988979276,0.009682416731216111,-1.0,0.0,0.9999999999999991,0.05790085205267235,0.943419421191071,0.0313710302091402,1.0,0.016847405112316034,0.99497407526055,1.7929692338414238E-4
29,"SLC34A1",6569,0.9173824047098901,0.09178931061192874,0.9999999999999991,0.11057319907048799,0.9999993528109165,0.011425251742835011,0.999999999997907,0.03524399690162665,0.9999999993673164,0.04512006196746708,0.044534740739492644,0.08384972889233153,0.9553108959140528,0.17041053446940357,0.807883556964663,0.09024012393493416,0.2009100863017742,0.013361735089078234,0.9939578588503922,0.14775367931835787,0.9999787273102715,0.0019364833462432224,0.9740265235523414,0.05983733539891557,0.8586349532769,1.8877656926385988E-4
30,"SLC18A2",6571,0.917411704677916,0.09178931061192874,0.9999999999999996,0.11057319907048799,0.9999998409426302,0.010844306738962044,0.9999999974103936,0.03524399690162665,1.0,0.04512006196746708,0.8311206875093028,0.023625096824167312,0.9553109311851277,0.17041053446940357,0.34861462428935014,0.15046475600309836,0.2009100863017742,0.013361735089078234,0.9999256130410775,0.09701781564678544,0.975849079489214,0.02498063516653757,0.9999999653957344,0.016847405112316034,0.8941309698464043,1.9317630518411733E-4
31,"FGFR4",2264,0.9173971418980515,0.09178931061192874,0.9999999999999996,0.11057319907048799,0.9904077085002627,0.07397366382649109,-1.0,0.0,0.99999999923126,0.04512006196746708,0.9201222509933391,0.0191711851278079,0.9553109312001671,0.17041053446940357,0.9999999999617514,0.009682416731216111,0.5069739612795876,0.005034856700232378,0.9999999926362956,0.05790085205267235,0.7544687329536038,0.0644848954298993,0.9999999999631254,0.016847405112316034,0.9427968125212143,1.9573923234128543E-4
32,"NCOA2",10499,0.9173234514374982,0.09178931061192874,1.0,0.11057319907048799,0.9999998419253631,0.010844306738962044,-1.0,0.0,0.9983485617801912,0.07513555383423702,0.4792369022746816,0.04434546862896979,0.9553109312001666,0.17041053446940357,0.9998978910586047,0.016847405112316034,0.6213354301095291,0.0023237800154918666,0.9999997312873522,0.05983733539891557,0.8094073544842856,0.055964368706429124,0.9955814830118511,0.04512006196746708,0.9308697962496556,2.0223109120953708E-4
33,"MAP1B",4131,0.7114658527289506,0.1462044926413633,0.9999999999999991,0.11057319907048799,0.9999999990461096,0.010457010069713401,-1.0,0.0,0.9999999999999996,0.04512006196746708,0.8387457953905498,0.023237800154918668,0.9553109312001662,0.17041053446940357,0.9999849279400581,0.012974438419829589,0.0,0.5094887683965917,0.9999997168735615,0.05983733539891557,0.99999926343726,5.809450038729666E-4,0.9831059394857887,0.0540278853601859,0.8933548260154239,2.033372764685959E-4
