INSR,3.2821735299615185E-6
IGF1R,2.8108555779171596E-5
FGFR4,3.613887738662669E-5
NTRK2,3.6248171921604566E-5
TEK,4.010587117486697E-5
STAT3,4.5701133162823204E-5
LRP2,5.413401798459727E-5
COL3A1,6.296732759514256E-5
ACTC1,6.977163235977191E-5
ESR1,7.090290417166578E-5
NTRK1,7.307814218693309E-5
ABCG1,7.669545900779173E-5
DVL2,8.068605643563043E-5
IGF1,8.261643080342829E-5
VLDLR,8.506887068349123E-5
SLC1A1,8.804775008974808E-5
SLC12A2,8.999683007493431E-5
PAK1,9.749643332268576E-5
JUN,1.0536786762715966E-4
SMAD3,1.0539406005116714E-4
HSP90AA1,1.0683703934044608E-4
EGF,1.1414437919199383E-4
SMARCA4,1.161191570716591E-4
FLT3,1.1902897488991204E-4
ERBB4,1.246285366255373E-4
AGRN,1.2527485232416424E-4
RB1,1.2577161360072253E-4
TCF7L2,1.280509035208599E-4
MERTK,1.3888860983091167E-4
LEF1,1.448548303916164E-4
COL6A1,1.4660167850333305E-4
FLT1,1.5709555873411052E-4
MEF2C,1.6160254231667448E-4
HK1,1.6576730350759128E-4
RUNX1,1.712009030154782E-4
APP,1.7494240100068836E-4
PPARGC1A,1.7511008234871728E-4
SLC1A3,1.7649137617492539E-4
DDR2,1.8053509313542548E-4
FYN,1.8389172595012493E-4
TGFB2,1.857536372493751E-4
MAP2K1,1.928169691975956E-4
COL11A1,1.9583906410469698E-4
NR3C1,2.036105064276983E-4
MYH9,2.0434064707719468E-4
LRP8,2.0867647887756746E-4
SLC9A1,2.1260725497085353E-4
MAPK1,2.13491407764832E-4
PLK4,2.1360888006261014E-4
SIRT1,2.165520543342403E-4
NOTCH1,2.320112197837787E-4
SCP2,2.3252646316418435E-4
HDAC2,2.332280691824673E-4
VEGFA,2.3342444764817838E-4
ATM,2.3385991778201998E-4
COL4A6,2.3406016837212995E-4
ENO1,2.3738971418385546E-4
RELA,2.391714691220015E-4
PTK2,2.4001273802265466E-4
AXL,2.4039765289152193E-4
COL6A2,2.404068004854265E-4
VCL,2.4540901899627876E-4
CAT,2.509349912233061E-4
FANCL,2.538341291806745E-4
IRS1,2.565903647905321E-4
SLC1A4,2.568815922265877E-4
ABCG2,2.61285239239184E-4
ATP1A2,2.7935445559379435E-4
APAF1,2.8374171029910134E-4
SLC11A2,2.854387423893989E-4
CFTR,2.9026529146058966E-4
ERCC4,2.9106733615902325E-4
SLC18A2,2.9904924131074484E-4
COL18A1,3.0047383113751547E-4
SLC5A1,3.205332007897299E-4
ITPR1,3.28267635872348E-4
ITGAV,3.3430947170776104E-4
GNAI2,3.349579291422877E-4
RAD50,3.3757355139896195E-4
NRP1,3.3786720676365345E-4
XRCC5,3.429200490425721E-4
SGK1,3.4500414407134805E-4
ATP2A2,3.4626975513407654E-4
TBL1XR1,3.486415017569522E-4
NR4A1,3.517835815513015E-4
CCT5,3.5459287242267656E-4
SURF1,3.6418570121021787E-4
XRCC6,3.6467663871220246E-4
SLC2A3,3.6730465455370176E-4
PTK2B,3.774006703298749E-4
PLCB1,3.8064537594117986E-4
FANCG,3.832018731522169E-4
IFT88,3.8400224286083695E-4
MDM2,3.874424839175328E-4
NEK2,3.9342460473934526E-4
CBL,3.9625349174998714E-4
AKAP9,3.9722239283512817E-4
IDH1,3.972972492719551E-4
STAG3,3.985500906469319E-4
COL17A1,3.9918382779347006E-4
CCT8,4.0821754637632157E-4
MRE11,4.094128138744102E-4
MAP2K2,4.094843825569461E-4
MSH6,4.1473750391296527E-4
GLI2,4.2058490168639384E-4
DAG1,4.280584482464489E-4
COL9A1,4.281699030370678E-4
CHEK2,4.288125786134911E-4
RXRA,4.2981707270439706E-4
KAT2B,4.343843931373659E-4
PROM1,4.3986981627874844E-4
SLC1A5,4.434047996139112E-4
ENO2,4.472546876527206E-4
PHB,4.483477919746681E-4
WRN,4.5338082644508226E-4
BUB1,4.664608232626266E-4
DKK1,4.6987224576056086E-4
PFKM,4.701964949876958E-4
MAPK8,4.734430623074548E-4
TFRC,4.762965234806904E-4
HSPA8,4.8585414811253E-4
FZD5,4.8587253396004115E-4
COL12A1,4.99003290267197E-4
SLC26A4,4.99778896377423E-4
FGG,5.047152478062644E-4
COL9A3,5.121261305499614E-4
JUP,5.124217429481881E-4
FBP1,5.151694154644781E-4
GPI,5.165567216794953E-4
KL,5.211979419593726E-4
SOX2,5.256835680640393E-4
RUNX2,5.266813698526773E-4
DLD,5.332022793020919E-4
NF2,5.375144647846719E-4
ALB,5.384870880195125E-4
TIAM1,5.385330794241971E-4
NOS3,5.510843657271502E-4
NR2F2,5.559939503532174E-4
CYP17A1,5.573184226774774E-4
COL8A1,5.842792386281381E-4
SLC20A1,5.893159437582174E-4
CRYAB,5.925247171846282E-4
MAP3K7,6.003707258134261E-4
NR1H4,6.020164725218935E-4
GAPDH,6.021987386567451E-4
DNM1L,6.137441666006493E-4
HDAC6,6.1797378415962E-4
ANXA5,6.359618730544803E-4
LAMA3,6.383540953002198E-4
SLC8A3,6.426013459432944E-4
CDH2,6.427857280175697E-4
STK11,6.446684525720503E-4
PINK1,6.497267053703348E-4
CHD3,6.546218087124522E-4
PRKCE,6.689070407477349E-4
ITGA4,6.728299188196729E-4
NOS2,6.746754692434909E-4
PXN,6.7556016786674E-4
CTTN,6.775210672239629E-4
FAS,6.841780211719328E-4
EPHA2,6.861538248980059E-4
UCP2,6.899284713886011E-4
CD44,6.916662542902907E-4
SLC25A1,6.958875170618439E-4
ADD1,7.023685999859586E-4
